CrashReportId,ReportNumber,CrashDate,CrashTime,Collision Type,StreetOrHighway,NearestIntersection,Officer,Badge,ReportDate,TypeOfRoadway,RoadSurfaceCondition,LightCondition,WeatherCondition,MannerofImpact,HitAndRun,TrafficControl,PersonCount,InjuryCount,MostSeriousInjury,NumberOfLanes,Latitude,Longitude,CountPedestrian,CountBicycle,Scooter,Wheel Chair,NumberofVehicles
920089,2025-00000385,2-Jan-25,8:11,Pedestrian,TERMINAL ROAD,NEW YORK AVE ,Jason Clancy,999,3-Jan-25,Unknown,Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",Unknown,3,0,No Injury,,41.79613,-71.39506,1,,,,1
920108,2025-00000517,2-Jan-25,23:14,Pedestrian,325 washington st ,,Patrolwoman Viera,678,4-Jan-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,,,1,,,,1
920134,2025-00001197,5-Jan-25,18:25,Pedestrian,FOUNTAIN ST,FRANCIS ST ,J Heeder,557,5-Jan-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,2,2,Complains Of Pain,,41.82491,-71.41471,2,,,,1
920169,2025-00001310,5-Jan-25,17:15,Bicycle,PLAINFIELD ST,RALPH ST ,Jason Clancy,999,7-Jan-25,Unknown,Dry,Dark - Unknown Lighting,Clear,"Sidwswipe, Opposite Direction",No,Unknown,3,0,Unknown,,41.81345,-71.45352,,1,,,1
920181,2025-00001639,7-Jan-25,16:04,Pedestrian,WICKENDEN ST,BROOK ST ,Raymond Criner,340,7-Jan-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Complains Of Pain,,41.81948,-71.39826,1,,,,1
920205,2025-00001633,7-Jan-25,15:41,Other,PRAIRIE AVE ,PAVILION AVE ,Nicolas Lafazia,369,8-Jan-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,,41.79534,-71.41045,,,,,2
920208,2025-00001963,7-Jan-25,15:05,Other,593 eddy st,,Jonathyn Pirolli,385,8-Jan-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sidwswipe, Opposite Direction","Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,,,,,,,,2
920198,2025-00001906,8-Jan-25,16:56,Bicycle,CANAL ST,MILL ST ,Raymond Criner,340,8-Jan-25,One-Way Trafficway,Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,2,1,Complains Of Pain,,41.8323,-71.41095,,1,,,1
920213,2025-00001825,8-Jan-25,11:51,Pedestrian,WESTMINSTER ST,EMPIRE ST ,Michael Baldassare,568,9-Jan-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,1,1,Incapacitating,,41.82097,-71.41532,1,,,,1
920223,2025-00001861,8-Jan-25,11:30,Pedestrian,EMPIRE ST,,Jason Clancy,999,9-Jan-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Unknown,No,Unknown,3,0,Unknown,,,,1,,,,1
920278,2025-00002416,10-Jan-25,16:38,Pedestrian,GREENWICH ST,BUCKLIN ST ,J Heeder,557,10-Jan-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,3,1,Complains Of Pain,,41.80237,-71.4261,1,,,,1
920320,2025-00002819,12-Jan-25,11:56,Pedestrian,HEATH ST,HARTFORD AVE,Raleek Byfield,375,12-Jan-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,4,2,Complains Of Pain,,41.81719,-71.44991,2,,,,1
920328,2025-00002867,12-Jan-25,16:03,Other,45 PLEASANT VALLEY PRKWY,,Ian Quinn,102,12-Jan-25,Unknown,Unknown,Daylight,Clear,"Sidwswipe, Opposite Direction","Yes, M/V and Driver Left Scene",No Controls,3,0,Unknown,,,,,,,,2
920331,2025-00002911,12-Jan-25,9:10,Pedestrian,Allens Ave,ALLENS AVE ,Tyler Calandra,418,12-Jan-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.79296,-71.3973,1,,,,1
920371,2025-00003243,14-Jan-25,8:39,Pedestrian,SMITHFIELD AVE,SMITHFIELD AVE ,Ptlm. Castagliuolo,351,14-Jan-25,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,4,1,Non-Incapacitating,,41.85501,-71.40489,1,,,,1
920421,2025-00003413,14-Jan-25,18:27,Pedestrian,BROADWAY,SERVICE ROAD 7 ,Raymond Criner,340,14-Jan-25,One-Way Trafficway,Dry,Dark - Not Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Complains Of Pain,,41.82178,-71.4208,1,,,,1
920438,2025-00003529,15-Jan-25,9:00,Pedestrian,ACADEMY AVE,SMITH ST ,Gustavo Genao,135,15-Jan-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,Traffic Control Signal,3,1,Complains Of Pain,,41.84258,-71.44515,1,,,,1
920460,2025-00003631,15-Jan-25,16:00,Pedestrian,RANDALL ST,N MAIN ST ,Patrick Hourahan,243,15-Jan-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Yield Signs,1,1,Complains Of Pain,,41.83766,-71.4097,1,,,,1
920668,2025-00004118,15-Jan-25,11:15,Pedestrian,ANGELL ST,BROOK ST ,Quincy Griffin,970,21-Jan-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.82821,-71.39947,1,,,,1
920670,2025-00004160,17-Jan-25,7:20,Other,SMITH ST,ACADEMY AVE ,Quincy Griffin,970,21-Jan-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,1,0,Unknown,,41.84271,-71.44545,,1,,,1
920594,2025-00004411,18-Jan-25,17:43,Pedestrian,10 MEMORIAL BLVD,FRANCIS ST ,Cassidy Simanski,132,18-Jan-25,"Two-Way, Divided, Positive Median Barrier",Wet,Dark - Lighted,Rain,Other,No,No Controls,2,1,Complains Of Pain,,41.82618,-71.41443,1,,,,1
920597,2025-00004461,18-Jan-25,21:05,Other,EXIT 22A (RT ),FRANCIS ST ,Raymond Criner,340,18-Jan-25,"Two-Way, Divided, Positive Median Barrier",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,2,2,Complains Of Pain,,41.82577,-71.41527,,1,X,,1
920616,2025-00004652,19-Jan-25,14:57,Bicycle,POTTERS AVE,BROAD ST ,Raymond Criner,340,19-Jan-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,5,1,Complains Of Pain,,41.80297,-71.41891,,1,X,,1
920731,2025-00005371,22-Jan-25,16:07,Pedestrian,BROAD ST,EARLY ST ,Ralph Abenante,511,22-Jan-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,2,Non-Incapacitating,,41.79536,-71.41114,3,,,,1
920756,2025-00005615,23-Jan-25,15:06,Pedestrian,BRANCH AVE EXIT,BRANCH AVE ,Ptlm. Labutti,104,23-Jan-25,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,Traffic Control Signal,3,1,Complains Of Pain,,41.8464,-71.41175,1,,,,1
920790,2025-00005836,24-Jan-25,14:40,Bicycle,DEXTER ST,WESTMINSTER ST ,Tyler Calandra,418,24-Jan-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,2,1,Complains Of Pain,,41.81652,-71.43131,,1,,,1
920838,2025-00006237,26-Jan-25,2:34,Other,POE ST,SAYLES ST ,Hannabeth Mendez,675,26-Jan-25,"Two-Way , Not Divided",Wet,Dark - Lighted,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",No Controls,4,0,Unknown,,41.80532,-71.40375,,,,,4
920839,2025-00006269,26-Jan-25,11:36,Pedestrian,1 PROVIDENCE PLACE,FRANCIS ST ,Joshua Cascione,225,26-Jan-25,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,,,,1,,,,1
920860,2025-00006535,27-Jan-25,13:33,Other,PAGE ST,WEYBOSSET ST ,Michael Baldassare,568,27-Jan-25,One-Way Trafficway,Dry,Daylight,Clear,Other,"Yes, M/V and Driver Left Scene",No Controls,3,0,Unknown,,41.82138,-71.41187,,,,,2
920872,2025-00006565,27-Jan-25,15:36,Bicycle,WESTMINSTER ST,BRIDGHAM ST ,Colby Berciano,671,27-Jan-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,Traffic Control Signal,3,0,No Injury,,41.8169,-71.42851,,1,,,1
920877,2025-00006552,27-Jan-25,15:10,Pedestrian,RANDALL ST,N MAIN ST ,Raymond Criner,340,27-Jan-25,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Complains Of Pain,,41.83834,-71.40953,1,,,,1
920884,2025-00006703,28-Jan-25,8:39,Bicycle,college st,MEMORIAL BLVD ,Louis Gianfrancesco,350,28-Jan-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,3,1,Complains Of Pain,1,41.82545,-71.40839,,1,,,1
920901,2025-00006820,28-Jan-25,15:31,Pedestrian,Lubec St,MANILA ST ,Tyler Calandra,418,28-Jan-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.85439,-71.44544,1,,,,1
920931,2025-00007059,29-Jan-25,13:15,Pedestrian,Washington St,Mathewson St,James Annis,454,29-Jan-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Complains Of Pain,2,,,1,,,,1
921005,2025-00007384,30-Jan-25,20:57,Other,63 ELMWOOD AVE ,,Brandon McDonnell,620,31-Jan-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Opposite Direction,"Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,,,,,,,,2
921014,2025-00007658,31-Jan-25,23:26,Other,UNION AVE,PRISCILLA AVE ,Ruben Morales,685,1-Feb-25,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,"Sidwswipe, Opposite Direction","Yes, M/V and Driver Left Scene",Pavement Markings,2,0,No Injury,,41.80723,-71.44604,,,,,2
921052,2025-00008020,2-Feb-25,11:54,Other,ALUMNI AVE,HOPE ST ,George Pereira,421,3-Feb-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,3,0,Unknown,,41.83497,-71.39947,,,,,2
921123,2025-00008518,3-Feb-25,13:50,Pedestrian,S WATER ST,PLANET ST,Joseph Lopes,52,4-Feb-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Stop Signs,1,1,Complains Of Pain,,41.82283,-71.40647,1,,,,1
921109,2025-00008468,4-Feb-25,12:55,Pedestrian,UNION AVE,POCASSET AVE ,Ptlm. Castagliuolo,351,4-Feb-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.80639,-71.45714,1,,,,1
921162,2025-00008481,4-Feb-25,14:05,Other,ORANGE ST,CLIFFORD ST ,Lucio Andreozzi,381,6-Feb-25,One-Way Trafficway,Dry,Daylight,Clear,"Sideswipe, Same Direction",No,Stop Signs,4,0,No Injury,,41.82204,-71.40841,,,,,2
922852,2025-00022808,4-Feb-25,11:00,Other,700 HARTFORD AVE,KILLINGLY ST ,Gabrielle O'Loughlin,680,2-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",Traffic Control Signal,3,0,No Injury,,41.81999,-71.46891,,,,,2
921137,2025-00008652,5-Feb-25,7:53,Pedestrian,HARTFORD AVE,LAUREL HILL AVE ,Raleek Byfield,375,5-Feb-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Complains Of Pain,,41.81795,-71.45532,1,,,,1
921177,2025-00009071,6-Feb-25,21:20,Pedestrian,BROAD ST,LAURA ST ,Tyler Calandra,418,6-Feb-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Head-On (Front - to - Front),"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,,41.80232,-71.41871,1,,X,,1
921191,2025-00009205,7-Feb-25,12:21,Pedestrian,CHARLES ST,SOCIAL ST,Joshua Cascione,225,7-Feb-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Fatal,,41.85378,-71.42052,1,,,,1
921229,2025-00009628,9-Feb-25,0:30,Pedestrian,AMES ST,ATWELLS AVE ,Ralph Abenante,511,9-Feb-25,"Two-Way , Not Divided",Snow,Dark - Lighted,Snow,Angle - Direction Not Specified,No,No Controls,4,1,Complains Of Pain,,41.82418,-71.43098,1,,,,2
921336,2025-00010446,12-Feb-25,17:53,Pedestrian,ADMIRAL ST,CHARLES ST ,Tyler Calandra,418,12-Feb-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Other,No,Traffic Control Signal,3,1,Complains Of Pain,,41.8407,-71.41747,1,,,,1
921350,2025-00010562,13-Feb-25,9:30,Pedestrian,DEXTER ST,CRANSTON ST ,Joshua Cascione,225,13-Feb-25,"Two-Way , Not Divided",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,,41.81241,-71.4295,1,,,,1
921392,2025-00010912,14-Feb-25,15:14,Other,YALE AVE,LEAH ST ,Colby Berciano,671,14-Feb-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,8,0,No Injury,,41.82677,-71.45146,,,,,2
921397,2025-00010907,14-Feb-25,14:49,Other,POCASSET AVE,WHAT CHEER AVE ,Ruben Morales,685,14-Feb-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,,41.80687,-71.45678,,,,,2
921435,2025-00011274,16-Feb-25,1:15,Other,manton ave,DEARBORN ST ,Kyle Baxter,634,16-Feb-25,"Two-Way , Not Divided",Snow,Dark - Lighted,Snow,Not a Collision Between Two Motor Vehicles in Transport,"Yes, Driver Left Scene",No Controls,1,0,Unknown,,41.82469,-71.45305,,,,,1
921456,2025-00011489,17-Feb-25,10:57,Pedestrian,DUDLEY ST,CULVER ST ,Serge Bouyssou,105,17-Feb-25,"Two-Way , Not Divided",Dry,Daylight,Severe Crosswinds,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,1,Incapacitating,,41.81061,-71.40852,1,,,,1
921463,2025-00011530,17-Feb-25,14:31,Other,COLONIAL RD,CAMP ST,Ruben Morales,685,17-Feb-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, Driver Left Scene",No Controls,2,0,No Injury,,,,,,,,2
921467,2025-00011617,17-Feb-25,22:35,Pedestrian,BROAD ST,PINE ST ,Lane,109,17-Feb-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.81167,-71.42151,1,,,,1
921521,2025-00012193,20-Feb-25,15:08,Pedestrian,BROAD ST,MONTGOMERY AVE ,Raymond Criner,340,20-Feb-25,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Complains Of Pain,,41.78592,-71.40168,1,,,,1
921634,2025-00013064,24-Feb-25,9:00,Other,EARL ST,ELMWOOD AVE ,Jason Clancy,999,25-Feb-25,Unknown,Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,Unknown,3,0,No Injury,,41.79809,-71.42618,,1,,,1
921641,2025-00013330,25-Feb-25,11:12,Bicycle,VANDEWATER STREET,BRANCH AVENUE,Ian Quinn,102,25-Feb-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,3,0,No Injury,2,,,,1,,,1
921665,2025-00013508,25-Feb-25,22:54,Pedestrian,ABRAM ST ,BRANCH AVE ,Lucas Ramalho,507,26-Feb-25,"Two-Way , Not Divided",Wet,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.85387,-71.4308,1,,,,1
921678,2025-00013348,25-Feb-25,12:51,Other,THAYER STREET,BOWEN ST ,George Pereira,421,26-Feb-25,One-Way Trafficway,Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,,41.83049,-71.40096,,,,,2
921771,2025-00013997,26-Feb-25,20:30,Other,ANGELL ST,BROWN ST ,Jason Clancy,999,28-Feb-25,One-Way Trafficway,Dry,Dark - Unknown Lighting,Clear,Other,No,Unknown,3,1,Complains Of Pain,,41.82786,-71.40319,,1,,,1
921709,2025-00013861,27-Feb-25,8:07,Pedestrian,CHAPIN AVE,PARADE ST ,Mario Andrade,130,27-Feb-25,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Cloudy,Head-On (Front - to - Front),No,No Controls,4,1,Complains Of Pain,,41.81189,-71.43122,1,,,,1
921716,2025-00013918,27-Feb-25,12:34,Bicycle,WASHINGTON ST,EDDY ST ,Ptlm. Castagliuolo,351,27-Feb-25,"Two-Way , Not Divided",Wet,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Non-Incapacitating,,41.82401,-71.4134,,1,,,1
921739,2025-00013982,27-Feb-25,16:27,Pedestrian,Diamond St ,HOLLIS ST ,Tyler Calandra,418,27-Feb-25,"Two-Way , Not Divided",Wet,Daylight,Rain,Other,No,No Controls,3,1,Complains Of Pain,,41.81044,-71.42959,1,,,,1
921747,2025-00014122,28-Feb-25,7:52,Other,SUMMER STREET,MEADOW ST ,Hildenise Espanol,137,28-Feb-25,One-Way Trafficway,Dry,Daylight,Clear,Angle - Direction Not Specified,"Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,,41.81501,-71.41805,,,,,2
921792,2025-00014335,28-Feb-25,21:13,Pedestrian,MONTICELLO ST,OPPER ST ,Ptlm. Labutti,104,28-Feb-25,"Two-Way , Not Divided",Dry,Dark - Not Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.85227,-71.42309,1,,,,1
921807,2025-00014497,1-Mar-25,13:05,Other,BROAD ST,SUMTER ST ,Hansel Ventura,570,1-Mar-25,"Two-Way , Not Divided",Wet,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,0,No Injury,,41.79769,-71.41405,,1,,,1
921932,2025-00015387,2-Mar-25,19:40,Pedestrian,ARMINGTON AVE,ACADEMY AVE ,Jason Clancy,999,5-Mar-25,"Two-Way , Not Divided",Dry,Dark - Unknown Lighting,Clear,Other,No,Unknown,3,0,No Injury,,41.82725,-71.44371,1,,,,1
921888,2025-00015163,4-Mar-25,4:48,Other,friendship ,PEARL ST ,Domenic Schiavulli,653,4-Mar-25,One-Way Trafficway,Dry,Dark - Lighted,Clear,Rear End(Front-to-Rear),No,No Controls,7,0,No Injury,,41.81335,-71.4177,,,,,4
921928,2025-00015350,4-Mar-25,18:16,Other,UNNAMED_38,DEAN ST ,Ryan Fernandes,125,4-Mar-25,Unknown,Dry,Dark - Lighted,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,3,0,Unknown,,41.82999,-71.42716,,,,,2
921929,2025-00015320,4-Mar-25,16:39,Pedestrian,BROAD ST,BROAD ST ,Raymond Criner,340,4-Mar-25,Unknown,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.81003,-71.42108,1,,,,1
921974,2025-00015646,5-Mar-25,21:45,Pedestrian,ONTARIO ST,NIAGARA ST ,Tyler Houlihan,617,6-Mar-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Unknown,Unknown,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Stop Signs,3,1,Complains Of Pain,,41.79989,-71.41934,1,,,,1
922056,2025-00016236,8-Mar-25,1:55,Other,SPRUCE ST,DE PASQUALE AVE ,Hector Viruet,614,9-Mar-25,One-Way Trafficway,Dry,Dark - Lighted,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,,41.8243,-71.42668,,,,,2
922107,2025-00016419,8-Mar-25,21:36,Other,ELMWOOD AVE,ELMWOOD AVE ,Ruben Morales,685,10-Mar-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",Traffic Control Signal,2,0,No Injury,,41.80713,-71.42487,,,,,2
922067,2025-00016523,9-Mar-25,9:02,Pedestrian,BROADWAY,KNIGHT ST ,Ptlm. Castagliuolo,351,9-Mar-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,2,Complains Of Pain,,41.8198,-71.42936,2,,,,1
922084,2025-00016586,9-Mar-25,15:34,Pedestrian,BAINBRIDGE AVE,BROADWAY ,Brendan O'Brien,667,9-Mar-25,Unknown,Other,Other,Clear,Rear End(Front-to-Rear),No,No Controls,6,1,Complains Of Pain,,41.81789,-71.43585,1,,,,3
922116,2025-00016852,10-Mar-25,16:23,Pedestrian,HARTFORD AVE,ETNA ST ,Raymond Criner,340,10-Mar-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,4,1,Complains Of Pain,,41.81735,-71.45075,1,,,,1
922144,2025-00017000,11-Mar-25,9:05,Pedestrian,POWER ST,BENEFIT ST ,Raleek Byfield,375,11-Mar-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.82282,-71.40391,1,,X,,1
922161,2025-00017198,11-Mar-25,20:31,Other,Broad st ,BROAD ST ,Tyler Calandra,418,11-Mar-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Head-On (Front - to - Front),No,No Controls,3,1,Complains Of Pain,,41.80113,-71.41812,,,,,2
922224,2025-00017571,13-Mar-25,11:00,Pedestrian,ELMWOOD AVE,CONGRESS AVE,Raleek Byfield,375,13-Mar-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,,41.7985,-71.42628,1,,,,1
922246,2025-00017709,13-Mar-25,19:35,Other,LONGFELLOW ST,ELMWOOD AVE ,Ruben Morales,685,13-Mar-25,"Two-Way , Not Divided",Dry,Dusk,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,,41.79082,-71.42212,,,,,2
922348,2025-00018119,14-Mar-25,13:25,Other,ANGELL ST,CONGDON ST ,Jason Clancy,999,17-Mar-25,One-Way Trafficway,Dry,Daylight,Clear,Other,No,Unknown,3,1,Non-Incapacitating,,41.82759,-71.40668,,1,,,1
922289,2025-00018230,15-Mar-25,17:37,Pedestrian,787 Admiral St. ,,Mark Roman,120,15-Mar-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,,,1,,,,1
922304,2025-00018427,16-Mar-25,12:33,Other,FRIENDSHIP ST,CLAVERICK ST ,Michael Baldassare,568,16-Mar-25,One-Way Trafficway,Unknown,Unknown,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,,41.81798,-71.4133,,,,,2
922355,2025-00018671,17-Mar-25,10:49,Pedestrian,MEETING ST,THAYER ST ,Ptlm. Castagliuolo,351,17-Mar-25,One-Way Trafficway,Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.82915,-71.40105,1,,,,1
922395,2025-00018769,17-Mar-25,16:00,Pedestrian,ELMGROVE AVE,SESSIONS ST ,Jason Clancy,999,18-Mar-25,"Two-Way , Not Divided",Wet,Daylight,Clear,Other,"Yes, M/V and Driver Left Scene",Unknown,2,1,Complains Of Pain,,41.84128,-71.39259,1,,,,1
922418,2025-00018969,17-Mar-25,14:30,Pedestrian,ATWELLS AVE,FALLS PL ,Jason Clancy,999,19-Mar-25,"Two-Way , Not Divided",Wet,Daylight,Cloudy,Unknown,No,Unknown,1,0,Unknown,,41.82352,-71.42581,1,,X,,1
922421,2025-00019028,18-Mar-25,15:20,Pedestrian,LAUREL HILL AVE,HARTFORD AVE ,Jason Clancy,999,19-Mar-25,Unknown,Dry,Daylight,Clear,Other,"Yes, M/V and Driver Left Scene",Unknown,1,1,Non-Incapacitating,,41.81792,-71.45533,1,,,,1
922424,2025-00019161,19-Mar-25,10:18,Pedestrian,3 RICOM WAY,,Raleek Byfield,375,19-Mar-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,,,1,,,,1
922442,2025-00019246,19-Mar-25,15:55,Pedestrian,DOUGLAS AVE,CHAD BROWN ST ,Raymond Criner,340,19-Mar-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,4,2,Complains Of Pain,,41.83966,-71.4262,1,,,,1
922462,2025-00019501,20-Mar-25,14:12,Pedestrian,VALLEY ST,WOLCOTT ST ,Raleek Byfield,375,20-Mar-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,0,No Injury,,41.829,-71.43331,1,,,,1
