CrashReportId,ReportNumber,CrashDate,CrashTime,Collision Type,StreetOrHighway,NearestIntersection,Officer,Badge,ReportDate,TypeOfRoadway,RoadSurfaceCondition,LightCondition,WeatherCondition,MannerofImpact,HitAndRun,TrafficControl,PersonCount,InjuryCount,MostSeriousInjury,NumberOfLanes,Latitude,Longitude,CountPedestrian,CountBicycle,Scooter,Wheel Chair,NumberofVehicles
924682,2025-00039612,28-May-25,16:58,Other,N MAIN ST,SMITH ST ,Tyler Calandra,418,28-May-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,3,1,Complains Of Pain,,41.83086,-71.4104,,1,,,1
924686,2025-00039686,28-May-25,20:35,Pedestrian,HAYWARD ST,LINDEN ST ,Lucas Ramalho,507,28-May-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Non-Incapacitating,,41.81237,-71.42165,1,,X,,1
924695,2025-00039725,28-May-25,23:07,Other,Bucklin ST / Hanover ST,Bucklin ST / Hanover ST,Lucas Oliveira,688,29-May-25,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Rear End(Front-to-Rear),No,Unknown,2,0,No Injury,,,,,,,,2
924713,2025-00039488,28-May-25,9:43,Other,PONAGANSETT AVE,BARDEN ST ,Ajay Subramaniam,569,29-May-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,,41.81869,-71.4587,,,,,2
924722,2025-00039921,29-May-25,15:55,Pedestrian,PLAINFIELD ST,EDNA ST ,Peyton Ginolfi,657,29-May-25,"Two-Way , Not Divided",Wet,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,1,Complains Of Pain,,41.81594,-71.44511,1,,,,1
924831,2025-00040445,30-May-25,16:45,Other,PINE ST,PECK ST ,Jason Clancy,999,2-Jun-25,One-Way Trafficway,Dry,Dark - Unknown Lighting,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",Unknown,2,0,Unknown,,41.8231,-71.40944,,,,,2
924785,2025-00040495,31-May-25,15:50,Pedestrian,CHALKSTONE AVE,DOUGLAS AVE ,Raymond Criner,340,31-May-25,One-Way Trafficway,Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,5,1,Complains Of Pain,,41.83631,-71.42024,1,,,,1
924792,2025-00040585,31-May-25,22:38,Pedestrian,BANCROFT ST,POCASSET AVE ,Erik Lane,109,1-Jun-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,2,1,Incapacitating,,41.81332,-71.44834,1,,,,1
924813,2025-00040740,1-Jun-25,13:22,Pedestrian,100 MANTON AVE,,Andrew Brodeur,158,1-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,,,1,,,,1
924861,2025-00040875,1-Jun-25,21:42,Other,SEARLE STREET,OXFORD ST ,Ruben Morales,685,2-Jun-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,,41.80305,-71.40747,,,,,2
924858,2025-00041193,2-Jun-25,21:07,Pedestrian,MEMORIAL BLVD,EXIT 22A  (RT ),Lane,109,2-Jun-25,"Two-Way, Divided, Positive Median Barrier",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,2,1,Complains Of Pain,,41.82578,-71.41522,1,,,,1
925319,2025-00041064,2-Jun-25,13:58,Bicycle,BROAD ST ,SERVICE ROAD 7 ,Gustavo Genao,135,19-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,0,No Injury,,41.81736,-71.41696,,1,,,1
924874,2025-00041360,3-Jun-25,14:49,Pedestrian,CANTON ST,ANDEM ST ,Atanael Lara,129,3-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,Stop Signs,2,0,No Injury,,41.8304,-71.44217,1,,,,1
924886,2025-00041588,4-Jun-25,8:53,Pedestrian,HOLLYWOOD RD,PARADE ST ,Ptlm. Castagliuolo,351,4-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,2,1,Complains Of Pain,,41.81577,-71.43307,1,,,,1
924893,2025-00041581,4-Jun-25,8:36,Pedestrian,Butler Dr,BLACKSTONE BLVD ,Michael Gammino,491,4-Jun-25,"Two-Way, Not Divided With a Continuous Left Turn Lane",Dry,Daylight,Clear,"Sidwswipe, Opposite Direction","Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,,41.84616,-71.38673,1,,,,1
924904,2025-00041658,4-Jun-25,13:22,Pedestrian,BRANCH AVE,OLMSTEAD WAY ,Ptlm. Castagliuolo,351,4-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Non-Incapacitating,,41.8539,-71.42974,1,,X,,1
924939,2025-00041982,5-Jun-25,13:11,Other,BROAD ST,JILLSON ST,Raleek Byfield,375,5-Jun-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Unknown,2,1,Non-Incapacitating,,41.79103,-71.40589,,1,,,1
924942,2025-00041966,5-Jun-25,12:38,Bicycle,TOCKWOTTON ST,S MAIN ST ,Atanael Lara,129,5-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,Stop Signs,3,1,Complains Of Pain,,41.81692,-71.4001,,1,,,1
924993,2025-00042075,5-Jun-25,18:36,Other,HOPE ST,KEENE ST ,Ruben Morales,685,6-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,,41.83229,-71.40039,,,,,2
924981,2025-00042273,6-Jun-25,10:38,Other,HOPE ST,10TH ST ,Gabrielle O'Loughlin,680,6-Jun-25,"Two-Way , Not Divided",Dry,Dawn,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,,41.85452,-71.39232,,,,,2
925030,2025-00042400,6-Jun-25,17:39,Other,GENERAL ST,PHEBE ST ,Ruben Morales,685,8-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),"Yes, M/V and Driver Left Scene",Stop Signs,2,0,Unknown,,41.85353,-71.44186,,,,,2
925286,2025-00046022,6-Jun-25,13:56,Pedestrian,MORRIS AVE,OLNEY ST ,Jason Clancy,999,18-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",Unknown,1,1,Complains Of Pain,,41.83593,-71.39803,1,,,,1
925098,2025-00043673,10-Jun-25,18:38,Pedestrian,Killingly St,KILLINGLY ST ,Tyler Calandra,418,10-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Rain,Other,No,No Controls,4,1,Complains Of Pain,,41.81408,-71.46186,1,,,,1
925118,2025-00043863,11-Jun-25,14:30,Pedestrian,BROADWAY,VALLEY ST ,Tyler Calandra,418,11-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.81683,-71.44101,1,,,,1
925123,2025-00043896,11-Jun-25,16:10,Pedestrian,EXCHANGE TERR,EXCHANGE ST ,Raymond Criner,340,11-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,5,1,Complains Of Pain,,41.82611,-71.4116,1,,,,1
925139,2025-00043908,11-Jun-25,14:30,Pedestrian,PINE ST,,Jason Clancy,999,12-Jun-25,Unknown,Dry,Daylight,Clear,Unknown,No,Unknown,2,0,Unknown,,,,1,,X,,1
925174,2025-00044141,11-Jun-25,17:50,Pedestrian,EAGLE ST,VALLEY ST ,Jason Clancy,999,13-Jun-25,Unknown,Dry,Daylight,Clear,Head-On (Front - to - Front),No,Unknown,4,1,Complains Of Pain,,41.82732,-71.43633,1,,X,,1
925149,2025-00044190,12-Jun-25,15:40,Pedestrian,WEYBOSSET ST,DORRANCE ST ,Raymond Criner,340,12-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Complains Of Pain,,41.82307,-71.41098,1,,,,1
925160,2025-00044378,13-Jun-25,2:43,Pedestrian,BROAD STREET ,HASKINS STREET ,Tyler Houlihan,617,13-Jun-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Not Lighted,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Non-Incapacitating,,41.81573,-71.4186,1,,,,1
925325,2025-00044899,14-Jun-25,19:56,Other,ELMWOOD AVE,EXIT ,Nicolas Lafazia,369,19-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,Unknown,1,0,No Injury,,41.78096,-71.41992,,,,,1
925220,2025-00045227,15-Jun-25,21:35,Pedestrian,VALLEY ST ,WOLCOTT ST ,Lucas Ramalho,507,16-Jun-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.8291,-71.43312,1,,,,1
925227,2025-00045323,15-Jun-25,23:54,Other,BROAD ST / BYFIELD ST,BROAD ST / BYFIELD ST,Lucas Oliveira,688,16-Jun-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,"Sidwswipe, Opposite Direction","Yes, M/V and Driver Left Scene",No Controls,4,0,No Injury,,,,,,,,2
925223,2025-00045334,16-Jun-25,0:30,Other,ACORN ST,SPRUCE ST ,Hector Viruet,614,16-Jun-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,,41.82423,-71.42797,,,,,2
925231,2025-00045406,16-Jun-25,9:51,Pedestrian,COLLEGE ST,MEMORIAL BLVD ,Ptlm. Castagliuolo,351,16-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Non-Incapacitating,,41.8254,-71.40852,1,,X,,1
925255,2025-00045650,16-Jun-25,22:30,Pedestrian,CRANSTON ST,HUNTINGTON AVE ,Lucas Ramalho,507,17-Jun-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,1,1,Complains Of Pain,,41.80376,-71.43922,1,,,,1
925268,2025-00045770,17-Jun-25,14:27,Other,Eaton Street,Malbone Street,Robert Raso,606,17-Jun-25,"Two-Way , Not Divided",Wet,Daylight,Rain,Angle (Front - to - Side) Right Angle (Includes Broadside),"Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,,,,,,,,2
925275,2025-00045926,18-Jun-25,4:58,Other,RUGGLES ST,CHALKSTONE AVE ,Matthew Lombardi,674,18-Jun-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Wet,Dawn,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,,41.83616,-71.42824,,,,,2
925276,2025-00045948,18-Jun-25,7:31,Other,POTTERS AVE,BROAD ST ,Raleek Byfield,375,18-Jun-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,"Fog, Smog, Smoke",Angle (Front - to - Side) Right Angle (Includes Broadside),No,Flashing Traffic Control Signal,2,1,Non-Incapacitating,,41.80299,-71.41885,,1,,,1
925362,2025-00046132,18-Jun-25,19:09,Other,EMPIRE ST,WASHINGTON ST ,Ruben Morales,685,20-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,,41.82171,-71.41631,,,,,2
925327,2025-00046361,19-Jun-25,14:42,Pedestrian,MEDWAY ST,WAYLAND AVE ,Raymond Criner,340,19-Jun-25,Unknown,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.82924,-71.38906,1,,,,1
925332,2025-00046426,19-Jun-25,18:22,Pedestrian,MESSER ST,KENWOOD ST ,Raymond Criner,340,19-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,,41.81002,-71.43465,1,,,,1
925346,2025-00046327,19-Jun-25,11:58,Other,BROADWAY,KNIGHT ST ,Brad McParlin,395,20-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,No Controls,2,1,Complains Of Pain,,41.8199,-71.42894,,1,,,1
925349,2025-00046597,20-Jun-25,7:04,Other,HARRIS AVE,ATWELLS AVE ,Ptlm. Castagliuolo,351,20-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,1,Complains Of Pain,,41.82446,-71.4355,,1,,,1
925363,2025-00046780,20-Jun-25,18:06,Bicycle,WESTMINSTER ST,HARKNESS ST ,Evan Alarcon,131,20-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.81628,-71.43396,,1,,,1
925384,2025-00046964,21-Jun-25,2:48,Pedestrian,SERVICE ROAD 7,SERVICE ROAD 7 ,Ptlm. Castagliuolo,351,21-Jun-25,One-Way Trafficway,Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,1,1,Incapacitating,,41.81966,-71.41982,1,,,,1
925422,2025-00047234,21-Jun-25,22:14,Other,CRANSTON ST,DODGE ST ,Michael Duffy,354,22-Jun-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,"Sideswipe, Same Direction",No,No Controls,2,0,No Injury,,41.81504,-71.42522,,,X,,1
925436,2025-00047467,21-Jun-25,20:00,Other,BROADWAY,GREENMAN LN ,Jason Clancy,999,23-Jun-25,Unknown,Dry,Dark - Unknown Lighting,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",Unknown,1,1,Complains Of Pain,,41.82232,-71.41867,,1,,,1
925394,2025-00047341,22-Jun-25,2:08,Pedestrian,HILLCREST AVE,FREEDOM RD ,Aidan Pendergast,651,22-Jun-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,3,1,Non-Incapacitating,,41.83152,-71.45897,1,,,,1
925489,2025-00048120,24-Jun-25,14:38,Other,North Main St,DOYLE AVE ,Tyler Calandra,418,24-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,No Controls,3,1,Complains Of Pain,,41.83817,-71.40927,,1,,,1
925543,2025-00048122,24-Jun-25,14:52,Other,Dean St,BOWDITCH PL ,Ruben Morales,685,26-Jun-25,Unknown,Dry,Daylight,Clear,Rear - to - Side,"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,,41.81996,-71.42136,,,,,2
925515,2025-00048433,25-Jun-25,15:53,Pedestrian,ASHBURTON ST,RANDALL ST ,Ptlm. Castagliuolo,351,25-Jun-25,One-Way Trafficway,Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Incapacitating,,41.83611,-71.41234,1,,,,1
925519,2025-00048492,25-Jun-25,19:06,Other,79 elmwood ave,,Tyler Cargill,619,25-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,4,0,No Injury,,,,,,,,2
925558,2025-00048446,25-Jun-25,16:20,Bicycle,ELMWOOD AVE,ELMWOOD AVE ,Kelsa Heron,133,27-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.8112,-71.42317,,1,,,1
925551,2025-00048935,27-Jun-25,8:52,Pedestrian,HOPE ST,CUSHING ST ,Ptlm. Castagliuolo,351,27-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,2,1,Complains Of Pain,,41.83019,-71.39872,1,,,,1
925560,2025-00049028,27-Jun-25,16:00,Pedestrian,FLOWER ST,WHELAN RD ,Tyler Calandra,418,27-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,2,Complains Of Pain,,41.81854,-71.45689,1,,,,1
925561,2025-00049049,27-Jun-25,17:04,Pedestrian,ADMIRAL ST ,HAWKINS ST ,Tyler Calandra,418,27-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.84593,-71.42843,1,,,,1
925569,2025-00049010,27-Jun-25,15:06,Other,WENDELL ST,SUPERIOR ST ,Elijah Perry,618,27-Jun-25,One-Way Trafficway,Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,3,0,No Injury,,41.81118,-71.43335,,,,,2
925571,2025-00049271,28-Jun-25,9:49,Bicycle,ROANOKE ST,ACADEMY AVE ,Jephte Wagnac,141,28-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sidwswipe, Opposite Direction",No,No Controls,4,0,No Injury,,41.83168,-71.44442,,1,,,1
925572,2025-00049292,28-Jun-25,11:48,Other,CHARLES ST,BRANCH AVE ,Raleek Byfield,375,28-Jun-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Cloudy,Angle (Front - to - Side) Opposite Direction,No,Traffic Control Signal,2,1,Complains Of Pain,,41.85026,-71.41998,,1,,,1
925575,2025-00049314,28-Jun-25,14:54,Other,Broad St ,WESLEYAN AVE ,Tyler Calandra,418,28-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.80771,-71.4204,,1,,,1
925585,2025-00049381,28-Jun-25,18:26,Bicycle,SMITH ST,GASPEE ST ,Ptlm. Castagliuolo,351,28-Jun-25,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Complains Of Pain,,41.83154,-71.41296,,1,,,1
925592,2025-00049518,28-Jun-25,23:43,Pedestrian,CRANSTON ST,BELLEVUE AVE ,Lucas Ramalho,507,29-Jun-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,,41.80901,-71.43396,1,,,,1
925595,2025-00049649,29-Jun-25,9:41,Pedestrian,BROADWAY,KNIGHT ST ,Raleek Byfield,375,29-Jun-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,3,1,Non-Incapacitating,,41.8198,-71.42933,1,,,,1
925648,2025-00050231,1-Jul-25,5:30,Other,BROAD ST,CAHIR ST ,Jason Clancy,999,1-Jul-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Unknown,No,Unknown,2,0,Unknown,,41.81693,-71.41792,,,,,1
925682,2025-00050568,2-Jul-25,10:18,Pedestrian,BROAD ST,SERVICE ROAD 7 ,Ptlm. Castagliuolo,351,2-Jul-25,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Incapacitating,,41.81736,-71.41696,1,,,,1
925726,2025-00051000,3-Jul-25,18:03,Pedestrian,CHARLES ST,SILVER SPRING ST ,John Benros,481,3-Jul-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,Traffic Control Signal,3,0,No Injury,,41.84481,-71.4187,1,,,,1
925740,2025-00051255,4-Jul-25,11:58,Other,SILVER LAKE AVE,FARMINGTON AVE ,Jephte Wagnac,141,4-Jul-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Opposite Direction,"Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,,41.80653,-71.46279,,,,,2
925746,2025-00051429,4-Jul-25,20:53,Bicycle,HUNTINGTON AVE,CRANSTON ST ,Lucas Ramalho,507,4-Jul-25,"Two-Way, Divided, Positive Median Barrier",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,8,1,Complains Of Pain,,41.80372,-71.43924,,1,,,1
925906,2025-00051285,4-Jul-25,13:33,Pedestrian,CHALKSTONE AVE,ACADEMY AVE ,Raleek Byfield,375,10-Jul-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,0,No Injury,,41.83245,-71.44458,1,,,,1
925765,2025-00051787,5-Jul-25,17:25,Other,HAWTHORNE AVE,HAWTHORNE AVE ,Cory Nicholls,609,5-Jul-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.79276,-71.40809,,1,,,1
925766,2025-00051846,5-Jul-25,21:27,Bicycle,BROAD ST,BROAD ST ,Lane,109,5-Jul-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.79217,-71.40717,,1,,,1
925770,2025-00051713,5-Jul-25,12:45,Pedestrian,BUTTON HOLE DR,GLENBRIDGE AVE ,Stephen Noti,119,6-Jul-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.82307,-71.46046,1,,X,,1
925824,2025-00052520,7-Jul-25,19:29,Other,ELMWOOD AVE,EXIT ,Nicolas Lafazia,369,7-Jul-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",No Controls,4,1,Complains Of Pain,,41.78263,-71.41919,,,,,3
926328,2025-00057735,8-Jul-25,10:44,Pedestrian,WILSON ST,FULLER ST ,Jason Clancy,999,25-Jul-25,Unknown,Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",Unknown,1,0,Unknown,,41.81129,-71.42405,1,,,,1
925883,2025-00052992,9-Jul-25,11:59,Other,355 PRAIRIE AVE,REYNOLDS AVE ,Hansel Ventura,570,9-Jul-25,Unknown,Dry,Daylight,Cloudy,"Sidwswipe, Opposite Direction","Yes, Driver Left Scene",No Controls,3,0,Unknown,,41.80446,-71.41435,,,,,2
925922,2025-00053231,10-Jul-25,10:38,Pedestrian,WEYBOSSET ST,PECK ST ,Michael Baldassare,568,10-Jul-25,One-Way Trafficway,Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Non-Incapacitating,,41.82357,-71.41028,1,,,,1
925932,2025-00053412,10-Jul-25,22:07,Pedestrian,VIOLA ST,DORCHESTER AVE ,Ralph Abenante,511,10-Jul-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.81268,-71.45223,1,,,,1
925935,2025-00053354,10-Jul-25,19:04,Bicycle,JEWETT ST,CALVERLY ST ,Lucas Ramalho,507,10-Jul-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,5,1,Complains Of Pain,,41.83261,-71.42097,,1,,,1
925964,2025-00053694,11-Jul-25,21:13,Pedestrian,CHALKSTONE AVE,ROSEBANK AVE ,Lane,109,11-Jul-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.83387,-71.43316,1,,,,1
925965,2025-00053700,11-Jul-25,21:22,Bicycle,N MAIN ST,1ST ST ,Ralph Abenante,511,11-Jul-25,"Two-Way, Divided, Positive Median Barrier",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,2,1,Non-Incapacitating,,41.84997,-71.40303,,1,,,1
926031,2025-00053618,11-Jul-25,10:30,Other,MANTON AVE,,Jason Clancy,999,14-Jul-25,Unknown,Dry,Daylight,Clear,Unknown,No,No Controls,3,0,Unknown,,,,,,,,2
926004,2025-00054259,13-Jul-25,10:47,Pedestrian,CHARLES ST,SILVER SPRING ST ,Hector Viruet,614,13-Jul-25,Unknown,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,,41.84481,-71.4187,1,,,,1
926021,2025-00054190,13-Jul-25,2:31,Other,E FRANKLIN ST/POINT ST,HOPPIN ST ,Gabrielle O'Loughlin,680,13-Jul-25,One-Way Trafficway,Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Same Direction,"Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,,41.81517,-71.4115,,,,,2
926023,2025-00054445,13-Jul-25,22:41,Other,PARK ST,BROWNELL ST ,Erik Lane,109,14-Jul-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Non-Incapacitating,,41.83023,-71.41735,,1,X,,1
926024,2025-00054200,13-Jul-25,3:03,Other,S MAIN ST,410 S MAIN ST,Gabrielle O'Loughlin,680,14-Jul-25,One-Way Trafficway,Dry,Dark - Lighted,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,5,0,No Injury,,41.8194,-71.40168,,,,,2
926058,2025-00054888,13-Jul-25,3:05,Pedestrian,PINE ST,,Jason Clancy,999,15-Jul-25,Unknown,Dry,Dark - Unknown Lighting,Clear,Head-On (Front - to - Front),"Yes, M/V and Driver Left Scene",Unknown,1,0,Unknown,,,,1,,,,1
926046,2025-00054685,14-Jul-25,17:17,Pedestrian,WATERMAN ST,THAYER ST ,Ptlm. Castagliuolo,351,14-Jul-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,1,Complains Of Pain,,41.82728,-71.40054,1,,,,1
926077,2025-00055165,14-Jul-25,14:35,Other,PROVIDENCE PL,,Jason Clancy,999,16-Jul-25,Unknown,Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",Unknown,2,0,Unknown,,,,,,,,2
