row_number	crash_date	crash_report_id	crash_time	collision_type	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	has_st_number	is_intersection_null	address_sent_to_geocoder	is_address_blank	lon_api_first_try	lat_api_first_try	type	loctype	address_returned_by_geocoder	address_returned_by_autocomplete	place_ids_autocompleted	lat_api_second_try	lon_api_second_try	lat_api_best	lon_api_best	distance_btwn_coords_meters
69	2025-03-04	921929	16:39:00	Pedestrian	BROAD ST	BROAD ST	2025-03-04	Unknown	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.81003	-71.42108	1	NA	FALSE	FALSE	1	FALSE	FALSE	Broad Street and Broad Street, Providence, RI, USA	FALSE	-71.4174197	41.8004646	route	geometric_center	broad st, providence, ri, usa	NA	NA	NA	NA	41.8004646	-71.4174197	1107.286389989498
70	2025-03-05	921974	21:45:00	Pedestrian	ONTARIO ST	NIAGARA ST	2025-03-06	Two-Way, Divided, Unprotected (painted>4feet) Medium	Unknown	Unknown	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Stop Signs	3	1	Complains Of Pain	NA	41.79989	-71.41934	1	NA	FALSE	FALSE	1	FALSE	FALSE	Ontario Street and Niagara Street, Providence, RI, USA	FALSE	-71.4193425	41.7999015	intersection	geometric_center	ontario st & niagara st, providence, ri 02907, usa	NA	NA	NA	NA	41.7999015	-71.4193425	1.2968761370024897
73	2025-03-09	922067	09:02:00	Pedestrian	BROADWAY	KNIGHT ST	2025-03-09	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	2	Complains Of Pain	NA	41.8198	-71.42936	2	NA	FALSE	FALSE	1	FALSE	FALSE	Broadway and Knight Street, Providence, RI, USA	FALSE	-71.4293361	41.8198215	intersection	geometric_center	knight st & broadway, providence, ri 02909, usa	NA	NA	NA	NA	41.8198215	-71.4293361	3.1079771957168623
74	2025-03-09	922084	15:34:00	Pedestrian	BAINBRIDGE AVE	BROADWAY	2025-03-09	Unknown	Other	Other	Clear	Rear End(Front-to-Rear)	No	No Controls	6	1	Complains Of Pain	NA	41.81789	-71.43585	1	NA	FALSE	FALSE	3	FALSE	FALSE	Bainbridge Ave and Broadway, Providence, RI, USA	FALSE	-71.4359317	41.8182806	intersection	geometric_center	bainbridge ave & broadway, providence, ri 02909, usa	NA	NA	NA	NA	41.8182806	-71.4359317	44.006515594879055
75	2025-03-10	922116	16:23:00	Pedestrian	HARTFORD AVE	ETNA ST	2025-03-10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	4	1	Complains Of Pain	NA	41.81735	-71.45075	1	NA	FALSE	FALSE	1	FALSE	FALSE	Hartford Ave and Etna Street, Providence, RI, USA	FALSE	-71.4506992	41.8173612	intersection	geometric_center	etna st & hartford ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8173612	-71.4506992	4.395095561000104
76	2025-03-11	922144	09:05:00	Pedestrian	POWER ST	BENEFIT ST	2025-03-11	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.82282	-71.40391	1	NA	TRUE	FALSE	1	FALSE	FALSE	Power Street and Benefit Street, Providence, RI, USA	FALSE	-71.40389499999999	41.8228454	intersection	geometric_center	benefit st & power st, providence, ri 02906, usa	NA	NA	NA	NA	41.8228454	-71.40389499999999	3.0892134401874776
78	2025-03-13	922224	11:00:00	Pedestrian	ELMWOOD AVE	CONGRESS AVE	2025-03-13	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.7985	-71.42628	1	NA	FALSE	FALSE	1	FALSE	FALSE	Elmwood Ave and Congress Ave, Providence, RI, USA	FALSE	-71.4263227	41.7984861	intersection	geometric_center	congress ave & elmwood ave, providence, ri 02907, usa	NA	NA	NA	NA	41.7984861	-71.4263227	3.8666865594597746
80	2025-03-14	922348	13:25:00	Bicycle	ANGELL ST	CONGDON ST	2025-03-17	One-Way Trafficway	Dry	Daylight	Clear	Other	No	Unknown	3	1	Non-Incapacitating	NA	41.82759	-71.40668	NA	1	FALSE	FALSE	1	FALSE	FALSE	Angell Street and Congdon Street, Providence, RI, USA	FALSE	-71.4066587	41.8276009	intersection	geometric_center	congdon st & angell st, providence, ri 02906, usa	NA	NA	NA	NA	41.8276009	-71.4066587	2.1433671355214416
81	2025-03-15	922289	17:37:00	Pedestrian	787 Admiral St.	NA	2025-03-15	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	NA	NA	1	NA	FALSE	FALSE	1	TRUE	TRUE	787 Admiral St., Providence, RI, USA	FALSE	-71.44268389999999	41.8508558	premise	rooftop	787 admiral st, providence, ri 02908, usa	NA	NA	NA	NA	41.8508558	-71.44268389999999	NA
83	2025-03-17	922355	10:49:00	Pedestrian	MEETING ST	THAYER ST	2025-03-17	One-Way Trafficway	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.82915	-71.40105	1	NA	FALSE	FALSE	1	FALSE	FALSE	Meeting Street and Thayer Street, Providence, RI, USA	FALSE	-71.40078439999999	41.8291625	intersection	geometric_center	thayer st & meeting st, providence, ri 02906, usa	NA	NA	NA	NA	41.8291625	-71.40078439999999	22.074952720387913
84	2025-03-17	922395	16:00:00	Pedestrian	ELMGROVE AVE	SESSIONS ST	2025-03-18	Two-Way , Not Divided	Wet	Daylight	Clear	Other	Yes, M/V and Driver Left Scene	Unknown	2	1	Complains Of Pain	NA	41.84128	-71.39259	1	NA	FALSE	FALSE	1	FALSE	FALSE	Elmgrove Ave and Sessions Street, Providence, RI, USA	FALSE	-71.3925642	41.8413192	intersection	geometric_center	sessions st & elmgrove ave, providence, ri 02906, usa	NA	NA	NA	NA	41.8413192	-71.3925642	4.860064448918125
85	2025-03-17	922418	14:30:00	Pedestrian	ATWELLS AVE	FALLS PL	2025-03-19	Two-Way , Not Divided	Wet	Daylight	Cloudy	Unknown	No	Unknown	1	0	Unknown	NA	41.82352	-71.42581	1	NA	TRUE	FALSE	1	FALSE	FALSE	Atwells Ave and Falls Pl, Providence, RI, USA	FALSE	-71.42578639999999	41.8235263	intersection	geometric_center	atwells ave & falls pl, providence, ri 02903, usa	NA	NA	NA	NA	41.8235263	-71.42578639999999	2.0795738828980848
86	2025-03-18	922421	15:20:00	Pedestrian	LAUREL HILL AVE	HARTFORD AVE	2025-03-19	Unknown	Dry	Daylight	Clear	Other	Yes, M/V and Driver Left Scene	Unknown	1	1	Non-Incapacitating	NA	41.81792	-71.45533	1	NA	FALSE	FALSE	1	FALSE	FALSE	Laurel Hill Ave and Hartford Ave, Providence, RI, USA	FALSE	-71.4553147	41.8179563	intersection	geometric_center	laurel hill ave & hartford ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8179563	-71.4553147	4.235569917832896
87	2025-03-19	922424	10:18:00	Pedestrian	3 RICOM WAY	NA	2025-03-19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	NA	NA	1	NA	FALSE	FALSE	1	TRUE	TRUE	3 Ricom Way, Providence, RI, USA	FALSE	-71.4420505	41.8110116	street_address	rooftop	3 ricom way, providence, ri 02909, usa	NA	NA	NA	NA	41.8110116	-71.4420505	NA
88	2025-03-19	922442	15:55:00	Pedestrian	DOUGLAS AVE	CHAD BROWN ST	2025-03-19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	4	2	Complains Of Pain	NA	41.83966	-71.4262	1	NA	FALSE	FALSE	1	FALSE	FALSE	Douglas Ave and Chad Brown Street, Providence, RI, USA	FALSE	-71.4258274	41.8392697	intersection	geometric_center	chad brown st & douglas ave, providence, ri 02908, usa	NA	NA	NA	NA	41.8392697	-71.4258274	53.316352620588816
89	2025-03-20	922462	14:12:00	Pedestrian	VALLEY ST	WOLCOTT ST	2025-03-20	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	0	No Injury	NA	41.829	-71.43331	1	NA	FALSE	FALSE	1	FALSE	FALSE	Valley Street and Wolcott Street, Providence, RI, USA	FALSE	-71.43333059999999	41.8290223	intersection	geometric_center	valley st & wolcott st, providence, ri 02908, usa	NA	NA	NA	NA	41.8290223	-71.43333059999999	3.0136715809135963
91	2025-03-21	922496	14:33:00	Pedestrian	BRANCH AVE	DRYDEN LN	2025-03-21	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Pavement Markings	5	1	Complains Of Pain	NA	41.84308	-71.40852	1	NA	FALSE	FALSE	1	FALSE	FALSE	Branch Ave and Dryden Ln, Providence, RI, USA	FALSE	-71.4084836	41.8429827	intersection	geometric_center	branch ave & dryden ln, providence, ri 02904, usa	NA	NA	NA	NA	41.8429827	-71.4084836	11.244165130824388
92	2025-03-22	922514	11:01:00	Pedestrian	997 BRANCH AVE	NA	2025-03-22	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	2	Complains Of Pain	NA	NA	NA	1	NA	FALSE	FALSE	1	TRUE	TRUE	997 Branch Ave, Providence, RI, USA	FALSE	-71.4390896	41.8555383	premise	rooftop	997 branch ave, providence, ri 02904, usa	NA	NA	NA	NA	41.8555383	-71.4390896	NA
93	2025-03-23	922552	13:27:00	Bicycle	ANGELL ST	ARLINGTON AVE	2025-03-23	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	2	1	Non-Incapacitating	NA	41.82937	-71.39217	NA	1	FALSE	FALSE	1	FALSE	FALSE	Angell Street and Arlington Ave, Providence, RI, USA	FALSE	-71.3921478	41.8293827	intersection	geometric_center	arlington ave & angell st, providence, ri 02906, usa	NA	NA	NA	NA	41.8293827	-71.3921478	2.3215573676525043
94	2025-03-23	922568	17:37:00	Pedestrian	smith st	GENTIAN AVE	2025-03-23	Two-Way , Not Divided	Dry	Daylight	Clear	Other	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.84602	-71.45171	1	NA	FALSE	FALSE	1	FALSE	FALSE	Smith Street and Gentian Ave, Providence, RI, USA	FALSE	-71.4516932	41.8460106	intersection	geometric_center	smith st & gentian ave, providence, ri 02908, usa	NA	NA	NA	NA	41.8460106	-71.4516932	1.742373069207662
98	2025-03-27	922690	15:06:00	Bicycle	MITCHELL ST	NIAGARA ST	2025-03-27	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Complains Of Pain	NA	41.80165	-71.41844	NA	1	FALSE	FALSE	1	FALSE	FALSE	Mitchell Street and Niagara Street, Providence, RI, USA	FALSE	-71.42003389999999	41.8011804	intersection	geometric_center	niagara st & mitchell st, providence, ri 02907, usa	NA	NA	NA	NA	41.8011804	-71.42003389999999	142.22409109013842
99	2025-03-31	922796	19:58:00	Bicycle	BUCKLIN ST	RUTLAND ST	2025-03-31	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Angle (Front - to - Side) Opposite Direction	No	Stop Signs	4	1	Non-Incapacitating	NA	41.79856	-71.42759	NA	1	FALSE	FALSE	1	FALSE	FALSE	Bucklin Street and Rutland Street, Providence, RI, USA	FALSE	-71.42757879999999	41.7985973	intersection	geometric_center	bucklin st & rutland st, providence, ri 02907, usa	NA	NA	NA	NA	41.7985973	-71.42757879999999	4.254974645520684
100	2025-04-01	922822	15:12:00	Pedestrian	BRANCH AVE	OPPER ST	2025-04-01	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.85173	-71.42337	1	NA	FALSE	FALSE	1	FALSE	FALSE	Branch Ave and Opper Street, Providence, RI, USA	FALSE	-71.4233812	41.8517643	intersection	geometric_center	opper st & branch ave, providence, ri 02904, usa	NA	NA	NA	NA	41.8517643	-71.4233812	3.929576027940749
101	2025-04-04	923005	16:20:00	Bicycle	ELMWOOD AVE	ELMWOOD AVE	2025-04-07	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Same Direction	No	Unknown	12	0	Unknown	NA	41.80999	-71.42398	NA	1	FALSE	FALSE	1	FALSE	FALSE	Elmwood Ave and Elmwood Ave, Providence, RI, USA	FALSE	-71.4207394	41.7787537	route	geometric_center	elmwood ave, rhode island, usa	NA	NA	NA	NA	41.7787537	-71.4207394	3487.5945239260095
102	2025-04-04	923971	15:16:00	Pedestrian	ADELAIDE AVE/ ELMWOOD AVE	ADELAIDE AVE	2025-05-05	Two-Way , Not Divided	Dry	Daylight	Clear	Other	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.79586	-71.4251	1	NA	TRUE	FALSE	1	FALSE	FALSE	Adelaide Ave/ Elmwood Ave and Adelaide Ave, Providence, RI, USA	FALSE	-71.4249889	41.79590779999999	intersection	geometric_center	adelaide ave & elmwood ave, providence, ri 02907, usa	NA	NA	NA	NA	41.79590779999999	-71.4249889	10.645582730840392
104	2025-04-05	922960	17:05:00	Pedestrian	RESERVOIR AVE	ADELAIDE AVE	2025-04-05	Two-Way , Not Divided	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Non-Incapacitating	NA	41.79553	-71.42623	1	NA	FALSE	FALSE	1	FALSE	FALSE	Reservoir Ave and Adelaide Ave, Providence, RI, USA	FALSE	-71.42615359999999	41.7955483	intersection	geometric_center	reservoir ave & adelaide ave, providence, ri 02907, usa	NA	NA	NA	NA	41.7955483	-71.42615359999999	6.65979165379416
105	2025-04-06	923015	12:00:00	Pedestrian	FRANCIS ST	AMERICAN EXPRESS PLZ	2025-04-07	Two-Way , Not Divided	Wet	Daylight	Cloudy	Unknown	No	Unknown	3	0	No Injury	NA	41.8272	-71.41544	1	NA	FALSE	FALSE	1	FALSE	FALSE	Francis Street and American Express Plz, Providence, RI, USA	FALSE	-71.4127462	41.8244836	locality	approximate	providence, ri, usa	NA	NA	NA	NA	41.8244836	-71.4127462	375.99459359228956
106	2025-04-07	923024	20:29:00	Pedestrian	ANGELL ST	BROOK ST	2025-04-07	Two-Way , Not Divided	Wet	Dark - Not Lighted	Rain	Other	No	Traffic Control Signal	4	1	Complains Of Pain	NA	41.82821	-71.39947	1	NA	FALSE	FALSE	1	FALSE	FALSE	Angell Street and Brook Street, Providence, RI, USA	FALSE	-71.3994652	41.82822789999999	intersection	geometric_center	brook st & angell st, providence, ri 02906, usa	NA	NA	NA	NA	41.82822789999999	-71.3994652	2.032008690257442
108	2025-04-09	923320	18:00:00	Pedestrian	BRANCH AVE	W RIVER ST	2025-04-16	Two-Way , Not Divided	Dry	Dark - Unknown Lighting	Clear	Unknown	Yes, M/V and Driver Left Scene	Unknown	1	1	Complains Of Pain	NA	41.84686	-71.41262	1	NA	FALSE	FALSE	1	FALSE	FALSE	Branch Ave and W River Street, Providence, RI, USA	FALSE	-71.41266139999999	41.8469059	intersection	geometric_center	w river st & branch ave, providence, ri 02904, usa	NA	NA	NA	NA	41.8469059	-71.41266139999999	6.1557995412644635
109	2025-04-10	923100	08:02:00	Pedestrian	TERRACE AVE	PROGRESS AVE	2025-04-10	Two-Way, Not Divided With a Continuous Left Turn Lane	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Other	3	1	Complains Of Pain	NA	41.80789	-71.45168	1	NA	FALSE	FALSE	1	FALSE	FALSE	Terrace Ave and Progress Ave, Providence, RI, USA	FALSE	-71.4516489	41.8078966	intersection	geometric_center	terrace ave & progress ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8078966	-71.4516489	2.683098829941433
110	2025-04-10	923114	14:23:00	Bicycle	BRANCH AVE	WILD ST	2025-04-10	Two-Way , Not Divided	Dry	Daylight	Clear	Other	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.85505	-71.43792	NA	1	FALSE	FALSE	1	FALSE	FALSE	Branch Ave and Wild Street, Providence, RI, USA	FALSE	-71.43772969999999	41.85504530000001	intersection	geometric_center	wild st & branch ave, providence, ri 02904, usa	NA	NA	NA	NA	41.85504530000001	-71.43772969999999	15.787336288526422
111	2025-04-10	923135	12:50:00	Pedestrian	EDDY ST	NA	2025-04-11	Unknown	Dry	Daylight	Clear	Other	No	Unknown	2	0	Unknown	NA	NA	NA	1	NA	FALSE	FALSE	1	FALSE	TRUE	Eddy Street, Providence, RI, USA	FALSE	-71.4072241	41.8059525	route	geometric_center	eddy st, providence, ri, usa	NA	NA	NA	NA	41.8059525	-71.4072241	NA
114	2025-04-14	923242	07:42:00	Bicycle	PLAINFIELD ST	RT 6 EXIT	2025-04-14	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.81478	-71.44659	NA	1	FALSE	FALSE	1	FALSE	FALSE	Plainfield Street and Rt 6 Exit, Providence, RI, USA	FALSE	-71.4438318	41.8165432	street_address	range_interpolated	6 plainfield st, providence, ri 02909, usa	NA	NA	NA	NA	41.8165432	-71.4438318	301.481677548274
115	2025-04-14	923262	14:58:00	Pedestrian	CHALKSTONE AVE	OAKLAND AVE	2025-04-14	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	4	1	Complains Of Pain	NA	41.83419	-71.43024	1	NA	FALSE	FALSE	1	FALSE	FALSE	Chalkstone Ave and Oakland Ave, Providence, RI, USA	FALSE	-71.4302373	41.8342121	intersection	geometric_center	oakland ave & chalkstone ave, providence, ri 02908, usa	NA	NA	NA	NA	41.8342121	-71.4302373	2.4703322019598244
117	2025-04-15	923283	14:32:00	Pedestrian	EDDY ST	TORONTO AVE	2025-04-15	Two-Way , Not Divided	Wet	Daylight	Cloudy	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	3	1	Complains Of Pain	2	41.79152	-71.40348	1	NA	TRUE	FALSE	1	FALSE	FALSE	Eddy Street and Toronto Ave, Providence, RI, USA	FALSE	-71.4034981	41.79155009999999	intersection	geometric_center	toronto ave & eddy st, providence, ri 02905, usa	NA	NA	NA	NA	41.79155009999999	-71.4034981	3.672062461049953
118	2025-04-15	923293	17:48:00	Bicycle	GLENBRIDGE AVE	MATTIE ST	2025-04-15	Two-Way , Not Divided	Dry	Daylight	Cloudy	Angle (Front - to - Side) Right Angle (Includes Broadside)	Yes, M/V and Driver Left Scene	No Controls	2	0	Unknown	NA	41.8216	-71.4608	NA	NA	FALSE	FALSE	2	FALSE	FALSE	Glenbridge Ave and Mattie Street, Providence, RI, USA	FALSE	-71.46079019999999	41.8216167	intersection	geometric_center	glenbridge ave & mattie st, providence, ri 02909, usa	NA	NA	NA	NA	41.8216167	-71.46079019999999	2.029030171094331
119	2025-04-15	923332	13:43:00	Pedestrian	AMSTERDAM ST	HANNAH ST	2025-04-17	Two-Way , Not Divided	Dry	Daylight	Clear	Sideswipe, Same Direction	Yes, M/V and Driver Left Scene	Unknown	4	1	Complains Of Pain	NA	41.82437	-71.44874	1	NA	FALSE	FALSE	1	FALSE	FALSE	Amsterdam Street and Hannah Street, Providence, RI, USA	FALSE	-71.44869589999999	41.8243872	intersection	geometric_center	amsterdam st & hannah st, providence, ri 02909, usa	NA	NA	NA	NA	41.8243872	-71.44869589999999	4.129061216806483
120	2025-04-16	923309	10:20:00	Pedestrian	SMITH STREET	ACADEMY AVENUE	2025-04-16	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.82269	-71.46671	1	NA	FALSE	FALSE	1	FALSE	FALSE	Smith Street and Academy Avenue, Providence, RI, USA	FALSE	-71.4451576	41.842608	intersection	geometric_center	academy ave & smith st, providence, ri 02908, usa	NA	NA	NA	NA	41.842608	-71.4451576	2848.138311935938
121	2025-04-18	923362	18:09:00	Pedestrian	ATWELLS AVE	NEWTON ST	2025-04-18	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	5	1	Complains Of Pain	NA	41.82327	-71.42229	1	NA	FALSE	FALSE	1	FALSE	FALSE	Atwells Ave and Newton Street, Providence, RI, USA	FALSE	-71.4222281	41.8232805	intersection	geometric_center	newton st & atwells ave, providence, ri 02903, usa	NA	NA	NA	NA	41.8232805	-71.4222281	5.266318930255115
122	2025-04-19	923384	13:30:00	Pedestrian	N MAIN ST	DOYLE AVE	2025-04-19	Two-Way, Divided, Positive Median Barrier	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	6	1	Complains Of Pain	NA	41.8385	-71.4092	1	NA	FALSE	FALSE	2	FALSE	FALSE	N Main Street and Doyle Ave, Providence, RI, USA	FALSE	-71.4092347	41.8383506	intersection	geometric_center	n main st & doyle ave, providence, ri 02906, usa	NA	NA	NA	NA	41.8383506	-71.4092347	16.878293265889592
124	2025-04-19	923396	17:47:00	Bicycle	VALLEY ST	DEAN ST	2025-04-19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	5	0	No Injury	NA	41.83139	-71.42848	NA	1	FALSE	FALSE	1	FALSE	FALSE	Valley Street and Dean Street, Providence, RI, USA	FALSE	-71.4242087	41.8234242	route	geometric_center	dean st, providence, ri, usa	NA	NA	NA	NA	41.8234242	-71.4242087	954.9117914515923
125	2025-04-20	923426	14:54:00	Pedestrian	W FOUNTAIN ST	DEAN ST	2025-04-20	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.81943	-71.42098	1	NA	FALSE	FALSE	1	FALSE	FALSE	W Fountain Street and Dean Street, Providence, RI, USA	FALSE	-71.42092319999999	41.8194003	intersection	geometric_center	dean st & w fountain st, providence, ri 02903, usa	NA	NA	NA	NA	41.8194003	-71.42092319999999	5.756343999049745
126	2025-04-20	923432	17:21:00	Bicycle	PROVIDENCE ST	LOCKWOOD ST	2025-04-20	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	3	1	Complains Of Pain	NA	41.81294	-71.41599	NA	1	FALSE	FALSE	1	FALSE	FALSE	Providence Street and Lockwood Street, Providence, RI, USA	FALSE	-71.4160028	41.8129677	intersection	geometric_center	lockwood st & providence st, providence, ri 02903, usa	NA	NA	NA	NA	41.8129677	-71.4160028	3.2613090996259686
127	2025-04-20	923442	20:39:00	Pedestrian	CHALKSTONE AVE	BERLIN ST	2025-04-20	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Pavement Markings	1	1	Complains Of Pain	NA	41.83229	-71.44199	1	NA	FALSE	FALSE	1	FALSE	FALSE	Chalkstone Ave and Berlin Street, Providence, RI, USA	FALSE	-71.4417316	41.8323032	intersection	geometric_center	berlin st & chalkstone ave, providence, ri 02908, usa	NA	NA	NA	NA	41.8323032	-71.4417316	21.483085990875157
