row_number	crash_date	crash_report_id	crash_time	collision_type	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	has_st_number	is_intersection_null	address_sent_to_geocoder	is_address_blank	lon_api_first_try	lat_api_first_try	type	loctype	address_returned_by_geocoder	address_returned_by_autocomplete	place_ids_autocompleted	lat_api_second_try	lon_api_second_try	lat_api_best	lon_api_best	api_coord_conf	distance_btwn_coords_meters	best_coordinate_set	correct_coordinates	corrected_lat	corrected_lon	manually_qaed_record	street_intersects_self	best_coordinate_set_expanded	final_lat	final_lon
3777	2010-01-12	23573	17:35:00	Pedestrian	1	NA	FALSE	FALSE	1	850 manton ave	CHALKSTONE AVE	1/12/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Angle - Direction Not Specified	No	No Controls	3	1	Incapacitating	NA	41.83392	-71.4671	TRUE	FALSE	850 Manton Ave, Providence, RI, USA	FALSE	-71.4659043	41.8329814	premise	rooftop	850 manton ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8329814	-71.4659043	High	144.057621	Raw	NA	NA	NA	TRUE	FALSE	Raw	41.83392	-71.4671
3776	2010-01-14	23675	7:51:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	ATLANTIC AVE	1/14/10	Two-Way , Not Divided	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	No Controls	2	1	Complains Of Pain	2	41.79951	-71.41629	FALSE	FALSE	Broad Street and Atlantic Ave, Providence, RI, USA	FALSE	-71.4210202	41.7978959	route	geometric_center	atlantic ave, providence, ri 02907, usa	Broad Street & Atlantic Ave, Providence, RI, USA	EjBCcm9hZCBTdHJlZXQgJiBBdGxhbnRpYyBBdmUsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgmTFY5EiE_kiRG4BujsiS_MMRIUChIJkxWORIhP5IkRuAbo7IkvzDEaFAoSCYPefdWMT-SJESyiypOYSwijGhQKEglX8dGJhk_kiREiJZn_Y5y2CCIKDRwV6hgVG8Nu1Q	41.7994012	-71.4161381	41.7994012	-71.4161381	Med	17.48122175	NA	NA	NA	NA	FALSE	FALSE	Raw	41.79951	-71.41629
3774	2010-01-16	23859	10:25:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	BROAD ST	1/17/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	2	41.81379	-71.42152	FALSE	FALSE	Broad Street and Broad Street, Providence, RI, USA	FALSE	-71.4101636	41.7945838	route	geometric_center	broad st, providence, ri, usa	NA	NA	NA	NA	41.7945838	-71.4101636	Med	2336.491402	Unknown	NA	NA	NA	TRUE	TRUE	Raw	41.81379	-71.42152
3775	2010-01-16	23903	14:49:00	Pedestrian	1	NA	FALSE	FALSE	1	PARK ST	SMITH ST	1/18/10	Two-Way , Not Divided	Dry	Daylight	Clear	Other	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	1	Complains Of Pain	NA	41.83189	-71.41688	FALSE	FALSE	Park Street and Smith Street, Providence, RI, USA	FALSE	-71.4168712	41.8319005	intersection	geometric_center	park st & smith st, providence, ri 02903, usa	NA	NA	NA	NA	41.8319005	-71.4168712	Med High	1.378040131	NA	NA	NA	NA	FALSE	FALSE	Raw	41.83189	-71.41688
3773	2010-01-17	23879	19:08:00	Pedestrian	1	NA	FALSE	FALSE	1	Elmwood Avenue	Roger Williams Avenue	1/17/10	Two-Way, Divided, Positive Median Barrier	Wet	Dark - Unknown Lighting	Rain	Unknown	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	1	Complains Of Pain	NA	41.78899	-71.42128	FALSE	FALSE	Elmwood Avenue and Roger Williams Avenue, Providence, RI, USA	FALSE	-71.4209033	41.7885278	intersection	geometric_center	roger williams ave & elmwood ave, providence, ri 02907, usa	NA	NA	NA	NA	41.7885278	-71.4209033	Med High	60.20695217	NA	NA	NA	NA	FALSE	FALSE	Raw	41.78899	-71.42128
3769	2010-01-20	23997	11:46:00	Pedestrian	1	NA	FALSE	FALSE	1	ATWELLS AVE	EXIT	1/20/10	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	2	41.82309	-71.4195	FALSE	FALSE	Atwells Ave and Exit, Providence, RI, USA	FALSE	-71.4363598	41.8244829	route	geometric_center	atwells ave, providence, ri, usa	NA	NA	NA	NA	41.8244829	-71.4363598	Med	1407.177002	Raw	NA	NA	NA	TRUE	FALSE	Raw	41.82309	-71.4195
3770	2010-01-20	24026	17:06:00	Pedestrian	1	NA	FALSE	FALSE	1	CHESTNUT ST	POINT ST	1/20/10	Two-Way , Not Divided	Dry	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	2	41.81647	-71.40815	FALSE	FALSE	Chestnut Street and Point Street, Providence, RI, USA	FALSE	-71.4087555	41.8159653	route	geometric_center	point st, providence, ri 02903, usa	Chestnut Street & Point Street, Providence, RI, USA	EjNDaGVzdG51dCBTdHJlZXQgJiBQb2ludCBTdHJlZXQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgnXK6ZeakXkiRHFUTC_HDI07BIUChIJ1yumXmpF5IkRxVEwvxwyNOwaFAoSCemusmlrReSJEeIgkGCAT9AzGhQKEgkbVDpWakXkiRET2ahsLgoQTyIKDcen7BgVtwBw1Q	41.8162631	-71.4080073	41.8162631	-71.4080073	Med	25.89665857	NA	NA	NA	NA	FALSE	FALSE	Raw	41.81647	-71.40815
3771	2010-01-20	24037	17:27:00	Bicycle	NA	1	FALSE	FALSE	1	MANTON AVE	DELAINE ST	1/20/10	Two-Way, Divided, Positive Median Barrier	Dry	Dark - Lighted	Clear	Other	No	Traffic Control Signal	4	1	Complains Of Pain	NA	41.81795	-71.44465	FALSE	FALSE	Manton Ave and Delaine Street, Providence, RI, USA	FALSE	-71.4446349	41.8179569	intersection	geometric_center	delaine st & manton ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8179569	-71.4446349	Med High	1.469467929	NA	NA	NA	NA	FALSE	FALSE	Raw	41.81795	-71.44465
3772	2010-01-20	24395	17:06:00	Pedestrian	1	NA	FALSE	FALSE	1	CHESTNUT ST	POINT ST	1/20/10	Two-Way , Not Divided	Dry	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	2	41.81647	-71.40815	FALSE	FALSE	Chestnut Street and Point Street, Providence, RI, USA	FALSE	-71.4087555	41.8159653	route	geometric_center	point st, providence, ri 02903, usa	Chestnut Street & Point Street, Providence, RI, USA	EjNDaGVzdG51dCBTdHJlZXQgJiBQb2ludCBTdHJlZXQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgnXK6ZeakXkiRHFUTC_HDI07BIUChIJ1yumXmpF5IkRxVEwvxwyNOwaFAoSCemusmlrReSJEeIgkGCAT9AzGhQKEgkbVDpWakXkiRET2ahsLgoQTyIKDcen7BgVtwBw1Q	41.8162631	-71.4080073	41.8162631	-71.4080073	Med	25.89665857	NA	NA	NA	NA	FALSE	FALSE	Raw	41.81647	-71.40815
3768	2010-01-21	24167	11:52:00	Pedestrian	1	NA	FALSE	FALSE	1	PLENTY ST	ELMWOOD AVE	1/22/10	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.80717	-71.42486	FALSE	FALSE	Plenty Street and Elmwood Ave, Providence, RI, USA	FALSE	-71.4248794	41.8071885	intersection	geometric_center	plenty st & elmwood ave, providence, ri 02907, usa	NA	NA	NA	NA	41.8071885	-71.4248794	Med High	2.613897698	NA	NA	NA	NA	FALSE	FALSE	Raw	41.80717	-71.42486
3767	2010-01-25	24255	17:14:00	Pedestrian	1	NA	FALSE	FALSE	1	WATERMAN ST	BROOK ST	1/25/10	One-Way Trafficway	Wet	Dark - Lighted	Rain	Other	No	Traffic Control Signal	3	1	Complains Of Pain	2	41.8274	-71.39933	FALSE	FALSE	Waterman Street and Brook Street, Providence, RI, USA	FALSE	-71.3993204	41.8274038	intersection	geometric_center	brook st & waterman st, providence, ri 02906, usa	NA	NA	NA	NA	41.8274038	-71.3993204	Med High	0.901706326	NA	NA	NA	NA	FALSE	FALSE	Raw	41.8274	-71.39933
3766	2010-01-29	24528	15:26:00	Pedestrian	1	NA	FALSE	FALSE	1	PARK ST	SMITH ST	1/29/10	Two-Way , Not Divided	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	Traffic Control Signal	2	1	Complains Of Pain	2	41.83189	-71.41688	FALSE	FALSE	Park Street and Smith Street, Providence, RI, USA	FALSE	-71.4168712	41.8319005	intersection	geometric_center	park st & smith st, providence, ri 02903, usa	NA	NA	NA	NA	41.8319005	-71.4168712	Med High	1.378040131	NA	NA	NA	NA	FALSE	FALSE	Raw	41.83189	-71.41688
3764	2010-02-02	24722	16:35:00	Bicycle	NA	1	FALSE	FALSE	1	DYER ST	FRIENDSHIP ST	2/2/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	4	0	No Injury	NA	41.82305	-71.40832	FALSE	FALSE	Dyer Street and Friendship Street, Providence, RI, USA	FALSE	-71.408246	41.8231064	intersection	geometric_center	dyer st & friendship st, providence, ri 02903, usa	NA	NA	NA	NA	41.8231064	-71.408246	Med High	8.78082181	NA	NA	NA	NA	FALSE	FALSE	Raw	41.82305	-71.40832
3765	2010-02-02	24732	20:31:00	Pedestrian	1	NA	FALSE	FALSE	1	ATWELLS AVE	DEAN ST	2/2/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Other	No	Person	2	1	Complains Of Pain	NA	41.82339	-71.4242	FALSE	FALSE	Atwells Ave and Dean Street, Providence, RI, USA	FALSE	-71.4242155	41.8234078	intersection	geometric_center	atwells ave & dean st, providence, ri 02903, usa	NA	NA	NA	NA	41.8234078	-71.4242155	Med High	2.36211906	NA	NA	NA	NA	FALSE	FALSE	Raw	41.82339	-71.4242
3763	2010-02-06	24935	3:00:00	Pedestrian	1	NA	FALSE	FALSE	1	RICHMOND ST	weybosett st	2/6/10	One-Way Trafficway	Dry	Dark - Lighted	Clear	Head-On (Front - to - Front)	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.82084	-71.41227	FALSE	FALSE	Richmond Street and Weybosett Street, Providence, RI, USA	FALSE	-71.4128684	41.8211606	intersection	geometric_center	weybosset st & richmond st, providence, ri 02906, usa	NA	NA	NA	NA	41.8211606	-71.4128684	Med High	61.13991819	NA	NA	NA	NA	FALSE	FALSE	Raw	41.82084	-71.41227
3762	2010-02-09	25089	7:20:00	Pedestrian	2	NA	FALSE	FALSE	1	Douglas Ave	FILLMORE ST	2/9/10	Two-Way , Not Divided	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	Person	3	2	Complains Of Pain	2	41.83718	-71.42232	FALSE	FALSE	Douglas Ave and Fillmore Street, Providence, RI, USA	FALSE	-71.422311	41.8371944	intersection	geometric_center	fillmore st & douglas ave, providence, ri 02908, usa	NA	NA	NA	NA	41.8371944	-71.422311	Med High	1.768271632	NA	NA	NA	NA	FALSE	FALSE	Raw	41.83718	-71.42232
3760	2010-02-12	25290	1:43:00	Pedestrian	2	NA	FALSE	FALSE	1	HOPE ST	THAYER ST	2/12/10	Two-Way , Not Divided	Dry	Dark - Lighted	Cloudy	Angle (Front - to - Side) Same Direction	No	No Controls	6	2	Fatal	2	41.83372	-71.40133	FALSE	FALSE	Hope Street and Thayer Street, Providence, RI, USA	FALSE	-71.4012863	41.8334262	intersection	geometric_center	thayer st & hope st, providence, ri 02906, usa	NA	NA	NA	NA	41.8334262	-71.4012863	Med High	32.90589997	NA	NA	NA	NA	FALSE	FALSE	Raw	41.83372	-71.40133
3761	2010-02-12	25320	17:56:00	Pedestrian	1	NA	FALSE	FALSE	1	PLAINFIELD ST	DIKE ST	2/12/10	Two-Way , Not Divided	Dry	Dusk	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.81621	-71.44467	FALSE	FALSE	Plainfield Street and Dike Street, Providence, RI, USA	FALSE	-71.444405	41.816372	intersection	geometric_center	dike st & plainfield st, providence, ri 02909, usa	NA	NA	NA	NA	41.816372	-71.444405	Med High	28.43567209	NA	NA	NA	NA	FALSE	FALSE	Raw	41.81621	-71.44467
3759	2010-02-14	25406	21:48:00	Pedestrian	2	NA	FALSE	FALSE	1	FRANCIS ST	AMERICAN EXPRESS PLZ	2/14/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	3	2	Incapacitating	NA	41.82745	-71.41541	FALSE	FALSE	Francis Street and American Express Plz, Providence, RI, USA	FALSE	-71.4128343	41.8239891	locality	approximate	providence, ri, usa	NA	NA	NA	NA	41.8239891	-71.4128343	Med	440.545949	Raw	NA	NA	NA	TRUE	FALSE	Raw	41.82745	-71.41541
3758	2010-02-19	25683	11:48:00	Pedestrian	1	NA	FALSE	FALSE	1	BENEFIT ST	WATERMAN ST	2/19/10	Two-Way , Not Divided	Dry	Daylight	Clear	Unknown	No	No Controls	2	1	Complains Of Pain	NA	41.82711	-71.40744	FALSE	FALSE	Benefit Street and Waterman Street, Providence, RI, USA	FALSE	-71.4074823	41.827215	intersection	geometric_center	benefit st & waterman st, providence, ri 02906, usa	NA	NA	NA	NA	41.827215	-71.4074823	Med High	12.20384926	NA	NA	NA	NA	FALSE	FALSE	Raw	41.82711	-71.40744
3757	2010-02-20	25766	15:22:00	Bicycle	NA	1	FALSE	FALSE	1	MONTGOMERY AVE	BROAD ST	2/20/10	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Traffic Control Signal	3	1	Non-Incapacitating	NA	41.78589	-71.40169	FALSE	FALSE	Montgomery Ave and Broad Street, Providence, RI, USA	FALSE	-71.4016671	41.7858952	intersection	geometric_center	montgomery ave & broad st, providence, ri 02905, usa	NA	NA	NA	NA	41.7858952	-71.4016671	Med High	1.986985942	NA	NA	NA	NA	FALSE	FALSE	Raw	41.78589	-71.40169
3755	2010-02-24	25981	11:49:00	Pedestrian	2	NA	FALSE	FALSE	1	245 Lockwood St	W CLIFFORD ST	2/24/10	Two-Way , Not Divided	Wet	Daylight	Rain	Head-On (Front - to - Front)	Yes, M/V and Driver Left Scene	No Controls	3	2	Complains Of Pain	NA	41.81331	-71.41667	TRUE	FALSE	245 Lockwood Street, Providence, RI, USA	FALSE	-71.4163228	41.8134098	premise	rooftop	245 lockwood st, providence, ri 02907, usa	NA	NA	NA	NA	41.8134098	-71.4163228	High	30.87479647	NA	NA	NA	NA	FALSE	FALSE	Raw	41.81331	-71.41667
3756	2010-02-24	25990	9:51:00	Pedestrian	1	NA	FALSE	FALSE	1	DORRANCE ST	EXCHANGE TER	2/24/10	One-Way Trafficway	Wet	Daylight	Rain	Other	No	No Controls	2	1	Complains Of Pain	NA	41.82475	-71.41373	FALSE	FALSE	Dorrance Street and Exchange Ter, Providence, RI, USA	FALSE	-71.4127397	41.825713	route	geometric_center	exchange terrace, providence, ri 02903, usa	NA	NA	NA	NA	41.825713	-71.4127397	Med	135.0569841	Neither	41.825008, -71.414776	41.825008	-71.414776	TRUE	FALSE	Neither	41.825008	-71.414776
3754	2010-03-01	26258	5:05:00	Pedestrian	1	NA	FALSE	FALSE	1	MEMORIAL BLVD	FRANCIS ST	3/1/10	Two-Way, Divided, Positive Median Barrier	Wet	Dark - Lighted	Rain	Head-On (Front - to - Front)	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.8259	-71.41535	FALSE	FALSE	Memorial Blvd and Francis Street, Providence, RI, USA	FALSE	-71.4153098	41.8257791	intersection	geometric_center	memorial blvd & francis st, providence, ri 02903, usa	NA	NA	NA	NA	41.8257791	-71.4153098	Med High	13.86550052	NA	NA	NA	NA	FALSE	FALSE	Raw	41.8259	-71.41535
3753	2010-03-02	26348	16:13:00	Pedestrian	1	NA	FALSE	FALSE	1	BRANCH AVE	EXIT	3/2/10	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Angle - Direction Not Specified	No	No Controls	3	1	Complains Of Pain	NA	41.85262	-71.42544	FALSE	FALSE	Branch Ave and Exit, Providence, RI, USA	FALSE	-71.4128343	41.8239891	locality	approximate	providence, ri, usa	NA	NA	NA	NA	41.8239891	-71.4128343	Med	3354.267209	Raw	NA	NA	NA	TRUE	FALSE	Raw	41.85262	-71.42544
3752	2010-03-03	27890	8:01:00	Pedestrian	1	NA	FALSE	FALSE	1	CHARLES ST	ASHBURTON ST	4/2/10	One-Way Trafficway	Snow	Daylight	Snow	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	4	1	Complains Of Pain	1	41.83664	-71.41272	FALSE	FALSE	Charles Street and Ashburton Street, Providence, RI, USA	FALSE	-71.4157779	41.8380845	route	geometric_center	ashburton st, providence, ri 02904, usa	Charles Street & Ashburton Street, Providence, RI, USA	EjZDaGFybGVzIFN0cmVldCAmIEFzaGJ1cnRvbiBTdHJlZXQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEglzWWUpHEXkiRGV47iqwhB9mBIUChIJc1llKRxF5IkRleO4qsIQfZgaFAoSCXULzmzxROSJEctkyy41Vf0yGhQKEglzWWUpHEXkiRFxA9RZ1dAiIiIKDReu7xgVc1tv1Q	41.8360855	-71.4122381	41.8360855	-71.4122381	Med	73.53666996	NA	NA	NA	NA	FALSE	FALSE	Raw	41.83664	-71.41272
3751	2010-03-06	26519	1:30:00	Bicycle	NA	1	FALSE	FALSE	1	WASHINGTON ST	DORRANCE ST	3/6/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Traffic Control Signal	3	0	No Injury	2	41.82445	-71.41277	FALSE	FALSE	Washington Street and Dorrance Street, Providence, RI, USA	FALSE	-71.412777	41.8244607	intersection	geometric_center	washington st & dorrance st, providence, ri 02903, usa	NA	NA	NA	NA	41.8244607	-71.412777	Med High	1.325123782	NA	NA	NA	NA	FALSE	FALSE	Raw	41.82445	-71.41277
3750	2010-03-07	26568	1:26:00	Pedestrian	1	NA	FALSE	FALSE	1	UNION ST	WORCHESTER ST	3/7/10	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.82396	-71.41448	FALSE	FALSE	Union Street and Worchester Street, Providence, RI, USA	FALSE	-71.4142812	41.8243125	route	geometric_center	worcester st, providence, ri 02903, usa	NA	NA	NA	NA	41.8243125	-71.4142812	Med	42.5646971	NA	NA	NA	NA	FALSE	FALSE	Raw	41.82396	-71.41448
3749	2010-03-10	27090	12:50:00	Bicycle	NA	1	FALSE	FALSE	1	PLENTY ST	ELMWOOD AVE	3/19/10	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Same Direction	No	Traffic Control Signal	2	1	Complains Of Pain	2	41.80719	-71.42391	FALSE	FALSE	Plenty Street and Elmwood Ave, Providence, RI, USA	FALSE	-71.4248794	41.8071885	intersection	geometric_center	plenty st & elmwood ave, providence, ri 02907, usa	NA	NA	NA	NA	41.8071885	-71.4248794	Med High	80.4377843	NA	NA	NA	NA	FALSE	FALSE	Raw	41.80719	-71.42391
3748	2010-03-11	26793	18:28:00	Pedestrian	1	NA	FALSE	FALSE	1	WASHINGTON ST	MATHEWSON ST	3/11/10	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	Traffic Control Signal	4	1	Complains Of Pain	NA	41.82305	-71.4148	FALSE	FALSE	Washington Street and Mathewson Street, Providence, RI, USA	FALSE	-71.4147864	41.8230454	intersection	geometric_center	mathewson st & washington st, providence, ri 02903, usa	NA	NA	NA	NA	41.8230454	-71.4147864	Med High	1.238974959	NA	NA	NA	NA	FALSE	FALSE	Raw	41.82305	-71.4148
3747	2010-03-12	26857	21:07:00	Pedestrian	1	NA	FALSE	FALSE	1	HOPE ST	MEETING ST	3/12/10	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Other	No	No Controls	2	1	Complains Of Pain	NA	41.82907	-71.39796	FALSE	FALSE	Hope Street and Meeting Street, Providence, RI, USA	FALSE	-71.3981831	41.8294075	intersection	geometric_center	hope st & meeting st, providence, ri 02906, usa	NA	NA	NA	NA	41.8294075	-71.3981831	Med High	41.88068229	NA	NA	NA	NA	FALSE	FALSE	Raw	41.82907	-71.39796
3746	2010-03-14	26921	23:06:00	Pedestrian	1	NA	FALSE	FALSE	1	ROANOKE ST	MOUNT PLEASANT AVE	3/14/10	One-Way Trafficway	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.83124	-71.44953	FALSE	FALSE	Roanoke Street and Mount Pleasant Ave, Providence, RI, USA	FALSE	-71.449534	41.8312604	intersection	geometric_center	mt pleasant ave & roanoke st, providence, ri 02908, usa	NA	NA	NA	NA	41.8312604	-71.449534	Med High	2.295026398	NA	NA	NA	NA	FALSE	FALSE	Raw	41.83124	-71.44953
3745	2010-03-15	26963	19:22:00	Pedestrian	1	NA	FALSE	FALSE	1	HOPE ST	LAURISTON ST	3/15/10	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.84887	-71.39508	FALSE	FALSE	Hope Street and Lauriston Street, Providence, RI, USA	FALSE	-71.3952009	41.8486643	intersection	geometric_center	hope st & lauriston st, providence, ri 02906, usa	NA	NA	NA	NA	41.8486643	-71.3952009	Med High	24.99691259	NA	NA	NA	NA	FALSE	FALSE	Raw	41.84887	-71.39508
3744	2010-03-17	27026	19:23:00	Pedestrian	1	NA	FALSE	FALSE	1	CHARLESFIELD STREET	BROWN ST	3/17/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	2	41.82375	-71.40154	FALSE	FALSE	Charlesfield Street and Brown Street, Providence, RI, USA	FALSE	-71.4026667	41.8237472	intersection	geometric_center	brown st & charlesfield st, providence, ri 02906, usa	NA	NA	NA	NA	41.8237472	-71.4026667	Med High	93.46619665	NA	NA	NA	NA	FALSE	FALSE	Raw	41.82375	-71.40154
3743	2010-03-18	27286	15:57:00	Pedestrian	2	NA	FALSE	FALSE	1	vally st/atwells ave	VALLEY ST	3/22/10	Two-Way , Not Divided	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	No Controls	3	2	Complains Of Pain	NA	41.82457	-71.43958	FALSE	FALSE	Vally St/Atwells Ave and Valley Street, Providence, RI, USA	FALSE	-71.4394736	41.8245768	intersection	geometric_center	valley st & atwells ave, providence, ri 02908, usa	NA	NA	NA	NA	41.8245768	-71.4394736	Med High	8.858725259	NA	NA	NA	NA	FALSE	FALSE	Raw	41.82457	-71.43958
3740	2010-03-19	27147	16:05:00	Pedestrian	1	NA	FALSE	FALSE	1	FISK ST	BROAD ST	3/19/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Non-Incapacitating	2	41.79072	-71.40562	FALSE	FALSE	Fisk Street and Broad Street, Providence, RI, USA	FALSE	-71.4056169	41.790718	intersection	geometric_center	broad st & fisk st, providence, ri 02905, usa	NA	NA	NA	NA	41.790718	-71.4056169	Med High	0.340247348	NA	NA	NA	NA	FALSE	FALSE	Raw	41.79072	-71.40562
3741	2010-03-19	27224	19:00:00	Bicycle	NA	1	FALSE	FALSE	1	BUCKLIN ST	PEACE ST	3/21/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.80652	-71.42783	FALSE	FALSE	Bucklin Street and Peace Street, Providence, RI, USA	FALSE	-71.4278284	41.8065393	intersection	geometric_center	bucklin st & peace st, providence, ri 02907, usa	NA	NA	NA	NA	41.8065393	-71.4278284	Med High	2.15256433	NA	NA	NA	NA	FALSE	FALSE	Raw	41.80652	-71.42783
3742	2010-03-19	27783	16:08:00	Pedestrian	1	NA	FALSE	FALSE	1	BRANCH AVE	RT146 On Ramp	3/30/10	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Other	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.85301	-71.42634	FALSE	FALSE	Branch Ave and Rt146 On Ramp, Providence, RI, USA	FALSE	-71.4228521	41.8515249	route	geometric_center	branch ave, providence, ri 02904, usa	NA	NA	NA	NA	41.8515249	-71.4228521	Med	333.1271821	Raw	NA	NA	NA	TRUE	FALSE	Raw	41.85301	-71.42634
3739	2010-03-21	27244	0:20:00	Pedestrian	1	NA	FALSE	FALSE	1	WALLACE ST	WEBSTER AVE	3/22/10	Two-Way , Not Divided	Dry	Daylight	Clear	Unknown	Yes, M/V and Driver Left Scene	No Controls	2	1	Incapacitating	NA	41.80936	-71.44876	FALSE	FALSE	Wallace Street and Webster Ave, Providence, RI, USA	FALSE	-71.448739	41.8093679	intersection	geometric_center	webster ave & wallace st, providence, ri 02909, usa	NA	NA	NA	NA	41.8093679	-71.448739	Med High	1.951800138	NA	NA	NA	NA	FALSE	FALSE	Raw	41.80936	-71.44876
3738	2010-03-22	27251	9:16:00	Pedestrian	1	NA	FALSE	FALSE	1	72 ONTARIO ST	NA	3/22/10	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Non-Incapacitating	2	41.79966	-71.42008	TRUE	TRUE	72 Ontario Street, Providence, RI, USA	FALSE	-71.4200779	41.799499	premise	rooftop	72 ontario st, providence, ri 02907, usa	NA	NA	NA	NA	41.799499	-71.4200779	High	17.92328528	NA	NA	NA	NA	FALSE	FALSE	Raw	41.79966	-71.42008
3736	2010-03-23	27414	18:02:00	Pedestrian	1	NA	FALSE	FALSE	1	PLAIN ST	SALISBURY ST	3/23/10	Two-Way , Not Divided	Wet	Daylight	Rain	Other	No	No Controls	3	1	Non-Incapacitating	NA	41.80578	-71.40966	FALSE	FALSE	Plain Street and Salisbury Street, Providence, RI, USA	FALSE	-71.4096995	41.8058786	intersection	geometric_center	salisbury st & plain st, providence, ri 02905, usa	NA	NA	NA	NA	41.8058786	-71.4096995	Med High	11.45503359	NA	NA	NA	NA	FALSE	FALSE	Raw	41.80578	-71.40966
3737	2010-03-23	27881	10:50:00	Pedestrian	1	NA	FALSE	FALSE	1	130 DORRANCE ST	PINE ST	3/23/10	Two-Way , Not Divided	Wet	Daylight	Rain	Head-On (Front - to - Front)	No	No Controls	3	1	Complains Of Pain	2	41.82221	-71.40982	TRUE	FALSE	130 Dorrance Street, Providence, RI, USA	FALSE	-71.4096007	41.8224046	street_address	rooftop	130 dorrance st, providence, ri 02903, usa	NA	NA	NA	NA	41.8224046	-71.4096007	High	28.28855973	NA	NA	NA	NA	FALSE	FALSE	Raw	41.82221	-71.40982
