row_number	crash_date	crash_report_id	crash_time	type_of_collision	collision_type	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_vehicles	number_of_lanes	lat_raw	lon_raw	has_st_number	is_intersection_null	address_sent_to_geocoder	is_address_blank	lon_api_first_try	lat_api_first_try	type	loctype	address_returned_by_geocoder	address_returned_by_autocomplete	place_ids_autocompleted	lat_api_second_try	lon_api_second_try	lat_api_best	lon_api_best	distance_btwn_coords_meters
4121	2025-01-14	920421	18:27:00	Vehicle - Pedestrian	Pedestrian	BROADWAY	SERVICE ROAD 7	2025-01-14	One-Way Trafficway	Dry	Dark - Not Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	1	NA	41.82178	-71.4208	FALSE	FALSE	Broadway and Service Road 7, Providence, RI, USA	FALSE	-71.420053	41.8199578	route	geometric_center	service rd 1, providence, ri, usa	Broadway & Service Road 7th, Providence, RI, USA	EjBCcm9hZHdheSAmIFNlcnZpY2UgUm9hZCA3dGgsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgn30PkmDUXkiRGVfBMop6wTihIUChIJ99D5Jg1F5IkRlXwTKKesE4oaFAoSCaW15YZ1ReSJERrCM7HXpG-zGhQKEgkHeHRCdkXkiRHLEV0GTCEFTCIKDTWB7RgVjAtu1Q	41.8218293	-71.4208372	41.8218293	-71.4208372	6.296211312906088
4156	2025-01-12	920320	11:56:00	Vehicle - Pedestrian	Pedestrian	HEATH ST	HARTFORD AVE	2025-01-12	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	4	2	Complains Of Pain	1	NA	41.81719	-71.44991	FALSE	FALSE	Heath Street and Hartford Ave, Providence, RI, USA	FALSE	-71.44988169999999	41.8172824	intersection	geometric_center	heath st & hartford ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8172824	-71.44988169999999	10.550482166005299
4161	2025-01-12	920328	16:03:00	Vehicle - Pedestrian	Pedestrian	45 PLEASANT VALLEY PRKWY	NA	2025-01-12	Unknown	Unknown	Daylight	Clear	Sidwswipe, Opposite Direction	Yes, M/V and Driver Left Scene	No Controls	3	0	Unknown	2	NA	NA	NA	TRUE	TRUE	45 Pleasant Valley Prkwy, Providence, RI, USA	FALSE	-71.42608659999999	41.82996199999999	premise	rooftop	45 pleasant valley pkwy, providence, ri 02908, usa	NA	NA	NA	NA	41.82996199999999	-71.42608659999999	NA
4164	2025-01-12	920331	09:10:00	Vehicle - Pedestrian	Pedestrian	Allens Ave	ALLENS AVE	2025-01-12	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	1	NA	41.79296	-71.3973	FALSE	FALSE	Allens Ave and Allens Ave, Providence, RI, USA	FALSE	-71.4014015	41.8030598	route	geometric_center	allens ave, providence, ri, usa	NA	NA	NA	NA	41.8030598	-71.4014015	1174.6990190286947
4206	2025-01-10	920278	16:38:00	Vehicle - Pedestrian	Pedestrian	GREENWICH ST	BUCKLIN ST	2025-01-10	Two-Way , Not Divided	Dry	Daylight	Clear	Rear End(Front-to-Rear)	No	No Controls	3	1	Complains Of Pain	1	NA	41.80237	-71.4261	FALSE	FALSE	Greenwich Street and Bucklin Street, Providence, RI, USA	FALSE	-71.4276629	41.8023394	intersection	geometric_center	bucklin st & greenwich st, providence, ri 02907, usa	NA	NA	NA	NA	41.8023394	-71.4276629	129.7387930743196
4249	2025-01-08	920213	11:51:00	Vehicle - Pedestrian	Pedestrian	WESTMINSTER ST	EMPIRE ST	2025-01-09	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	1	Incapacitating	1	NA	41.82097	-71.41532	FALSE	FALSE	Westminster Street and Empire Street, Providence, RI, USA	FALSE	-71.41527219999999	41.8210122	intersection	geometric_center	empire st & westminster st, providence, ri 02903, usa	NA	NA	NA	NA	41.8210122	-71.41527219999999	6.14759046892192
4262	2025-01-08	920198	16:56:00	Vehicle - Pedestrian	Bicycle	CANAL ST	MILL ST	2025-01-08	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Complains Of Pain	1	NA	41.8323	-71.41095	FALSE	FALSE	Canal Street and Mill Street, Providence, RI, USA	FALSE	-71.414199	41.8245558	locality	approximate	providence, ri, usa	NA	NA	NA	NA	41.8245558	-71.414199	903.2241641796948
4267	2025-01-08	920223	11:30:00	Vehicle - Pedestrian	Pedestrian	EMPIRE ST	NA	2025-01-09	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Unknown	No	Unknown	3	0	Unknown	1	NA	NA	NA	FALSE	TRUE	Empire Street, Providence, RI, USA	FALSE	-71.4157481	41.8213721	route	geometric_center	empire st, providence, ri 02903, usa	NA	NA	NA	NA	41.8213721	-71.4157481	NA
4273	2025-01-07	920208	15:05:00	Vehicle - Pedestrian	Pedestrian	593 eddy st	NA	2025-01-08	Two-Way , Not Divided	Dry	Daylight	Clear	Sidwswipe, Opposite Direction	Yes, M/V and Driver Left Scene	No Controls	2	0	Unknown	2	NA	NA	NA	TRUE	TRUE	593 Eddy Street, Providence, RI, USA	FALSE	-71.4084677	41.81129	premise	rooftop	593 eddy st, providence, ri 02903, usa	NA	NA	NA	NA	41.81129	-71.4084677	NA
4283	2025-01-07	920181	16:04:00	Vehicle - Pedestrian	Pedestrian	WICKENDEN ST	BROOK ST	2025-01-07	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	1	NA	41.81948	-71.39826	FALSE	FALSE	Wickenden Street and Brook Street, Providence, RI, USA	FALSE	-71.398258	41.8194891	intersection	geometric_center	wickenden st & brook st, providence, ri 02903, usa	NA	NA	NA	NA	41.8194891	-71.398258	1.026505666133773
4286	2025-01-07	920205	15:41:00	Vehicle - Pedestrian	Pedestrian	PRAIRIE AVE	PAVILION AVE	2025-01-08	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Unknown	Yes, M/V and Driver Left Scene	No Controls	2	0	No Injury	2	NA	41.79534	-71.41045	FALSE	FALSE	Prairie Ave and Pavilion Ave, Providence, RI, USA	FALSE	-71.41032489999999	41.7950451	intersection	geometric_center	pavilion ave & prairie ave, providence, ri 02905, usa	NA	NA	NA	NA	41.7950451	-71.41032489999999	34.430772068313274
4321	2025-01-05	920134	18:25:00	Vehicle - Pedestrian	Pedestrian	FOUNTAIN ST	FRANCIS ST	2025-01-05	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	2	2	Complains Of Pain	1	NA	41.82491	-71.41471	FALSE	FALSE	Fountain Street and Francis Street, Providence, RI, USA	FALSE	-71.41482549999999	41.8250129	intersection	geometric_center	fountain st & francis st, providence, ri 02902, usa	NA	NA	NA	NA	41.8250129	-71.41482549999999	14.933529747357596
4325	2025-01-05	920169	17:15:00	Vehicle - Pedestrian	Bicycle	PLAINFIELD ST	RALPH ST	2025-01-07	Unknown	Dry	Dark - Unknown Lighting	Clear	Sidwswipe, Opposite Direction	No	Unknown	3	0	Unknown	1	NA	41.81345	-71.45352	FALSE	FALSE	Plainfield Street and Ralph Street, Providence, RI, USA	FALSE	-71.45351819999999	41.8134733	intersection	geometric_center	ralph st & plainfield st, providence, ri 02909, usa	NA	NA	NA	NA	41.8134733	-71.45351819999999	2.59804004944232
4366	2025-01-02	920089	08:11:00	Vehicle - Pedestrian	Pedestrian	TERMINAL ROAD	NEW YORK AVE	2025-01-03	Unknown	Dry	Daylight	Clear	Unknown	Yes, M/V and Driver Left Scene	Unknown	3	0	No Injury	1	NA	41.79613	-71.39506	FALSE	FALSE	Terminal Road and New York Ave, Providence, RI, USA	FALSE	-71.3864663	41.7943605	intersection	geometric_center	new york ave & terminal rd, providence, ri 02905, usa	NA	NA	NA	NA	41.7943605	-71.3864663	739.9116433016932
4369	2025-01-02	920108	23:14:00	Vehicle - Pedestrian	Pedestrian	325 washington st	NA	2025-01-04	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	1	NA	NA	NA	TRUE	TRUE	325 Washington Street, Providence, RI, USA	FALSE	-71.42038339999999	41.8197315	premise	rooftop	325 washington st, providence, ri 02903, usa	NA	NA	NA	NA	41.8197315	-71.42038339999999	NA
4382	2025-01-01	920031	00:09:00	Vehicle - Pedestrian	Pedestrian	PLAINFIELD ST	BARROWS ST	2025-01-01	Two-Way , Not Divided	Wet	Daylight	Rain	Unknown	Yes, Driver Left Scene	No Controls	1	0	Unknown	1	NA	41.81286	-71.45783	FALSE	FALSE	Plainfield Street and Barrows Street, Providence, RI, USA	FALSE	-71.4578552	41.8128777	intersection	geometric_center	barrows st & plainfield st, providence, ri 02909, usa	NA	NA	NA	NA	41.8128777	-71.4578552	2.8729528374025013
4390	2025-01-01	920053	14:38:00	Vehicle - Pedestrian	Scooter	HAWKINS ST	APPIAN ST	2025-01-01	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Complains Of Pain	1	NA	41.84677	-71.42756	FALSE	FALSE	Hawkins Street and Appian Street, Providence, RI, USA	FALSE	-71.42757250000001	41.8467864	intersection	geometric_center	hawkins st & appian st, providence, ri 02908, usa	NA	NA	NA	NA	41.8467864	-71.42757250000001	2.0993885764921734
