row_number	crash_date	crash_report_id	crash_time	type_of_collision	collision_type	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_vehicles	number_of_lanes	lat_raw	lon_raw	has_st_number	is_intersection_null	address_sent_to_geocoder	is_address_blank	lon_api_first_try	lat_api_first_try	type	loctype	address_returned_by_geocoder	address_returned_by_autocomplete	place_ids_autocompleted	lat_api_second_try	lon_api_second_try	lat_api_best	lon_api_best	distance_btwn_coords_meters
35	2025-06-29	925595	09:41:00	Vehicle - Pedestrian	Pedestrian	BROADWAY	KNIGHT ST	2025-06-29	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	3	1	Non-Incapacitating	1	NA	41.8198	-71.42933	FALSE	FALSE	Broadway and Knight Street, Providence, RI, USA	FALSE	-71.4298422	41.8202494	route	geometric_center	knight st, providence, ri, usa	Broadway & Knight Street, Providence, RI, USA	Ei1Ccm9hZHdheSAmIEtuaWdodCBTdHJlZXQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgmvZYGEdUXkiRHAVmwJ-u4XKRIUChIJr2WBhHVF5IkRwFZsCfruFykaFAoSCaW15YZ1ReSJERrCM7HXpG-zGhQKEgkPqvF6dUXkiRGsZxyELkktfCIKDccy7RgVj79s1Q	41.8198215	-71.4293361	41.8198215	-71.4293361	2.446284990196949
57	2025-06-28	925592	23:43:00	Vehicle - Pedestrian	Pedestrian	CRANSTON ST	BELLEVUE AVE	2025-06-29	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	1	NA	41.80901	-71.43396	FALSE	FALSE	Cranston Street and Bellevue Ave, Providence, RI, USA	FALSE	-71.43407309999999	41.8089168	intersection	geometric_center	cranston st & bellevue ave, providence, ri 02907, usa	NA	NA	NA	NA	41.8089168	-71.43407309999999	13.989538548672698
59	2025-06-28	925575	14:54:00	Vehicle - Pedestrian	Pedestrian	Broad St	WESLEYAN AVE	2025-06-28	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	1	NA	41.80771	-71.4204	FALSE	FALSE	Broad Street and Wesleyan Ave, Providence, RI, USA	FALSE	-71.4204481	41.8078973	intersection	geometric_center	wesleyan ave & broad st, providence, ri 02907, usa	NA	NA	NA	NA	41.8078973	-71.4204481	21.228696845427912
65	2025-06-28	925585	18:26:00	Vehicle - Pedestrian	Bicycle	SMITH ST	GASPEE ST	2025-06-28	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	1	NA	41.83154	-71.41296	FALSE	FALSE	Smith Street and Gaspee Street, Providence, RI, USA	FALSE	-71.41281099999999	41.8315429	intersection	geometric_center	gaspee st & smith st, providence, ri 02908, usa	NA	NA	NA	NA	41.8315429	-71.41281099999999	12.363042916339321
69	2025-06-28	925571	09:49:00	Vehicle - Pedestrian	Bicycle	ROANOKE ST	ACADEMY AVE	2025-06-28	Two-Way , Not Divided	Dry	Daylight	Clear	Sidwswipe, Opposite Direction	No	No Controls	4	0	No Injury	1	NA	41.83168	-71.44442	FALSE	FALSE	Roanoke Street and Academy Ave, Providence, RI, USA	FALSE	-71.44442289999999	41.831707	intersection	geometric_center	academy ave & roanoke st, providence, ri 02908, usa	NA	NA	NA	NA	41.831707	-71.44442289999999	3.0152361149279376
70	2025-06-28	925572	11:48:00	Vehicle - Pedestrian	Pedestrian	CHARLES ST	BRANCH AVE	2025-06-28	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Cloudy	Angle (Front - to - Side) Opposite Direction	No	Traffic Control Signal	2	1	Complains Of Pain	1	NA	41.85026	-71.41998	FALSE	FALSE	Charles Street and Branch Ave, Providence, RI, USA	FALSE	-71.4222562	41.8512794	route	geometric_center	branch ave, providence, ri 02904, usa	Charles Street & Branch Ave, Providence, RI, USA	EjBDaGFybGVzIFN0cmVldCAmIEJyYW5jaCBBdmUsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgmX1pBx8ETkiRFt3W_DezHjNhIUChIJl9aQcfBE5IkRbd1vw3sx4zYaFAoSCXULzmzxROSJEctkyy41Vf0yGhQKEgnptPOF-UTkiRG6fR7eUkO2qCIKDWnZ8RgVmyxu1Q	41.8503017	-71.4199909	41.8503017	-71.4199909	4.729196276410749
82	2025-06-27	925560	16:00:00	Vehicle - Pedestrian	Pedestrian	FLOWER ST	WHELAN RD	2025-06-27	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	2	Complains Of Pain	1	NA	41.81854	-71.45689	FALSE	FALSE	Flower Street and Whelan Rd, Providence, RI, USA	FALSE	-71.4567543	41.8189638	intersection	geometric_center	flower st & whelan rd, providence, ri 02909, usa	NA	NA	NA	NA	41.8189638	-71.4567543	48.501841761198506
83	2025-06-27	925561	17:04:00	Vehicle - Pedestrian	Pedestrian	ADMIRAL ST	HAWKINS ST	2025-06-27	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	1	NA	41.84593	-71.42843	FALSE	FALSE	Admiral Street and Hawkins Street, Providence, RI, USA	FALSE	-71.42838139999999	41.8459428	intersection	geometric_center	admiral st & hawkins st, providence, ri 02908, usa	NA	NA	NA	NA	41.8459428	-71.42838139999999	4.274698207076226
88	2025-06-27	925569	15:06:00	Vehicle - Pedestrian	Pedestrian	WENDELL ST	SUPERIOR ST	2025-06-27	One-Way Trafficway	Dry	Daylight	Clear	Sideswipe, Same Direction	No	No Controls	3	0	No Injury	2	NA	41.81118	-71.43335	FALSE	FALSE	Wendell Street and Superior Street, Providence, RI, USA	FALSE	-71.4343794	41.8110048	intersection	geometric_center	wendell st & superior st, providence, ri 02907, usa	NA	NA	NA	NA	41.8110048	-71.4343794	87.60944151765774
93	2025-06-27	925551	08:52:00	Vehicle - Pedestrian	Pedestrian	HOPE ST	CUSHING ST	2025-06-27	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Complains Of Pain	1	NA	41.83019	-71.39872	FALSE	FALSE	Hope Street and Cushing Street, Providence, RI, USA	FALSE	-71.3987162	41.8301969	intersection	geometric_center	hope st & cushing st, providence, ri 02906, usa	NA	NA	NA	NA	41.8301969	-71.3987162	0.8302616527434363
116	2025-06-25	925558	16:20:00	Vehicle - Pedestrian	Bicycle	ELMWOOD AVE	ELMWOOD AVE	2025-06-27	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	1	NA	41.8112	-71.42317	FALSE	FALSE	Elmwood Ave and Elmwood Ave, Providence, RI, USA	FALSE	-71.4246181	41.795266	route	geometric_center	elmwood ave, providence, ri, usa	NA	NA	NA	NA	41.795266	-71.4246181	1777.8305058921403
120	2025-06-25	925519	19:06:00	Vehicle - Pedestrian	Pedestrian	79 elmwood ave	NA	2025-06-25	Two-Way , Not Divided	Dry	Daylight	Clear	Sideswipe, Same Direction	Yes, M/V and Driver Left Scene	No Controls	3	0	No Injury	2	NA	NA	NA	TRUE	TRUE	79 Elmwood Ave, Providence, RI, USA	FALSE	-71.4244661	41.81036719999999	premise	rooftop	79 elmwood ave, providence, ri 02907, usa	NA	NA	NA	NA	41.81036719999999	-71.4244661	NA
121	2025-06-25	925515	15:53:00	Vehicle - Pedestrian	Pedestrian	ASHBURTON ST	RANDALL ST	2025-06-25	One-Way Trafficway	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Incapacitating	1	NA	41.83611	-71.41234	FALSE	FALSE	Ashburton Street and Randall Street, Providence, RI, USA	FALSE	-71.41225969999999	41.83607170000001	intersection	geometric_center	randall st & ashburton, providence, ri 02904, usa	NA	NA	NA	NA	41.83607170000001	-71.41225969999999	7.907821341866588
137	2025-06-24	925489	14:38:00	Vehicle - Pedestrian	Pedestrian	North Main St	DOYLE AVE	2025-06-24	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	3	1	Complains Of Pain	1	NA	41.83817	-71.40927	FALSE	FALSE	North Main Street and Doyle Ave, Providence, RI, USA	FALSE	-71.4092347	41.8383506	intersection	geometric_center	n main st & doyle ave, providence, ri 02906, usa	NA	NA	NA	NA	41.8383506	-71.4092347	20.316349383112232
151	2025-06-24	925543	14:52:00	Vehicle - Pedestrian	Pedestrian	Dean St	BOWDITCH PL	2025-06-26	Unknown	Dry	Daylight	Clear	Rear - to - Side	Yes, M/V and Driver Left Scene	No Controls	2	0	No Injury	2	NA	41.81996	-71.42136	FALSE	FALSE	Dean Street and Bowditch Pl, Providence, RI, USA	FALSE	-71.4213971	41.8200157	intersection	geometric_center	bowditch pl & dean st, providence, ri 02903, usa	NA	NA	NA	NA	41.8200157	-71.4213971	6.922364099764394
195	2025-06-22	925394	02:08:00	Vehicle - Pedestrian	Pedestrian	HILLCREST AVE	FREEDOM RD	2025-06-22	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	3	1	Non-Incapacitating	1	NA	41.83152	-71.45897	FALSE	FALSE	Hillcrest Ave and Freedom Rd, Providence, RI, USA	FALSE	-71.45897579999999	41.8316958	intersection	geometric_center	hillcrest ave & freedom rd, providence, ri 02909, usa	NA	NA	NA	NA	41.8316958	-71.45897579999999	19.575878712649327
216	2025-06-21	925422	22:14:00	Vehicle - Pedestrian	Scooter	CRANSTON ST	DODGE ST	2025-06-22	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Sideswipe, Same Direction	No	No Controls	2	0	No Injury	1	NA	41.81504	-71.42522	FALSE	FALSE	Cranston Street and Dodge Street, Providence, RI, USA	FALSE	-71.42590109999999	41.8145698	intersection	geometric_center	cranston st & dodge st, providence, ri 02907, usa	NA	NA	NA	NA	41.8145698	-71.42590109999999	77.02573436243993
227	2025-06-21	925436	20:00:00	Vehicle - Pedestrian	Pedestrian	BROADWAY	GREENMAN LN	2025-06-23	Unknown	Dry	Dark - Unknown Lighting	Clear	Sideswipe, Same Direction	Yes, M/V and Driver Left Scene	Unknown	1	1	Complains Of Pain	1	NA	41.82232	-71.41867	FALSE	FALSE	Broadway and Greenman Ln, Providence, RI, USA	FALSE	-71.4119953	41.8109879	doctor	rooftop	101 dudley st, providence, ri 02905, usa	NA	NA	NA	NA	41.8109879	-71.4119953	1377.6770455316816
234	2025-06-21	925384	02:48:00	Vehicle - Pedestrian	Pedestrian	SERVICE ROAD 7	SERVICE ROAD 7	2025-06-21	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	1	Incapacitating	1	NA	41.81966	-71.41982	FALSE	FALSE	Service Road 7 and Service Road 7, Providence, RI, USA	FALSE	-71.3905036	41.79329269999999	street_address	rooftop	7 service rd #7, providence, ri 02905, usa	NA	NA	NA	NA	41.79329269999999	-71.3905036	3812.208488458794
252	2025-06-20	925363	18:06:00	Vehicle - Pedestrian	Bicycle	WESTMINSTER ST	HARKNESS ST	2025-06-20	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	1	NA	41.81628	-71.43396	FALSE	FALSE	Westminster Street and Harkness Street, Providence, RI, USA	FALSE	-71.4339572	41.8163198	intersection	geometric_center	westminster st & harkness st, providence, ri 02909, usa	NA	NA	NA	NA	41.8163198	-71.4339572	4.436601599713946
261	2025-06-20	925349	07:04:00	Vehicle - Pedestrian	Pedestrian	HARRIS AVE	ATWELLS AVE	2025-06-20	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	1	NA	41.82446	-71.4355	FALSE	FALSE	Harris Ave and Atwells Ave, Providence, RI, USA	FALSE	-71.4354014	41.8244572	intersection	geometric_center	atwells ave & harris ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8244572	-71.4354014	8.185233498549849
278	2025-06-19	925346	11:58:00	Vehicle - Pedestrian	Pedestrian	BROADWAY	KNIGHT ST	2025-06-20	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	2	1	Complains Of Pain	1	NA	41.8199	-71.42894	FALSE	FALSE	Broadway and Knight Street, Providence, RI, USA	FALSE	-71.4298422	41.8202494	route	geometric_center	knight st, providence, ri, usa	Broadway & Knight Street, Providence, RI, USA	Ei1Ccm9hZHdheSAmIEtuaWdodCBTdHJlZXQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgmvZYGEdUXkiRHAVmwJ-u4XKRIUChIJr2WBhHVF5IkRwFZsCfruFykaFAoSCaW15YZ1ReSJERrCM7HXpG-zGhQKEgkPqvF6dUXkiRGsZxyELkktfCIKDccy7RgVj79s1Q	41.8198215	-71.4293361	41.8198215	-71.4293361	34.00264317706615
287	2025-06-19	925327	14:42:00	Vehicle - Pedestrian	Pedestrian	MEDWAY ST	WAYLAND AVE	2025-06-19	Unknown	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	1	NA	41.82924	-71.38906	FALSE	FALSE	Medway Street and Wayland Ave, Providence, RI, USA	FALSE	-71.3881767	41.8293413	intersection	geometric_center	wayland ave & medway st, providence, ri 02906, usa	NA	NA	NA	NA	41.8293413	-71.3881767	74.13074229561047
289	2025-06-19	925332	18:22:00	Vehicle - Pedestrian	Pedestrian	MESSER ST	KENWOOD ST	2025-06-19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	1	NA	41.81002	-71.43465	FALSE	FALSE	Messer Street and Kenwood Street, Providence, RI, USA	FALSE	-71.43436179999999	41.8099561	intersection	geometric_center	kenwood st & messer st, providence, ri 02909, usa	NA	NA	NA	NA	41.8099561	-71.43436179999999	24.948409869940335
314	2025-06-18	925362	19:09:00	Vehicle - Pedestrian	Pedestrian	EMPIRE ST	WASHINGTON ST	2025-06-20	Two-Way , Not Divided	Dry	Daylight	Clear	Unknown	Yes, M/V and Driver Left Scene	No Controls	2	0	No Injury	2	NA	41.82171	-71.41631	FALSE	FALSE	Empire Street and Washington Street, Providence, RI, USA	FALSE	-71.4164272	41.8218699	intersection	geometric_center	empire st & washington st, providence, ri 02903, usa	NA	NA	NA	NA	41.8218699	-71.4164272	20.28224571365845
319	2025-06-18	925275	04:58:00	Vehicle - Pedestrian	Pedestrian	RUGGLES ST	CHALKSTONE AVE	2025-06-18	Two-Way, Divided, Unprotected (painted>4feet) Medium	Wet	Dawn	Clear	Unknown	Yes, M/V and Driver Left Scene	No Controls	2	0	No Injury	2	NA	41.83616	-71.42824	FALSE	FALSE	Ruggles Street and Chalkstone Ave, Providence, RI, USA	FALSE	-71.4281464	41.8346408	intersection	geometric_center	chalkstone ave & ruggles st, providence, ri 02908, usa	NA	NA	NA	NA	41.8346408	-71.4281464	169.29465919220365
320	2025-06-18	925276	07:31:00	Vehicle - Pedestrian	Pedestrian	POTTERS AVE	BROAD ST	2025-06-18	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Fog, Smog, Smoke	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Flashing Traffic Control Signal	2	1	Non-Incapacitating	1	NA	41.80299	-71.41885	FALSE	FALSE	Potters Ave and Broad Street, Providence, RI, USA	FALSE	-71.4188999	41.80300099999999	intersection	geometric_center	potters ave & broad st, providence, ri 02905, usa	NA	NA	NA	NA	41.80300099999999	-71.4188999	4.3180700003976025
330	2025-06-17	925268	14:27:00	Vehicle - Pedestrian	Pedestrian	Eaton Street	Malbone Street	2025-06-17	Two-Way , Not Divided	Wet	Daylight	Rain	Angle (Front - to - Side) Right Angle (Includes Broadside)	Yes, M/V and Driver Left Scene	No Controls	3	0	No Injury	2	NA	NA	NA	FALSE	FALSE	Eaton Street and Malbone Street, Providence, RI, USA	FALSE	-71.42758169999999	41.8409686	intersection	geometric_center	eaton st & malbone st, providence, ri 02908, usa	NA	NA	NA	NA	41.8409686	-71.42758169999999	NA
355	2025-06-16	925255	22:30:00	Vehicle - Pedestrian	Pedestrian	CRANSTON ST	HUNTINGTON AVE	2025-06-17	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	1	Complains Of Pain	1	NA	41.80376	-71.43922	FALSE	FALSE	Cranston Street and Huntington Ave, Providence, RI, USA	FALSE	-71.4392216	41.80375230000001	intersection	geometric_center	cranston st & huntington ave, providence, ri 02907, usa	NA	NA	NA	NA	41.80375230000001	-71.4392216	0.8673818221225703
360	2025-06-16	925223	00:30:00	Vehicle - Pedestrian	Pedestrian	ACORN ST	SPRUCE ST	2025-06-16	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Sideswipe, Same Direction	Yes, M/V and Driver Left Scene	No Controls	3	0	No Injury	2	NA	41.82423	-71.42797	FALSE	FALSE	Acorn Street and Spruce Street, Providence, RI, USA	FALSE	-71.4279656	41.8244022	intersection	geometric_center	acorn st & spruce st, providence, ri 02903, usa	NA	NA	NA	NA	41.8244022	-71.4279656	19.17269096957849
363	2025-06-16	925231	09:51:00	Vehicle - Pedestrian	Scooter	COLLEGE ST	MEMORIAL BLVD	2025-06-16	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Non-Incapacitating	1	NA	41.8254	-71.40852	FALSE	FALSE	College Street and Memorial Blvd, Providence, RI, USA	FALSE	-71.4134299	41.826406	route	geometric_center	memorial blvd, providence, ri 02903, usa	College Street & Memorial Blvd, Providence, RI, USA	EjNDb2xsZWdlIFN0cmVldCAmIE1lbW9yaWFsIEJsdmQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEglFd5NeFkXkiRE-ZeYWZ8ZcoxIUChIJRXeTXhZF5IkRPmXmFmfGXKMaFAoSCdHlyy0WReSJEfVO_Fs18GQ-GhQKEgn3LDO1FkXkiRGsznR5eOTavSIKDecI7hgVU-Jv1Q	41.8253031	-71.40878529999999	41.8253031	-71.40878529999999	24.508882534316758
370	2025-06-15	925227	23:54:00	Vehicle - Pedestrian	Pedestrian	BROAD ST / BYFIELD ST	BROAD ST / BYFIELD ST	2025-06-16	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Sidwswipe, Opposite Direction	Yes, M/V and Driver Left Scene	No Controls	4	0	No Injury	2	NA	NA	NA	FALSE	FALSE	Broad Street / Byfield St and Broad St / Byfield Street, Providence, RI, USA	FALSE	-71.40992229999999	41.7944069	intersection	geometric_center	byfield st & broad st, providence, ri 02905, usa	NA	NA	NA	NA	41.7944069	-71.40992229999999	NA
373	2025-06-15	925220	21:35:00	Vehicle - Pedestrian	Pedestrian	VALLEY ST	WOLCOTT ST	2025-06-16	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	1	NA	41.8291	-71.43312	FALSE	FALSE	Valley Street and Wolcott Street, Providence, RI, USA	FALSE	-71.43333059999999	41.8290223	intersection	geometric_center	valley st & wolcott st, providence, ri 02908, usa	NA	NA	NA	NA	41.8290223	-71.43333059999999	19.49301485630158
391	2025-06-14	925325	19:56:00	Vehicle - Pedestrian	Pedestrian	ELMWOOD AVE	EXIT	2025-06-19	Two-Way , Not Divided	Dry	Daylight	Clear	Sideswipe, Same Direction	No	Unknown	1	0	No Injury	1	NA	41.78096	-71.41992	FALSE	FALSE	Elmwood Ave and Exit, Providence, RI, USA	FALSE	-71.414199	41.8245558	locality	approximate	providence, ri, usa	NA	NA	NA	NA	41.8245558	-71.414199	4876.227403787925
417	2025-06-13	925160	02:43:00	Vehicle - Pedestrian	Pedestrian	BROAD STREET	HASKINS STREET	2025-06-13	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Not Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	1	NA	41.81573	-71.4186	FALSE	FALSE	Broad Street and Haskins Street, Providence, RI, USA	FALSE	-71.4196691	41.8161624	intersection	geometric_center	haskins st & broad st, providence, ri 02903, usa	NA	NA	NA	NA	41.8161624	-71.4196691	100.91737327606675
445	2025-06-12	925149	15:40:00	Vehicle - Pedestrian	Pedestrian	WEYBOSSET ST	DORRANCE ST	2025-06-12	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	1	NA	41.82307	-71.41098	FALSE	FALSE	Weybosset Street and Dorrance Street, Providence, RI, USA	FALSE	-71.4109838	41.823088	intersection	geometric_center	weybosset st & dorrance st, providence, ri 02903, usa	NA	NA	NA	NA	41.823088	-71.4109838	2.028395769272093
454	2025-06-11	925139	14:30:00	Vehicle - Pedestrian	Scooter	PINE ST	NA	2025-06-12	Unknown	Dry	Daylight	Clear	Unknown	No	Unknown	2	0	Unknown	1	NA	NA	NA	FALSE	TRUE	Pine Street, Providence, RI, USA	FALSE	-71.4148938	41.8173996	route	geometric_center	pine st, providence, ri, usa	NA	NA	NA	NA	41.8173996	-71.4148938	NA
456	2025-06-11	925118	14:30:00	Vehicle - Pedestrian	Pedestrian	BROADWAY	VALLEY ST	2025-06-11	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	1	NA	41.81683	-71.44101	FALSE	FALSE	Broadway and Valley Street, Providence, RI, USA	FALSE	-71.436167	41.8275414	route	geometric_center	valley st, providence, ri, usa	Broadway & Valley Street, Providence, RI, USA	Ei1Ccm9hZHdheSAmIFZhbGxleSBTdHJlZXQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEglPQjeFmkXkiRFay9YdHmK0gBIUChIJT0I3hZpF5IkRWsvWHR5itIAaFAoSCaW15YZ1ReSJERrCM7HXpG-zGhQKEgn71PW-oUXkiRFACHbbKx7jfCIKDS2-7BgVafdq1Q	41.8168365	-71.4410135	41.8168365	-71.4410135	0.7796670473293568
464	2025-06-11	925123	16:10:00	Vehicle - Pedestrian	Pedestrian	EXCHANGE TERR	EXCHANGE ST	2025-06-11	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	5	1	Complains Of Pain	1	NA	41.82611	-71.4116	FALSE	FALSE	Exchange Terr and Exchange Street, Providence, RI, USA	FALSE	-71.41162299999999	41.8261316	intersection	geometric_center	exchange ter & exchange st, providence, ri 02903, usa	NA	NA	NA	NA	41.8261316	-71.41162299999999	3.069479995202243
476	2025-06-11	925174	17:50:00	Vehicle - Pedestrian	Scooter	EAGLE ST	VALLEY ST	2025-06-13	Unknown	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	Unknown	4	1	Complains Of Pain	1	NA	41.82732	-71.43633	FALSE	FALSE	Eagle Street and Valley Street, Providence, RI, USA	FALSE	-71.4364137	41.8274345	intersection	geometric_center	valley st & eagle st, providence, ri 02908, usa	NA	NA	NA	NA	41.8274345	-71.4364137	14.51438257388523
504	2025-06-10	925098	18:38:00	Vehicle - Pedestrian	Pedestrian	Killingly St	KILLINGLY ST	2025-06-10	Two-Way , Not Divided	Dry	Daylight	Rain	Other	No	No Controls	4	1	Complains Of Pain	1	NA	41.81408	-71.46186	FALSE	FALSE	Killingly Street and Killingly Street, Providence, RI, USA	FALSE	-71.4700583	41.8217334	route	geometric_center	killingly st, rhode island, usa	NA	NA	NA	NA	41.8217334	-71.4700583	1090.1682550982207
568	2025-06-06	925286	13:56:00	Vehicle - Pedestrian	Pedestrian	MORRIS AVE	OLNEY ST	2025-06-18	Two-Way , Not Divided	Dry	Daylight	Clear	Sideswipe, Same Direction	Yes, M/V and Driver Left Scene	Unknown	1	1	Complains Of Pain	1	NA	41.83593	-71.39803	FALSE	FALSE	Morris Ave and Olney Street, Providence, RI, USA	FALSE	-71.3980116	41.8359262	intersection	geometric_center	olney st & morris ave, providence, ri 02906, usa	NA	NA	NA	NA	41.8359262	-71.3980116	1.583628706571972
586	2025-06-06	924981	10:38:00	Vehicle - Pedestrian	Pedestrian	HOPE ST	10TH ST	2025-06-06	Two-Way , Not Divided	Dry	Dawn	Clear	Rear End(Front-to-Rear)	Yes, M/V and Driver Left Scene	No Controls	3	0	No Injury	2	NA	41.85452	-71.39232	FALSE	FALSE	Hope Street and 10th Street, Providence, RI, USA	FALSE	-71.39244289999999	41.854320800000004	intersection	geometric_center	hope st & 10th st, providence, ri 02906, usa	NA	NA	NA	NA	41.854320800000004	-71.39244289999999	24.404224094170587
594	2025-06-06	925030	17:39:00	Vehicle - Pedestrian	Pedestrian	GENERAL ST	PHEBE ST	2025-06-08	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	Yes, M/V and Driver Left Scene	Stop Signs	2	0	Unknown	2	NA	41.85353	-71.44186	FALSE	FALSE	General Street and Phebe Street, Providence, RI, USA	FALSE	-71.44189949999999	41.8535417	intersection	geometric_center	phebe st & general st, providence, ri 02904, usa	NA	NA	NA	NA	41.8535417	-71.44189949999999	3.5246742376138616
615	2025-06-05	924939	13:11:00	Vehicle - Pedestrian	Pedestrian	BROAD ST	JILLSON ST	2025-06-05	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Unknown	2	1	Non-Incapacitating	1	NA	41.79103	-71.40589	FALSE	FALSE	Broad Street and Jillson Street, Providence, RI, USA	FALSE	-71.405872	41.79104419999999	intersection	geometric_center	jillson st & broad st, providence, ri 02905, usa	NA	NA	NA	NA	41.79104419999999	-71.405872	2.1750026299575485
618	2025-06-05	924942	12:38:00	Vehicle - Pedestrian	Bicycle	TOCKWOTTON ST	S MAIN ST	2025-06-05	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Same Direction	No	Stop Signs	3	1	Complains Of Pain	1	NA	41.81692	-71.4001	FALSE	FALSE	Tockwotton Street and S Main Street, Providence, RI, USA	FALSE	-71.39904419999999	41.8174589	intersection	geometric_center	s main st & tockwotton st, providence, ri 02903, usa	NA	NA	NA	NA	41.8174589	-71.39904419999999	106.16667967152057
635	2025-06-05	924993	18:36:00	Vehicle - Pedestrian	Pedestrian	HOPE ST	KEENE ST	2025-06-06	Two-Way , Not Divided	Dry	Daylight	Clear	Sideswipe, Same Direction	Yes, M/V and Driver Left Scene	No Controls	2	0	Unknown	2	NA	41.83229	-71.40039	FALSE	FALSE	Hope Street and Keene Street, Providence, RI, USA	FALSE	-71.4003718	41.8322901	intersection	geometric_center	hope st & keene st, providence, ri 02906, usa	NA	NA	NA	NA	41.8322901	-71.4003718	1.5096251180514033
