row_number	crash_date	crash_report_id	crash_time	collision_type	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	has_st_number	is_intersection_null	address_sent_to_geocoder	api_coord_conf	best_coordinate_set	manually_qaed_record	street_intersects_self	best_coordinate_set_expanded	final_lat	final_lon	year	month
2133	2015-10-28	326227	0:51:00	Pedestrian	1	NA	FALSE	FALSE	1	STATE HWY 146	I 95	10/28/15	Two-Way, Divided, Positive Median Barrier	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes	No Controls	4	1	Pain Reported	2	41.83688	-71.41572	FALSE	FALSE	State Hwy 146 and I 95, Providence, RI, USA	Med	Raw	TRUE	FALSE	Raw	41.83688	-71.41572	2015	October
2134	2015-10-28	326320	11:38:00	Pedestrian	1	NA	FALSE	FALSE	1	Chalkstone Ave	ACADEMY Ave	10/28/15	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes	Traffic Control Signal	1	1	Pain Reported	2	41.83245	-71.44453	FALSE	FALSE	Chalkstone Ave and Academy Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83245	-71.44453	2015	October
2135	2015-10-28	326550	21:03:00	Pedestrian	1	NA	FALSE	FALSE	1	ADMIRAL ST	DOUGLAS AVE	10/28/15	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Pain Reported	NA	41.84605	-71.429	FALSE	FALSE	Admiral Street and Douglas Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.84605	-71.429	2015	October
2132	2015-10-29	326998	18:09:00	Pedestrian	1	NA	FALSE	FALSE	1	N MAIN ST	N MAIN ST	10/29/15	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes	No Controls	1	1	Non-Incapacitating	NA	41.83924	-71.40903	FALSE	FALSE	N Main Street and N Main Street, Providence, RI, USA	Med	Raw	TRUE	TRUE	Raw	41.83924	-71.40903	2015	October
2130	2015-10-30	327090	8:39:00	Pedestrian	2	NA	FALSE	FALSE	1	CRANSTON ST	BRIDGHAM ST	10/30/15	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	5	2	Pain Reported	NA	41.81396	-71.42694	FALSE	FALSE	Cranston Street and Bridgham Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81396	-71.42694	2015	October
2131	2015-10-30	327156	13:34:00	Bicycle	NA	1	FALSE	FALSE	1	Broadway	KNIGHT ST	10/30/15	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes	Traffic Control Signal	2	1	Pain Reported	2	41.8198	-71.42936	FALSE	FALSE	Broadway and Knight Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.8198	-71.42936	2015	October
2128	2015-10-31	327416	14:08:00	Pedestrian	1	NA	FALSE	FALSE	1	10 LEAH ST	ATWELLS AVE	10/31/15	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Pain Reported	2	41.82559	-71.45148	TRUE	FALSE	10 Leah Street, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.82559	-71.45148	2015	October
2129	2015-10-31	327547	22:01:00	Bicycle	NA	1	FALSE	FALSE	1	GORDON AVE	OXFORD ST	10/31/15	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes	No Controls	1	1	Non-Incapacitating	2	41.80116	-71.41466	FALSE	FALSE	Gordon Ave and Oxford Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80116	-71.41466	2015	October
2127	2015-11-02	328278	21:32:00	Pedestrian	1	NA	FALSE	FALSE	1	295 ACADEMY AVE	CHALKSTONE AVE	11/2/15	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Other	No	No Controls	3	0	No Injury	NA	41.83277	-71.44449	TRUE	FALSE	295 Academy Ave, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.83277	-71.44449	2015	November
2125	2015-11-03	328418	8:19:00	Pedestrian	1	NA	FALSE	FALSE	1	1481 BROAD ST	FRICKER ST	11/3/15	One-Way Trafficway	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	No Controls	2	1	Pain Reported	NA	41.81528	-71.42066	TRUE	FALSE	1481 Broad Street, Providence, RI, USA	High	Raw	TRUE	FALSE	Raw	41.81528	-71.42066	2015	November
2126	2015-11-03	328542	18:15:00	Bicycle	NA	1	FALSE	FALSE	1	RESERVOIR AVE	ELMWOOD AVE	11/3/15	Unknown	Dry	Dark - Lighted	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Traffic Control Signal	3	0	No Injury	NA	41.79765	-71.42608	FALSE	FALSE	Reservoir Ave and Elmwood Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.79765	-71.42608	2015	November
2124	2015-11-04	329258	20:00:00	Pedestrian	1	NA	FALSE	FALSE	1	200 UNION AVENUE	CUMERFORD ST	11/5/15	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Angle (Front - to - Side) Same Direction	No	No Controls	2	1	Pain Reported	NA	41.8079	-71.44345	TRUE	FALSE	200 Union Avenue, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.8079	-71.44345	2015	November
2121	2015-11-05	329218	8:15:00	Pedestrian	1	NA	FALSE	FALSE	1	EXCHANGE TER	FRANCIS ST	11/5/15	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Pain Reported	NA	41.82502	-71.41483	FALSE	FALSE	Exchange Ter and Francis Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82502	-71.41483	2015	November
2122	2015-11-05	329255	7:08:00	Pedestrian	1	NA	FALSE	FALSE	1	COMMON STREET	SMITH ST	11/5/15	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	2	1	Pain Reported	1	41.83266	-71.4192	FALSE	FALSE	Common Street and Smith Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83266	-71.4192	2015	November
2123	2015-11-05	329485	18:42:00	Pedestrian	1	NA	FALSE	FALSE	1	POTTERS AVE	BROAD ST	11/5/15	Two-Way , Not Divided	Dry	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Pain Reported	NA	41.80302	-71.4187	FALSE	FALSE	Potters Ave and Broad Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80302	-71.4187	2015	November
2118	2015-11-06	329620	9:48:00	Pedestrian	1	NA	FALSE	FALSE	1	FRANCIS ST	MEMORIAL BLVD	11/6/15	Two-Way, Divided, Unprotected (painted>4feet) Medium	Wet	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	1	1	Pain Reported	NA	41.82609	-71.41543	FALSE	FALSE	Francis Street and Memorial Blvd, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.82609	-71.41543	2015	November
2119	2015-11-06	329633	14:49:00	Pedestrian	1	NA	FALSE	FALSE	1	BRANCH AVE	W RIVER ST	11/6/15	Unknown	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Pain Reported	NA	41.84704	-71.41299	FALSE	FALSE	Branch Ave and W River Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.84704	-71.41299	2015	November
2120	2015-11-06	329688	18:01:00	Pedestrian	1	NA	FALSE	FALSE	1	CANTON ST	CHALKSTONE AVE	11/6/15	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Incapacitating	NA	41.83213	-71.44247	FALSE	FALSE	Canton Street and Chalkstone Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83213	-71.44247	2015	November
2117	2015-11-09	330284	17:53:00	Bicycle	NA	1	FALSE	FALSE	1	BROAD ST	CENTRAL ST	11/9/15	Two-Way , Not Divided	Dry	Dusk	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	0	No Injury	NA	41.81319	-71.42192	FALSE	FALSE	Broad Street and Central Street, Providence, RI, USA	Med High	Raw	TRUE	FALSE	Raw	41.81319	-71.42192	2015	November
2116	2015-11-10	330374	15:18:00	Pedestrian	1	NA	FALSE	FALSE	1	GEORGE ST	BROOK ST	11/10/15	Two-Way , Not Divided	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	Yes	Stop Signs	1	0	No Injury	2	41.82561	-71.39906	FALSE	FALSE	George Street and Brook Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.82561	-71.39906	2015	November
2115	2015-11-11	330544	15:40:00	Bicycle	NA	1	FALSE	FALSE	1	DOUGLAS AVE	LANCASHIRE ST	11/11/15	Two-Way, Divided, Unprotected (painted>4feet) Medium	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	0	No Injury	NA	41.8488	-71.43218	FALSE	FALSE	Douglas Ave and Lancashire Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.8488	-71.43218	2015	November
2113	2015-11-12	330650	9:45:00	Bicycle	NA	1	FALSE	FALSE	1	WATERMAN ST	HOPE ST	11/12/15	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Rear End(Front-to-Rear)	No	No Controls	3	1	Pain Reported	NA	41.82758	-71.39723	FALSE	FALSE	Waterman Street and Hope Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82758	-71.39723	2015	November
2114	2015-11-12	330759	16:17:00	Pedestrian	4	NA	FALSE	FALSE	1	ANGELL ST	ARLINGTON AVE	11/12/15	One-Way Trafficway	Wet	Dusk	Rain	Not a Collision Between Two Motor Vehicles in Transport	Yes	Stop Signs	7	4	Non-Incapacitating	NA	41.82937	-71.39217	FALSE	FALSE	Angell Street and Arlington Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82937	-71.39217	2015	November
2110	2015-11-13	330967	17:35:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	EARLY ST	11/13/15	Two-Way , Not Divided	Dry	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	1	Pain Reported	NA	41.79533	-71.41111	FALSE	FALSE	Broad Street and Early Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.79533	-71.41111	2015	November
2111	2015-11-13	332449	13:33:00	Bicycle	NA	1	FALSE	FALSE	1	Hartford Ave	Plainfield St	11/18/15	Unknown	Dry	Daylight	Clear	Other	No	No Controls	2	1	Pain Reported	NA	41.8168	-71.44494	FALSE	FALSE	Hartford Ave and Plainfield Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.8168	-71.44494	2015	November
2112	2015-11-13	375280	8:16:00	Pedestrian	1	NA	FALSE	FALSE	1	BRANCH AVE	CHARLES ST	4/4/16	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Other	Yes	Traffic Control Signal	1	1	Pain Reported	NA	41.85029	-71.42004	FALSE	FALSE	Branch Ave and Charles Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.85029	-71.42004	2015	November
2109	2015-11-15	331337	16:34:00	Pedestrian	1	NA	FALSE	FALSE	1	593 EDDY ST	NA	11/15/15	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	1	Pain Reported	NA	41.81124	-71.40713	TRUE	TRUE	593 Eddy Street, Providence, RI, USA	High	Raw	TRUE	FALSE	Raw	41.81124	-71.40713	2015	November
2106	2015-11-16	331477	9:38:00	Bicycle	NA	1	FALSE	FALSE	1	ROCHAMBEAU AVE	HOPE ST	11/16/15	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	4	1	Pain Reported	NA	41.84691	-71.39603	FALSE	FALSE	Rochambeau Ave and Hope Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.84691	-71.39603	2015	November
2107	2015-11-16	332082	20:29:00	Pedestrian	1	NA	FALSE	FALSE	1	WESTMINSTER ST	BRIDGHAM ST	11/16/15	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	6	1	Pain Reported	2	41.8169	-71.42854	FALSE	FALSE	Westminster Street and Bridgham Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.8169	-71.42854	2015	November
2108	2015-11-16	332085	18:14:00	Pedestrian	1	NA	FALSE	FALSE	1	ALLENS AVE	CHAPMAN ST	11/16/15	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Other	No	No Controls	2	1	Pain Reported	NA	41.7934	-71.39745	FALSE	FALSE	Allens Ave and Chapman Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.7934	-71.39745	2015	November
2105	2015-11-17	332315	15:00:00	Pedestrian	1	NA	FALSE	FALSE	1	ADMIRAL ST	ADMIRAL ST	11/17/15	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	0	No Injury	NA	41.84083	-71.41768	FALSE	FALSE	Admiral Street and Admiral Street, Providence, RI, USA	Med	Raw	TRUE	TRUE	Raw	41.84083	-71.41768	2015	November
2103	2015-11-19	332626	13:43:00	Bicycle	NA	1	FALSE	FALSE	1	SMITH ST	PINEHURST AVE	11/19/15	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes	No Controls	1	1	Pain Reported	NA	41.83711	-71.43247	FALSE	FALSE	Smith Street and Pinehurst Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83711	-71.43247	2015	November
2104	2015-11-19	332632	14:40:00	Bicycle	NA	1	FALSE	FALSE	1	VALLEY ST	DELAINE ST	11/19/15	Two-Way, Divided, Unprotected (painted>4feet) Medium	Wet	Daylight	Sleet, Hail (Freezing Rain or Drizzle)	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Pain Reported	NA	41.81951	-71.4405	FALSE	FALSE	Valley Street and Delaine Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81951	-71.4405	2015	November
2102	2015-11-20	333017	18:28:00	Pedestrian	2	NA	FALSE	FALSE	1	649 ADMIRAL ST	GLOUCESTER ST	11/20/15	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	2	Incapacitating	NA	41.8489	-71.43822	TRUE	FALSE	649 Admiral Street, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.8489	-71.43822	2015	November
2101	2015-11-21	333400	14:36:00	Pedestrian	2	NA	FALSE	FALSE	1	SERVICE ROAD 7	BROADWAY	11/22/15	One-Way Trafficway	Dry	Daylight	Clear	Other	No	Traffic Control Signal	7	2	Pain Reported	NA	41.82178	-71.4208	FALSE	FALSE	Service Road 7 and Broadway, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82178	-71.4208	2015	November
2100	2015-11-22	333434	19:02:00	Pedestrian	1	NA	FALSE	FALSE	1	71 Putnam St	KOSSUTH ST	11/22/15	Two-Way, Divided, Unprotected (painted>4feet) Medium	Wet	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes	No Controls	2	1	Non-Incapacitating	NA	41.82266	-71.44404	TRUE	FALSE	71 Putnam Street, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.82266	-71.44404	2015	November
2096	2015-11-23	333533	10:13:00	Pedestrian	1	NA	FALSE	FALSE	1	14 Pleasant Valley Pkwy	Kinsley St	11/23/15	Unknown	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Pain Reported	NA	41.82977	-71.4271	TRUE	FALSE	14 Pleasant Valley Pkwy, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.82977	-71.4271	2015	November
2097	2015-11-23	333629	14:55:00	Bicycle	NA	1	FALSE	FALSE	1	MESSER ST	CRANSTON ST	11/23/15	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes	Stop Signs	1	0	No Injury	NA	41.80963	-71.43345	FALSE	FALSE	Messer Street and Cranston Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80963	-71.43345	2015	November
2098	2015-11-23	333710	14:17:00	Pedestrian	1	NA	FALSE	FALSE	1	117 BYFIELD ST	OCEAN ST	11/23/15	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes	No Controls	1	1	Pain Reported	NA	41.79565	-71.4075	TRUE	FALSE	117 Byfield Street, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.79565	-71.4075	2015	November
2099	2015-11-23	334042	16:52:00	Pedestrian	1	NA	FALSE	FALSE	1	1196 ELMWOOD AVE	SAWYER ST	11/24/15	Two-Way , Not Divided	Dry	Dusk	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Pain Reported	NA	41.77906	-71.4205	TRUE	FALSE	1196 Elmwood Ave, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.77906	-71.4205	2015	November
2094	2015-11-24	333996	11:33:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	HASKINS ST	11/24/15	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	2	1	Pain Reported	NA	41.81617	-71.41963	FALSE	FALSE	Broad Street and Haskins Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.81617	-71.41963	2015	November
2095	2015-11-24	333998	12:06:00	Pedestrian	1	NA	FALSE	FALSE	1	MATHEWSON ST	WASHINGTON ST	11/24/15	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Pain Reported	NA	41.82317	-71.41495	FALSE	FALSE	Mathewson Street and Washington Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82317	-71.41495	2015	November
2092	2015-11-25	334335	13:48:00	Pedestrian	1	NA	FALSE	FALSE	1	SILVER SPRING ST	TOURO ST	11/25/15	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Pain Reported	NA	41.84509	-71.41832	FALSE	FALSE	Silver Spring Street and Touro Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.84509	-71.41832	2015	November
2093	2015-11-25	334471	15:55:00	Pedestrian	1	NA	FALSE	FALSE	1	262 CHARLES ST	CHARLES ST EXIT 23	11/26/15	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Pain Reported	NA	41.83785	-71.41427	TRUE	FALSE	262 Charles Street, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.83785	-71.41427	2015	November
2090	2015-11-27	334622	20:42:00	Pedestrian	1	NA	FALSE	FALSE	1	BRANCH AVE	SILVER SPRING ST	11/27/15	Two-Way, Not Divided With a Continuous Left Turn Lane	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	5	1	Pain Reported	3	41.84783	-71.41469	FALSE	FALSE	Branch Ave and Silver Spring Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.84783	-71.41469	2015	November
2091	2015-11-27	334836	22:07:00	Pedestrian	1	NA	FALSE	FALSE	1	FOUNTAIN ST	EMPIRE ST	11/29/15	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Other	No	Traffic Control Signal	4	1	Non-Incapacitating	NA	41.82234	-71.41712	FALSE	FALSE	Fountain Street and Empire Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82234	-71.41712	2015	November
2088	2015-11-29	334960	17:05:00	Pedestrian	2	NA	FALSE	FALSE	1	BROADWAY	MARSHALL ST	11/29/15	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes	No Controls	6	2	Fatal	NA	41.81912	-71.43223	FALSE	FALSE	Broadway and Marshall Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.81912	-71.43223	2015	November
2089	2015-11-29	334971	20:03:00	Pedestrian	1	NA	FALSE	FALSE	1	RIVER AVE	ADMIRAL ST	11/29/15	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Pain Reported	NA	41.8492	-71.43894	FALSE	FALSE	River Ave and Admiral Street, Providence, RI, USA	Med High	Raw	TRUE	FALSE	Raw	41.8492	-71.43894	2015	November
2087	2015-11-30	335175	12:04:00	Pedestrian	1	NA	FALSE	FALSE	1	SMITHFIELD AVE	COLLYER ST	11/30/15	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Pain Reported	NA	41.85428	-71.40363	FALSE	FALSE	Smithfield Ave and Collyer Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.85428	-71.40363	2015	November
2086	2015-12-01	335641	19:41:00	Pedestrian	1	NA	FALSE	FALSE	1	ELMGROVE AVE	HUMBOLDT AVE	12/2/15	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Other	Yes	No Controls	3	1	Pain Reported	2	41.83144	-71.38987	FALSE	FALSE	Elmgrove Ave and Humboldt Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83144	-71.38987	2015	December
2084	2015-12-03	336074	6:22:00	Bicycle	NA	1	FALSE	FALSE	1	BRANCH AVE	MOY ST	12/3/15	Two-Way , Not Divided	Wet	Dawn	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes	No Controls	2	1	Non-Incapacitating	2	41.85488	-71.43627	FALSE	FALSE	Branch Ave and Moy Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.85488	-71.43627	2015	December
2085	2015-12-03	336139	10:12:00	Pedestrian	1	NA	FALSE	FALSE	1	RHODE ISLAND COLL	RHODE ISLAND COLL	12/3/15	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	3	1	Non-Incapacitating	NA	41.84085	-71.46635	FALSE	FALSE	Rhode Island Coll and Rhode Island Coll, Providence, RI, USA	Med	Raw	TRUE	TRUE	Raw	41.84085	-71.46635	2015	December
2082	2015-12-04	336415	10:08:00	Pedestrian	1	NA	FALSE	FALSE	1	EATON STREET	HUXLEY AVENUE	12/4/15	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	Traffic Control Signal	3	1	Pain Reported	2	41.83141	-71.41769	FALSE	FALSE	Eaton Street and Huxley Avenue, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	2015	December
2083	2015-12-04	336607	20:34:00	Pedestrian	1	NA	FALSE	FALSE	1	KENNEDY PLZ	NA	12/4/15	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	5	1	Non-Incapacitating	NA	41.82436	-71.41206	FALSE	TRUE	Kennedy Plz, Providence, RI, USA	Inaccurate	Raw	TRUE	FALSE	Raw	41.82436	-71.41206	2015	December
2081	2015-12-05	336719	8:14:00	Pedestrian	1	NA	FALSE	FALSE	1	ELMWOOD AVE	LENOX AVE	12/5/15	Two-Way, Divided, Positive Median Barrier	Dry	Daylight	Clear	Other	No	No Controls	3	1	Non-Incapacitating	NA	41.79524	-71.42464	FALSE	FALSE	Elmwood Ave and Lenox Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.79524	-71.42464	2015	December
2079	2015-12-09	337774	13:30:00	Bicycle	NA	1	FALSE	FALSE	1	SILVER SPRING ST	LEDGE ST	12/9/15	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	3	0	No Injury	NA	41.85319	-71.41263	FALSE	FALSE	Silver Spring Street and Ledge Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.85319	-71.41263	2015	December
2080	2015-12-09	337902	17:08:00	Pedestrian	1	NA	FALSE	FALSE	1	MOUNT PLEASANT AVE	CATHEDRAL AVE	12/9/15	Two-Way , Not Divided	Dry	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	School Zone Signs	5	1	Incapacitating	2	41.83978	-71.45202	FALSE	FALSE	Mount Pleasant Ave and Cathedral Ave, Providence, RI, USA	Med High	Raw	TRUE	FALSE	Raw	41.83978	-71.45202	2015	December
2076	2015-12-11	338546	14:12:00	Bicycle	NA	1	FALSE	FALSE	1	WAVERLY ST	DEXTER ST	12/11/15	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Pain Reported	NA	41.80681	-71.42896	FALSE	FALSE	Waverly Street and Dexter Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80681	-71.42896	2015	December
2077	2015-12-11	338595	17:05:00	Bicycle	NA	NA	FALSE	FALSE	2	IRVING AVE	BLACKSTONE BLVD	12/11/15	Two-Way, Divided, Positive Median Barrier	Dry	Dark - Lighted	Clear	Sideswipe, Same Direction	No	No Controls	7	0	No Injury	NA	41.83413	-71.38419	FALSE	FALSE	Irving Ave and Blackstone Blvd, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83413	-71.38419	2015	December
2078	2015-12-11	338663	23:05:00	Pedestrian	1	NA	FALSE	FALSE	1	SMITH ST	Richter Street	12/12/15	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Head-On (Front - to - Front)	Yes	No Controls	1	1	Pain Reported	NA	41.83608	-71.42961	FALSE	FALSE	Smith Street and Richter Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83608	-71.42961	2015	December
2075	2015-12-12	338957	19:14:00	Pedestrian	1	NA	FALSE	FALSE	1	WEYBOSSET ST	MATHEWSON ST	12/12/15	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Pain Reported	NA	41.82133	-71.4127	FALSE	FALSE	Weybosset Street and Mathewson Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82133	-71.4127	2015	December
2074	2015-12-14	339269	14:57:00	Pedestrian	1	NA	FALSE	FALSE	1	Carpenter St	KNIGHT ST	12/14/15	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	2	1	Pain Reported	NA	41.81825	-71.42749	FALSE	FALSE	Carpenter Street and Knight Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81825	-71.42749	2015	December
