row_number,crash_date,crash_report_id,crash_time,collision_type,count_pedestrian,count_bicycle,scooter,wheel_chair,number_of_vehicles,street_or_highway,nearest_intersection,report_date,type_of_roadway,road_surface_condition,light_condition,weather_condition,manner_of_impact,hit_and_run,traffic_control,person_count,injury_count,most_serious_injury,number_of_lanes,lat_raw,lon_raw,has_st_number,is_intersection_null,address_sent_to_geocoder,is_address_blank,lon_api_first_try,lat_api_first_try,type,loctype,address_returned_by_geocoder,address_returned_by_autocomplete,place_ids_autocompleted,lat_api_second_try,lon_api_second_try,lat_api_best,lon_api_best,api_coord_conf,distance_btwn_coords_meters
11,2023-04-06,892716,13:12:00,Pedestrian,1,NA,FALSE,FALSE,1,PLEASANT ST,DAGGETT CT,06-Apr-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,NA,41.83923,-71.40849,FALSE,FALSE,"Pleasant Street and Daggett Ct, Providence, RI, USA",FALSE,-71.4077254,41.839318,route,geometric_center,"daggett ct, providence, ri 02906, usa","Pleasant Street & Daggett Ct, Providence, RI, USA",EjFQbGVhc2FudCBTdHJlZXQgJiBEYWdnZXR0IEN0LCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJcSMIQOBE5IkRLfFQA4SUCqoSFAoSCXEjCEDgROSJES3xUAOElAqqGhQKEgkP7NS230TkiRGNT_QNMMYGDhoUChIJvT4cPuBE5IkRX1ZpMt79zKkiCg1cLPAYFboLcNU,41.839318,-71.40772539999999,41.839318,-71.40772539999999,Med,64.16440577920197
12,2023-04-04,892611,15:37:00,Pedestrian,1,NA,FALSE,FALSE,1,GANO ST,ANGELL ST,04-Apr-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,1,Non-Incapacitating,NA,41.82957,-71.39097,FALSE,FALSE,"Gano Street and Angell Street, Providence, RI, USA",FALSE,-71.3909687,41.8295909,intersection,geometric_center,"gano st & angell st, providence, ri 02906, usa",NA,NA,NA,NA,41.8295909,-71.3909687,Med High,2.329074911130264
13,2023-04-01,892461,22:28:00,Pedestrian,1,NA,FALSE,FALSE,1,Providence Place,Harris Ave,01-Apr-23,One-Way Trafficway,Dry,Dark - Not Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,NA,41.82779,-71.41904,FALSE,FALSE,"Providence Place and Harris Ave, Providence, RI, USA",FALSE,-71.4190148,41.827801,intersection,geometric_center,"providence pl & harris ave, providence, ri 02903, usa",NA,NA,NA,NA,41.827801,-71.4190148,Med High,2.422593077511502
14,2023-03-28,892328,23:39:00,Pedestrian,1,NA,FALSE,FALSE,1,ATWELLS AVE,ACADEMY AVE,28-Mar-23,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Incapacitating,NA,41.82478,-71.44342,FALSE,FALSE,"Atwells Ave and Academy Ave, Providence, RI, USA",FALSE,-71.4435191,41.8247997,intersection,geometric_center,"atwells ave & academy ave, providence, ri 02909, usa",NA,NA,NA,NA,41.8247997,-71.4435191,Med High,8.508210481519171
15,2023-03-28,892346,17:06:00,Other,1,NA,FALSE,FALSE,1,WESTMINSTER ST,WEYBOSSET ST,28-Mar-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,NA,41.82509,-71.40964,FALSE,FALSE,"Westminster Street and Weybosset Street, Providence, RI, USA",FALSE,-71.4098909,41.8248745,intersection,geometric_center,"weybosset st & westminster st, providence, ri 02903, usa",NA,NA,NA,NA,41.8248745,-71.4098909,Med High,31.759610023804186
16,2023-03-27,892318,12:51:00,Bicycle,NA,1,FALSE,FALSE,1,8TH ST,SUMMIT AVE,27-Mar-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,Stop Signs,2,1,Non-Incapacitating,NA,41.85973,-71.47173,TRUE,FALSE,"8th Street, Providence, RI, USA",FALSE,-71.3956931,41.8527563,route,geometric_center,"8th st, providence, ri 02906, usa",NA,NA,NA,NA,41.8527563,-71.3956931,High,6352.073592688257
17,2023-03-21,891166,16:02:00,Pedestrian,1,NA,FALSE,FALSE,1,REGENT AVE,RIVER AVE,21-Mar-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,4,1,Complains Of Pain,NA,41.83038,-71.43693,FALSE,FALSE,"Regent Ave and River Ave, Providence, RI, USA",FALSE,-71.4369363,41.8304056,intersection,geometric_center,"river ave & regent ave, providence, ri 02908, usa",NA,NA,NA,NA,41.8304056,-71.4369363,Med High,2.8972940979831017
18,2023-03-19,891110,21:33:00,Pedestrian,1,NA,FALSE,FALSE,1,ATWELLS AVE,NEWTON ST,19-Mar-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,NA,41.82327,-71.42236,FALSE,FALSE,"Atwells Ave and Newton Street, Providence, RI, USA",FALSE,-71.42223950000002,41.823272,intersection,geometric_center,"newton st & atwells ave, providence, ri 02903, usa",NA,NA,NA,NA,41.823272,-71.42223950000002,Med High,9.998660882685625
19,2023-03-19,891112,22:29:00,Bicycle,NA,1,FALSE,FALSE,1,BRIDGHAM ST,FALES ST,19-Mar-23,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Other,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,NA,41.81274,-71.42501,FALSE,FALSE,"Bridgham Street and Fales Street, Providence, RI, USA",FALSE,-71.4251357,41.8127562,intersection,geometric_center,"fales st & bridgham st, providence, ri 02907, usa",NA,NA,NA,NA,41.8127562,-71.4251357,Med High,10.584032825267766
20,2023-03-18,891094,12:35:00,Pedestrian,2,NA,FALSE,FALSE,1,10 Sims Ave,NA,18-Mar-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,5,2,Complains Of Pain,NA,NA,NA,TRUE,TRUE,"10 Sims Ave, Providence, RI, USA",FALSE,-71.4335016,41.8270445,street_address,rooftop,"10 sims ave, providence, ri 02909, usa",NA,NA,NA,NA,41.8270445,-71.4335016,High,NA
21,2023-03-16,891003,08:09:00,Pedestrian,1,NA,FALSE,FALSE,1,BROADWAY,KNIGHT ST,16-Mar-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Complains Of Pain,NA,41.8198,-71.42936,FALSE,FALSE,"Broadway and Knight Street, Providence, RI, USA",FALSE,-71.4298401,41.8202496,route,geometric_center,"knight st, providence, ri, usa","Broadway & Knight Street, Providence, RI, USA",Ei1Ccm9hZHdheSAmIEtuaWdodCBTdHJlZXQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgmvZYGEdUXkiRHAVmwJ-u4XKRIUChIJr2WBhHVF5IkRwFZsCfruFykaFAoSCaW15YZ1ReSJERrCM7HXpG-zGhQKEgkPqvF6dUXkiRGsZxyELkktfCIKDcQy7RgVV79s1Q,41.8198212,-71.4293417,41.8198212,-71.4293417,Med,2.8061231257427877
22,2023-03-14,890973,11:13:00,Pedestrian,1,NA,FALSE,FALSE,1,ROCHAMBEAU AVE,CAMP ST,14-Mar-23,"Two-Way , Not Divided",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,4,1,Complains Of Pain,NA,41.84645,-71.40074,FALSE,FALSE,"Rochambeau Ave and Camp Street, Providence, RI, USA",FALSE,-71.4007688,41.8464738,intersection,geometric_center,"rochambeau ave & camp st, providence, ri 02906, usa",NA,NA,NA,NA,41.8464738,-71.4007688,Med High,3.5669515117395254
23,2023-03-07,890820,19:28:00,Pedestrian,1,NA,FALSE,FALSE,1,BROAD ST.,FRICKER ST,07-Mar-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,3,1,Complains Of Pain,NA,41.81528,-71.42066,FALSE,FALSE,"Broad St. and Fricker Street, Providence, RI, USA",FALSE,-71.42061559999999,41.8153842,intersection,geometric_center,"fricker st & broad st, providence, ri 02903, usa",NA,NA,NA,NA,41.8153842,-71.42061559999999,Med High,12.170366235721222
24,2023-03-06,890759,08:30:00,Pedestrian,1,NA,FALSE,FALSE,1,ADMIRAL ST,DOUGLAS AVE,06-Mar-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,4,1,Complains Of Pain,NA,41.84606,-71.42902,FALSE,FALSE,"Admiral Street and Douglas Ave, Providence, RI, USA",FALSE,-71.4289636,41.8460618,intersection,geometric_center,"admiral st & douglas ave, providence, ri 02908, usa",NA,NA,NA,NA,41.8460618,-71.4289636,Med High,4.681335470142784
25,2023-03-06,890782,18:56:00,Pedestrian,1,NA,FALSE,FALSE,1,ELM ST.,EDDY ST.,06-Mar-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,3,1,Complains Of Pain,NA,NA,NA,FALSE,FALSE,"Elm St. and Eddy St., Providence, RI, USA",FALSE,-71.4072274,41.8059506,route,geometric_center,"eddy st, providence, ri, usa","Elm St & Eddy St, Providence, RI, USA",EiVFbG0gU3QgJiBFZGR5IFN0LCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJN9B9t2pF5IkRx8iZhxoXxS8SFAoSCTfQfbdqReSJEcfImYcaF8UvGhQKEgk3rZQca0XkiRHRY1B-6xTUnRoUChIJO0x4GWdF5IkRbcddUVrUSsgiCg309ewYFUsWcNU,41.8182644,-71.40745489999999,41.8182644,-71.40745489999999,Med,NA
26,2023-03-04,890733,22:45:00,Pedestrian,1,NA,FALSE,FALSE,1,BROAD ST,FRICKER ST,04-Mar-23,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Wet,Dark - Lighted,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Non-Incapacitating,NA,41.81528,-71.42066,FALSE,FALSE,"Broad Street and Fricker Street, Providence, RI, USA",FALSE,-71.42173,41.8165575,route,geometric_center,"fricker st, providence, ri, usa","Broad Street & Fricker Street, Providence, RI, USA",EjJCcm9hZCBTdHJlZXQgJiBGcmlja2VyIFN0cmVldCwgUHJvdmlkZW5jZSwgUkksIFVTQSJmImQKFAoSCcsO7ptxReSJEe1RgLr0NWTvEhQKEgnLDu6bcUXkiRHtUYC69DVk7xoUChIJg9591YxP5IkRLKLKk5hLCKMaFAoSCaG8FtZzReSJESAHFPqNHvDOIgoNcoXsGBU0FG7V,41.8153842,-71.42061559999999,41.8153842,-71.42061559999999,Med,12.170366235721222
27,2023-03-03,890693,18:03:00,Pedestrian,1,NA,FALSE,FALSE,1,ELMWOOD AVE,POTTERS AVE,03-Mar-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,0,No Injury,NA,41.80078,-71.42652,FALSE,FALSE,"Elmwood Ave and Potters Ave, Providence, RI, USA",FALSE,-71.4263655,41.8015172,intersection,geometric_center,"potters ave & elmwood ave, providence, ri 02907, usa",NA,NA,NA,NA,41.8015172,-71.4263655,Med High,83.0602221646411
28,2023-03-02,890675,22:14:00,Pedestrian,1,NA,FALSE,FALSE,1,CHAPIN AVE,PARADE ST,02-Mar-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Unknown,3,0,No Injury,NA,41.81189,-71.43117,FALSE,FALSE,"Chapin Ave and Parade Street, Providence, RI, USA",FALSE,-71.4311711,41.8119296,intersection,geometric_center,"chapin ave & parade st, providence, ri 02909, usa",NA,NA,NA,NA,41.8119296,-71.4311711,Med High,4.409196528674793
29,2023-03-01,890631,17:51:00,Pedestrian,1,NA,FALSE,FALSE,1,5 ELMWOOD AVE,ELMWOOD AVE,01-Mar-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,NA,NA,NA,TRUE,FALSE,"5 Elmwood Ave, Providence, RI, USA",FALSE,-71.4228341,41.8125918,premise,rooftop,"5 elmwood ave, providence, ri 02907, usa",NA,NA,NA,NA,41.8125918,-71.4228341,High,NA
30,2023-03-01,890638,19:58:00,Pedestrian,1,NA,FALSE,FALSE,1,BROAD ST,BROAD ST,01-Mar-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,1,Complains Of Pain,NA,41.80587,-71.41983,FALSE,FALSE,"Broad Street and Broad Street, Providence, RI, USA",FALSE,-71.4101636,41.7945838,route,geometric_center,"broad st, providence, ri, usa",NA,NA,NA,NA,41.7945838,-71.4101636,Med,1490.6231642830671
31,2023-02-25,889523,10:26:00,Pedestrian,1,NA,FALSE,FALSE,1,332 VALLEY ST,RILL ST,25-Feb-23,Unknown,Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,NA,41.82645,-71.4384,TRUE,FALSE,"332 Valley Street, Providence, RI, USA",FALSE,-71.43877189999999,41.8265155,street_address,rooftop,"332 valley st, providence, ri 02908, usa",NA,NA,NA,NA,41.8265155,-71.43877189999999,High,31.699704987650595
32,2023-02-25,889549,18:32:00,Pedestrian,1,NA,FALSE,FALSE,1,PLAINFIELD ST,ATWOOD ST,25-Feb-23,"Two-Way , Not Divided",Wet,Dark - Lighted,"Sleet, Hail (Freezing Rain or Drizzle)",Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,NA,41.81606,-71.44491,FALSE,FALSE,"Plainfield Street and Atwood Street, Providence, RI, USA",FALSE,-71.44504909999999,41.8159764,intersection,geometric_center,"atwood st & plainfield st, providence, ri 02909, usa",NA,NA,NA,NA,41.8159764,-71.44504909999999,Med High,14.825309277073288
33,2023-02-22,889457,13:04:00,Pedestrian,1,NA,FALSE,FALSE,1,MEMORIAL BLVD,COLLEGE ST,22-Feb-23,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,NA,41.82551,-71.40906,FALSE,FALSE,"Memorial Blvd and College Street, Providence, RI, USA",FALSE,-71.4088081,41.8253077,intersection,geometric_center,"memorial blvd & college st, providence, ri 02903, usa",NA,NA,NA,NA,41.8253077,-71.4088081,Med High,30.721090268926737
34,2023-02-22,889474,19:32:00,Pedestrian,1,NA,FALSE,FALSE,1,POCASSET AVE,LAUREL HILL AVE,22-Feb-23,"Two-Way , Not Divided",Unknown,Unknown,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,6,1,Complains Of Pain,NA,41.81072,-71.4541,FALSE,FALSE,"Pocasset Ave and Laurel Hill Ave, Providence, RI, USA",FALSE,-71.454084,41.8107702,intersection,geometric_center,"pocasset ave & laurel hill ave, providence, ri 02909, usa",NA,NA,NA,NA,41.8107702,-71.454084,Med High,5.743762448742963
35,2023-02-21,889436,10:31:00,Other,NA,NA,FALSE,FALSE,2,POWER ST,SOUTH MAIN STREET,21-Feb-23,"Two-Way , Not Divided",Wet,Daylight,Rain,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,2,1,Complains Of Pain,NA,41.82266,-71.40536,FALSE,FALSE,"Power Street and South Main Street, Providence, RI, USA",FALSE,-71.5250709,41.9943735,route,geometric_center,"s main st, woonsocket, ri 02895, usa","Power Street & South Main Street, Providence, RI, USA",EjVQb3dlciBTdHJlZXQgJiBTb3V0aCBNYWluIFN0cmVldCwgUHJvdmlkZW5jZSwgUkksIFVTQSJmImQKFAoSCX0yHBA-ReSJEYnx5GGUd41_EhQKEgl9MhwQPkXkiRGJ8eRhlHeNfxoUChIJmUi3yTtF5IkRJd3cgKm6RO4aFAoSCcX8-1M-ReSJEcdxWb_mAoT0IgoNGKPtGBXrZ3DV,41.8226968,-71.4053653,41.8226968,-71.4053653,Med,4.120083888261524
36,2023-02-21,889449,18:38:00,Pedestrian,1,NA,FALSE,FALSE,1,744 BRANCH AVE,NA,21-Feb-23,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,1,Complains Of Pain,NA,NA,NA,TRUE,TRUE,"744 Branch Ave, Providence, RI, USA",FALSE,-71.4305956,41.8544786,street_address,rooftop,"744 branch ave, providence, ri 02904, usa",NA,NA,NA,NA,41.8544786,-71.4305956,High,NA
37,2023-02-20,889415,18:56:00,Pedestrian,1,NA,FALSE,FALSE,1,Harris Ave,Delaine Street,20-Feb-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,NA,41.81919,-71.43881,FALSE,FALSE,"Harris Ave and Delaine Street, Providence, RI, USA",FALSE,-71.438802,41.819221400000004,intersection,geometric_center,"delaine st & harris ave, providence, ri 02909, usa",NA,NA,NA,NA,41.819221400000004,-71.438802,Med High,3.5578825330932053
38,2023-02-18,889350,12:46:00,Pedestrian,1,NA,FALSE,FALSE,1,AMICA CENTER PARKING LOT (SABIN),ATWELLS AVE,18-Feb-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Person,2,1,Complains Of Pain,NA,41.82281,-71.41793,FALSE,FALSE,"Amica Center Parking Lot (Sabin) and Atwells Ave, Providence, RI, USA",FALSE,-71.4179556,41.8236281,establishment,rooftop,"1 la salle square, providence, ri 02903, usa",NA,NA,NA,NA,41.8236281,-71.4179556,Med,91.09523299913128
39,2023-02-17,889326,18:44:00,Pedestrian,1,NA,FALSE,FALSE,1,LLOYD AVE.,HOPE ST,17-Feb-23,"Two-Way , Not Divided",Wet,Dark - Lighted,"Sleet, Hail (Freezing Rain or Drizzle)",Rear End(Front-to-Rear),No,No Controls,3,1,Complains Of Pain,NA,41.83156,-71.39974,FALSE,FALSE,"Lloyd Ave. and Hope Street, Providence, RI, USA",FALSE,-71.3997648,41.8315633,intersection,geometric_center,"hope st & lloyd ave, providence, ri 02906, usa",NA,NA,NA,NA,41.8315633,-71.3997648,Med High,2.089583433857223
40,2023-02-17,889330,19:30:00,Pedestrian,1,NA,FALSE,FALSE,1,dudley st,GAY ST,17-Feb-23,"Two-Way , Not Divided",Wet,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Stop Signs,2,1,Complains Of Pain,NA,41.81003,-71.4129,FALSE,FALSE,"Dudley Street and Gay Street, Providence, RI, USA",FALSE,-71.4128949,41.8100358,intersection,geometric_center,"gay st & dudley st, providence, ri 02905, usa",NA,NA,NA,NA,41.8100358,-71.4128949,Med High,0.7719677794031524
41,2023-02-16,889278,06:53:00,Pedestrian,1,NA,FALSE,FALSE,1,WICKENDEN ST,GOVERNOR ST,16-Feb-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,3,1,Complains Of Pain,NA,41.82036,-71.39367,FALSE,FALSE,"Wickenden Street and Governor Street, Providence, RI, USA",FALSE,-71.3936325,41.8201267,intersection,geometric_center,"wickenden st & governor st, providence, ri 02903, usa",NA,NA,NA,NA,41.8201267,-71.3936325,Med High,26.156503140826384
42,2023-02-16,889281,14:16:00,Pedestrian,1,NA,FALSE,FALSE,1,264 Weybossett St,Snow St,16-Feb-23,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,2,NA,NA,TRUE,FALSE,"264 Weybossett Street, Providence, RI, USA",FALSE,-71.413054,41.8207371,street_address,rooftop,"264 weybosset st, providence, ri 02903, usa",NA,NA,NA,NA,41.8207371,-71.413054,High,NA
43,2023-02-15,889267,18:07:00,Pedestrian,1,NA,FALSE,FALSE,1,SMITH ST.,GASPEE ST,15-Feb-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Non-Incapacitating,NA,41.83154,-71.41297,FALSE,FALSE,"Smith St. and Gaspee Street, Providence, RI, USA",FALSE,-71.4128107,41.8315462,intersection,geometric_center,"gaspee st & smith st, providence, ri 02908, usa",NA,NA,NA,NA,41.8315462,-71.4128107,Med High,13.231175334812505
44,2023-02-14,889235,19:36:00,Pedestrian,1,NA,FALSE,FALSE,1,Manton Ave,Sission Street,14-Feb-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,NA,41.82556,-71.45587,FALSE,FALSE,"Manton Ave and Sission Street, Providence, RI, USA",FALSE,-71.4553928,41.8254879,intersection,geometric_center,"manton ave & sisson st, providence, ri 02909, usa",NA,NA,NA,NA,41.8254879,-71.4553928,Med High,40.390625806901106
45,2023-02-14,889244,18:09:00,Pedestrian,1,NA,FALSE,FALSE,1,ELMWOOD AVE.,CARTER ST,14-Feb-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,NA,41.7994,-71.4265,FALSE,FALSE,"Elmwood Ave. and Carter Street, Providence, RI, USA",FALSE,-71.426574,41.800197,intersection,geometric_center,"carter st & elmwood ave, providence, ri 02907, usa",NA,NA,NA,NA,41.800197,-71.426574,Med High,88.93390833784242
46,2023-02-14,889245,21:53:00,Pedestrian,1,NA,FALSE,FALSE,1,NORTH MAIN ST.,DOYLE AVE,14-Feb-23,"Two-Way, Divided, Positive Median Barrier",Dry,Dark - Not Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Fatal,NA,41.83914,-71.40906,FALSE,FALSE,"North Main St. and Doyle Ave, Providence, RI, USA",FALSE,-71.4000972,41.8387695,route,geometric_center,"doyle ave, providence, ri 02906, usa","N Main St & Doyle Ave, Providence, RI, USA",EipOIE1haW4gU3QgJiBEb3lsZSBBdmUsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgl3-b8rHkXkiRExZwfAsgZoUBIUChIJd_m_Kx5F5IkRMWcHwLIGaFAaFAoSCfn6QT3eROSJEV_Xrb4NXCM_GhQKEgk5gPc430TkiRFEv0u54Nc0SSIKDUMH8BgVJ9Fv1Q,41.83836830000001,-71.4092249,41.83836830000001,-71.4092249,Med,86.9870579395796
47,2023-02-10,889124,23:06:00,Pedestrian,1,NA,FALSE,FALSE,1,DEAN ST,W EXCHANGE ST,10-Feb-23,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Incapacitating,NA,41.82543,-71.42583,FALSE,FALSE,"Dean Street and W Exchange Street, Providence, RI, USA",FALSE,-71.4202531,41.825222,route,geometric_center,"w exchange st, providence, ri 02903, usa","Dean Street & West Exchange Street, Providence, RI, USA",EjdEZWFuIFN0cmVldCAmIFdlc3QgRXhjaGFuZ2UgU3RyZWV0LCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJtQnOuAtF5IkRkzwfpUoL0JcSFAoSCbUJzrgLReSJEZM8H6VKC9CXGhQKEglbBmx-DEXkiRHItJ_foOdA5BoUChIJZcnnxA1F5IkRv8kI-Xim7hoiCg3QDe4YFYlIbdU,41.8254288,-71.42582949999999,41.8254288,-71.42582949999999,Med,0.1398743179669248
48,2023-02-09,889070,07:54:00,Pedestrian,3,NA,FALSE,FALSE,1,NORTH MAIN ST,1ST ST,09-Feb-23,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,5,3,Complains Of Pain,NA,41.84987,-71.40309,FALSE,FALSE,"North Main Street and 1st Street, Providence, RI, USA",FALSE,-71.4128343,41.8239891,locality,approximate,"providence, ri, usa",NA,NA,NA,NA,41.8239891,-71.4128343,Med,2992.254482931425
49,2023-02-06,888997,NA,Bicycle,NA,1,FALSE,FALSE,1,Washington Street,EMPIRE ST,06-Feb-23,"Two-Way, Divided, Positive Median Barrier",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,4,1,Complains Of Pain,NA,41.82189,-71.41635,FALSE,FALSE,"Washington Street and Empire Street, Providence, RI, USA",FALSE,-71.4157797,41.821349,route,geometric_center,"empire st, providence, ri 02903, usa","Washington Street & Empire Street, Providence, RI, USA",EjZXYXNoaW5ndG9uIFN0cmVldCAmIEVtcGlyZSBTdHJlZXQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgmNpp3sEkXkiRHnvAEsqcaDvRIUChIJjaad7BJF5IkR57wBLKnGg70aFAoSCanazZwSReSJERoH0JajEjT2GhQKEgnHPO_pEkXkiRGhxI4iuiomFSIKDWmC7RgVI7hu1Q,41.82186009999999,-71.4164189,41.82186009999999,-71.4164189,Med,6.614286203856251
50,2023-02-05,888961,22:15:00,Pedestrian,1,NA,FALSE,FALSE,1,ATWELLS AVE,EUTAW ST,05-Feb-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,NA,41.82354,-71.42615,FALSE,FALSE,"Atwells Ave and Eutaw Street, Providence, RI, USA",FALSE,-71.4263084,41.8235618,intersection,geometric_center,"eutaw st & atwells ave, providence, ri 02903, usa",NA,NA,NA,NA,41.8235618,-71.4263084,Med High,13.362364122606714
51,2023-02-03,888881,12:33:00,Pedestrian,1,NA,FALSE,FALSE,1,84 Carr St,CACTUS ST,03-Feb-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,NA,41.78827,-71.40722,TRUE,FALSE,"84 Carr Street, Providence, RI, USA",FALSE,-71.40728179999999,41.7881672,premise,rooftop,"84 carr st, providence, ri 02905, usa",NA,NA,NA,NA,41.7881672,-71.40728179999999,High,12.540674850787898
52,2023-01-31,888798,10:57:00,Pedestrian,1,NA,FALSE,FALSE,1,DORRANCE ST,FRIENDSHIP ST,31-Jan-23,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Wet,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,1,Complains Of Pain,NA,41.80989,-71.42405,FALSE,FALSE,"Dorrance Street and Friendship Street, Providence, RI, USA",FALSE,-71.40944019999999,41.8220269,intersection,geometric_center,"friendship st & dorrance st, providence, ri 02903, usa",NA,NA,NA,NA,41.8220269,-71.40944019999999,Med High,1815.1041479109551
