row_number	crash_date	crash_report_id	crash_time	collision_type	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	has_st_number	is_intersection_null	address_sent_to_geocoder	is_address_blank	lon_api_first_try	lat_api_first_try	type	loctype	address_returned_by_geocoder	address_returned_by_autocomplete	place_ids_autocompleted	lat_api_second_try	lon_api_second_try	lat_api_best	lon_api_best	distance_btwn_coords_meters
96	2024-05-22	911536	19:50:00	Pedestrian	1	NA	FALSE	FALSE	1	Eddy Street	Applegate Lane	2024-05-22	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Unknown	1	1	Complains Of Pain	NA	41.79893	-71.40554	FALSE	FALSE	Eddy Street and Applegate Lane, Providence, RI, USA	FALSE	-71.4055614	41.7989718	intersection	geometric_center	applegate ln & eddy st, providence, ri 02905, usa	NA	NA	NA	NA	41.7989718	-71.4055614	4.98053962458241
97	2024-05-22	911679	17:07:00	Bicycle	NA	1	FALSE	FALSE	1	FREMONT ST	GANO ST	2024-05-27	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	2	1	Non-Incapacitating	NA	41.8225	-71.3899	FALSE	FALSE	Fremont Street and Gano Street, Providence, RI, USA	FALSE	-71.3899109	41.8225092	intersection	geometric_center	gano st & fremont st, providence, ri 02906, usa	NA	NA	NA	NA	41.8225092	-71.3899109	1.3661964716037074
98	2024-05-24	911577	11:53:00	Pedestrian	1	NA	FALSE	FALSE	1	285 governor st	ANGELL ST	2024-05-24	Unknown	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	0	No Injury	1	41.82867	-71.39392	TRUE	FALSE	285 Governor Street, Providence, RI, USA	FALSE	-71.3935308	41.8285498	premise	rooftop	285 governor st, providence, ri 02906, usa	NA	NA	NA	NA	41.8285498	-71.3935308	34.94681391548774
99	2024-05-24	911589	16:20:00	Pedestrian	1	NA	FALSE	FALSE	1	ELMWOOD AVE	ELMWOOD AVE	2024-05-24	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Complains Of Pain	NA	41.80698	-71.42488	FALSE	FALSE	Elmwood Ave and Elmwood Ave, Providence, RI, USA	FALSE	-71.4207394	41.7787537	route	geometric_center	elmwood ave, rhode island, usa	NA	NA	NA	NA	41.7787537	-71.4207394	3160.873688466949
100	2024-05-25	911629	16:47:00	Pedestrian	1	NA	TRUE	FALSE	1	TROY ST	DIKE ST	2024-05-25	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Stop Signs	2	1	Complains Of Pain	NA	41.81561	-71.44149	FALSE	FALSE	Troy Street and Dike Street, Providence, RI, USA	FALSE	-71.4414709	41.8156341	intersection	geometric_center	troy st & dike st, providence, ri 02909, usa	NA	NA	NA	NA	41.8156341	-71.4414709	3.1158495286310157
101	2024-05-25	911630	17:06:00	Pedestrian	1	NA	FALSE	FALSE	1	ADELAIDE AVE	BROAD ST	2024-05-25	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	4	1	Complains Of Pain	NA	41.79885	-71.41547	FALSE	FALSE	Adelaide Ave and Broad Street, Providence, RI, USA	FALSE	-71.4154606	41.7988787	intersection	geometric_center	adelaide ave & broad st, providence, ri 02905, usa	NA	NA	NA	NA	41.7988787	-71.4154606	3.2887260139107806
102	2024-05-26	911652	11:50:00	Bicycle	NA	1	FALSE	FALSE	1	ELMWOOD AVE	CONGRESS AVE	2024-05-26	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Pavement Markings	2	1	Complains Of Pain	NA	41.79854	-71.42629	FALSE	FALSE	Elmwood Ave and Congress Ave, Providence, RI, USA	FALSE	-71.4263306	41.798485	intersection	geometric_center	congress ave & elmwood ave, providence, ri 02907, usa	NA	NA	NA	NA	41.798485	-71.4263306	6.988428920924746
103	2024-05-28	911692	09:40:00	Bicycle	NA	1	FALSE	FALSE	1	Broad St	LOCKWOOD ST	2024-05-28	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.81539	-71.4206	FALSE	FALSE	Broad Street and Lockwood Street, Providence, RI, USA	FALSE	-71.42062179999999	41.8153847	intersection	geometric_center	lockwood st & broad st, providence, ri 02903, usa	NA	NA	NA	NA	41.8153847	-71.42062179999999	1.9024576174170211
104	2024-05-28	911706	15:12:00	Pedestrian	1	NA	FALSE	FALSE	1	DEAN ST	WASHINGTON ST	2024-05-28	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	2	1	Complains Of Pain	NA	41.81905	-71.42073	FALSE	FALSE	Dean Street and Washington Street, Providence, RI, USA	FALSE	-71.4207374	41.8190843	intersection	geometric_center	dean st & washington st, providence, ri 02903, usa	NA	NA	NA	NA	41.8190843	-71.4207374	3.867297283082198
105	2024-05-28	911712	16:45:00	Other	NA	NA	TRUE	FALSE	2	SMITH ST	OAKLAND AVE	2024-05-28	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Sidwswipe, Opposite Direction	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	0	No Injury	NA	41.83621	-71.43041	FALSE	FALSE	Smith Street and Oakland Ave, Providence, RI, USA	FALSE	-71.43045060000001	41.836244	intersection	geometric_center	oakland ave & smith st, providence, ri 02908, usa	NA	NA	NA	NA	41.836244	-71.43045060000001	5.065972148600783
106	2024-05-29	911729	07:41:00	Pedestrian	1	NA	FALSE	FALSE	1	Abbott St	Knowles St	2024-05-29	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	2	NA	NA	FALSE	FALSE	Abbott Street and Knowles Street, Providence, RI, USA	FALSE	-71.404744	41.8428505	intersection	geometric_center	knowles st & abbott st, providence, ri 02906, usa	NA	NA	NA	NA	41.8428505	-71.404744	NA
107	2024-05-30	911757	00:28:00	Pedestrian	1	NA	FALSE	FALSE	1	N MAIN ST	RANDALL ST	2024-05-30	Two-Way, Divided, Positive Median Barrier	Dry	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Fatal	NA	41.83799	-71.40962	FALSE	FALSE	N Main Street and Randall Street, Providence, RI, USA	FALSE	-71.40962929999999	41.8379659	intersection	geometric_center	randall st & n main st, providence, ri 02904, usa	NA	NA	NA	NA	41.8379659	-71.40962929999999	2.7914757884442176
108	2024-05-30	911782	15:50:00	Bicycle	NA	1	FALSE	FALSE	1	CONGRESS AVE.	BROAD ST	2024-05-30	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	0	No Injury	NA	41.801	-71.41812	FALSE	FALSE	Congress Ave. and Broad Street, Providence, RI, USA	FALSE	-71.4180365	41.801049	intersection	geometric_center	congress ave & broad st, providence, ri 02905, usa	NA	NA	NA	NA	41.801049	-71.4180365	8.818580644145928
109	2024-05-30	911821	21:28:00	Pedestrian	1	NA	FALSE	FALSE	1	PARK ST	PROMENADE ST	2024-05-31	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Other	1	0	Unknown	NA	41.82797	-71.41761	FALSE	FALSE	Park Street and Promenade Street, Providence, RI, USA	FALSE	-71.423119	41.8292232	route	geometric_center	promenade st, providence, ri, usa	Park Street & Promenade Street, Providence, RI, USA	EjNQYXJrIFN0cmVldCAmIFByb21lbmFkZSBTdHJlZXQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgnZPYQrEEXkiRF9_M-xeLE6FxIUChIJ2T2EKxBF5IkRffzPsXixOhcaFAoSCVGlciIQReSJETUl7BFB0ixuGhQKEglXQzwqD0XkiRH9-pmeRajOBSIKDYxs7hgVhYdu1Q	41.82785399999999	-71.4176635	41.82785399999999	-71.4176635	13.654353280386903
110	2024-05-31	911809	14:34:00	Other	NA	NA	TRUE	FALSE	1	ELMWOOD AVE	PARKIS AVE	2024-05-31	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	0	No Injury	NA	41.8091	-71.42452	FALSE	FALSE	Elmwood Ave and Parkis Ave, Providence, RI, USA	FALSE	-71.4245272	41.809155	intersection	geometric_center	elmwood ave & parkis ave, providence, ri 02907, usa	NA	NA	NA	NA	41.809155	-71.4245272	6.151649492345778
111	2024-06-01	911852	22:48:00	Pedestrian	1	NA	FALSE	FALSE	1	MESSER ST	CRANSTON ST	2024-06-02	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Pavement Markings	2	1	Complains Of Pain	NA	41.80963	-71.43345	FALSE	FALSE	Messer Street and Cranston Street, Providence, RI, USA	FALSE	-71.43342609999999	41.8096596	intersection	geometric_center	cranston st & messer st, providence, ri 02909, usa	NA	NA	NA	NA	41.8096596	-71.43342609999999	3.845771074052139
112	2024-06-01	913969	21:07:00	Pedestrian	1	NA	FALSE	FALSE	1	WESTMINSTER ST	TOBEY ST	2024-07-05	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.81616	-71.43484	FALSE	FALSE	Westminster Street and Tobey Street, Providence, RI, USA	FALSE	-71.43468010000001	41.8162197	intersection	geometric_center	tobey st & westminster st, providence, ri 02909, usa	NA	NA	NA	NA	41.8162197	-71.43468010000001	14.837654005605954
113	2024-06-02	911863	09:41:00	Bicycle	NA	1	FALSE	FALSE	1	392 Cranston Street	PARADE ST	2024-06-02	Two-Way , Not Divided	Dry	Daylight	Clear	Other	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.8118	-71.43114	TRUE	FALSE	392 Cranston Street, Providence, RI, USA	FALSE	-71.4312521	41.8115693	premise	rooftop	392 cranston st, providence, ri 02907, usa	NA	NA	NA	NA	41.8115693	-71.4312521	27.313804120312604
114	2024-06-03	911903	15:03:00	Pedestrian	1	NA	TRUE	FALSE	1	NEWARK ST	VALLEY ST	2024-06-03	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.82521	-71.43931	FALSE	FALSE	Newark Street and Valley Street, Providence, RI, USA	FALSE	-71.43933040000002	41.82523219999999	intersection	geometric_center	valley st & newark st, providence, ri 02908, usa	NA	NA	NA	NA	41.82523219999999	-71.43933040000002	2.995161313782919
115	2024-06-03	911904	16:02:00	Pedestrian	1	NA	TRUE	FALSE	1	VALLEY ST.	HAROLD ST	2024-06-03	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.82674	-71.4379	FALSE	FALSE	Valley St. and Harold Street, Providence, RI, USA	FALSE	-71.4375665	41.82693709999999	intersection	geometric_center	valley st & harold st, providence, ri 02908, usa	NA	NA	NA	NA	41.82693709999999	-71.4375665	35.30893351181515
116	2024-06-04	911941	15:48:00	Pedestrian	1	NA	TRUE	FALSE	1	CHALKSTONE AVE	OAKLAND AVE	2024-06-04	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.83404	-71.43095	FALSE	FALSE	Chalkstone Ave and Oakland Ave, Providence, RI, USA	FALSE	-71.4302373	41.8342121	intersection	geometric_center	oakland ave & chalkstone ave, providence, ri 02908, usa	NA	NA	NA	NA	41.8342121	-71.4302373	62.13963471150669
117	2024-06-04	911942	17:35:00	Other	NA	1	TRUE	FALSE	1	OCONNOR ST	CASS ST	2024-06-04	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.79408	-71.40614	FALSE	FALSE	Oconnor Street and Cass Street, Providence, RI, USA	FALSE	-71.4062258	41.7943825	intersection	geometric_center	o'connor st & cass st, providence, ri 02905, usa	NA	NA	NA	NA	41.7943825	-71.4062258	34.41880990956454
118	2024-06-06	912006	18:32:00	Other	NA	1	TRUE	FALSE	1	OAKLAND AVE	PLEASANT VALLEY PKWY	2024-06-06	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.83567	-71.43045	FALSE	FALSE	Oakland Ave and Pleasant Valley Pkwy, Providence, RI, USA	FALSE	-71.43044379999999	41.835695	intersection	geometric_center	oakland ave & pleasant valley pkwy, providence, ri 02908, usa	NA	NA	NA	NA	41.835695	-71.43044379999999	2.830096676765871
119	2024-06-08	912059	09:57:00	Pedestrian	1	NA	TRUE	FALSE	1	Brook	Power	2024-06-08	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Stop Signs	5	1	Complains Of Pain	NA	NA	NA	FALSE	FALSE	Brook and Power, Providence, RI, USA	FALSE	-71.39871049999999	41.8230692	intersection	geometric_center	brook st & power st, providence, ri 02912, usa	NA	NA	NA	NA	41.8230692	-71.39871049999999	NA
120	2024-06-09	912101	18:05:00	Pedestrian	1	NA	FALSE	FALSE	1	POTTERS AVE	PRAIRIE AVE	2024-06-09	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Non-Incapacitating	NA	41.80409	-71.41419	FALSE	FALSE	Potters Ave and Prairie Ave, Providence, RI, USA	FALSE	-71.41420289999999	41.8041132	intersection	geometric_center	potters ave & prairie ave, providence, ri 02905, usa	NA	NA	NA	NA	41.8041132	-71.41420289999999	2.7956664722609634
121	2024-06-10	912125	13:19:00	Pedestrian	1	NA	FALSE	FALSE	1	SUPERIOR ST	CRANSTON ST	2024-06-10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.81043	-71.43263	FALSE	FALSE	Superior Street and Cranston Street, Providence, RI, USA	FALSE	-71.43262779999999	41.8104601	intersection	geometric_center	cranston st & superior st, providence, ri 02907, usa	NA	NA	NA	NA	41.8104601	-71.43262779999999	3.355685157646321
122	2024-06-11	912163	12:10:00	Pedestrian	1	NA	FALSE	FALSE	1	PINE ST	STEWART ST	2024-06-11	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Stop Signs	2	1	Complains Of Pain	NA	41.81549	-71.4167	FALSE	FALSE	Pine Street and Stewart Street, Providence, RI, USA	FALSE	-71.4178933	41.8169555	route	geometric_center	stewart st, providence, ri 02903, usa	Pine Street & Stewart Street, Providence, RI, USA	EjFQaW5lIFN0cmVldCAmIFN0ZXdhcnQgU3RyZWV0LCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJjXbuCm5F5IkRzWDr2XnyUPQSFAoSCY127gpuReSJEc1g69l58lD0GhQKEgk5kwlTbEXkiRGgKSzwb-_CPBoUChIJNwLQjG1F5IkRZKvDpxJpLOAiCg0wiuwYFRatbtU	41.8155056	-71.4167018	41.8155056	-71.4167018	1.7429934676717262
123	2024-06-11	912176	15:31:00	Pedestrian	1	NA	FALSE	FALSE	1	Thurbers Ave.	PRAIRIE AVE	2024-06-11	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Unknown	1	1	Complains Of Pain	NA	41.79872	-71.41192	FALSE	FALSE	Thurbers Ave. and Prairie Ave, Providence, RI, USA	FALSE	-71.4119137	41.79874969999999	intersection	geometric_center	thurbers ave & prairie ave, providence, ri 02905, usa	NA	NA	NA	NA	41.79874969999999	-71.4119137	3.347271710493306
124	2024-06-13	912277	23:04:00	Pedestrian	1	NA	FALSE	FALSE	1	Admiral Street	ADMIRAL ST EXIT	2024-06-14	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.84068	-71.41899	FALSE	FALSE	Admiral Street and Admiral Street Exit, Providence, RI, USA	FALSE	-71.4320733	41.8466666	route	geometric_center	admiral st, providence, ri, usa	NA	NA	NA	NA	41.8466666	-71.4320733	1273.3134673528666
125	2024-06-15	913313	10:58:00	Pedestrian	1	NA	FALSE	FALSE	1	Gallatin ST	EMERSON ST	2024-06-15	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	0	No Injury	NA	41.79708	-71.41391	FALSE	FALSE	Gallatin Street and Emerson Street, Providence, RI, USA	FALSE	-71.415359	41.7966579	intersection	geometric_center	gallatin st & emerson st, providence, ri 02907, usa	NA	NA	NA	NA	41.7966579	-71.415359	129.1067632573047
126	2024-06-16	913341	10:42:00	Bicycle	NA	1	FALSE	FALSE	1	MEMORIAL BLVD	FRANCIS ST	2024-06-16	Two-Way, Divided, Positive Median Barrier	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	4	0	No Injury	NA	41.8259	-71.41535	FALSE	FALSE	Memorial Blvd and Francis Street, Providence, RI, USA	FALSE	-71.4153238	41.825791099999996	intersection	geometric_center	memorial blvd & francis st, providence, ri 02903, usa	NA	NA	NA	NA	41.825791099999996	-71.4153238	12.315971426453617
127	2024-06-18	913441	21:27:00	Pedestrian	1	NA	FALSE	FALSE	1	270 Broad Street	LOCKWOOD ST	2024-06-18	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.8155	-71.42053	TRUE	FALSE	270 Broad Street, Providence, RI, USA	FALSE	-71.4199958	41.8153081	premise	rooftop	270 broad st, providence, ri 02903, usa	NA	NA	NA	NA	41.8153081	-71.4199958	49.200080299088256
128	2024-06-20	913476	12:57:00	Bicycle	NA	1	FALSE	FALSE	1	FILLMORE ST	ADMIRAL ST	2024-06-20	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Non-Incapacitating	NA	41.84081	-71.41986	FALSE	FALSE	Fillmore Street and Admiral Street, Providence, RI, USA	FALSE	-71.4198378	41.8408543	intersection	geometric_center	admiral st & fillmore st, providence, ri 02908, usa	NA	NA	NA	NA	41.8408543	-71.4198378	5.263927967910867
129	2024-06-20	913497	14:57:00	Pedestrian	1	NA	FALSE	FALSE	1	110 LOCKWOOD ST	PLAIN ST	2024-06-20	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.81153	-71.41171	TRUE	FALSE	110 Lockwood Street, Providence, RI, USA	FALSE	-71.41013869999999	41.8113886	premise	rooftop	110 lockwood st, providence, ri 02903, usa	NA	NA	NA	NA	41.8113886	-71.41013869999999	131.31937890395116
130	2024-06-22	913533	23:40:00	Other	1	NA	TRUE	FALSE	1	MANTON AVE	CHAFFEE ST	2024-06-22	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Unknown	No Controls	1	1	Complains Of Pain	NA	41.81874	-71.44566	FALSE	FALSE	Manton Ave and Chaffee Street, Providence, RI, USA	FALSE	-71.4456439	41.8187741	intersection	geometric_center	chaffee st & manton ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8187741	-71.4456439	4.024130457462538
131	2024-06-22	913561	22:38:00	Bicycle	NA	1	FALSE	FALSE	1	BROAD ST	PEARL ST	2024-06-22	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.81475	-71.42095	FALSE	FALSE	Broad Street and Pearl Street, Providence, RI, USA	FALSE	-71.42096169999999	41.8147856	intersection	geometric_center	pearl st & broad st, providence, ri 02907, usa	NA	NA	NA	NA	41.8147856	-71.42096169999999	4.08012802511007
132	2024-06-24	913596	09:00:00	Bicycle	NA	NA	FALSE	FALSE	2	BROADWAY	MARSHALL ST	2024-06-24	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	7	1	Complains Of Pain	NA	41.81906	-71.43249	FALSE	FALSE	Broadway and Marshall Street, Providence, RI, USA	FALSE	-71.4319893	41.8178679	route	geometric_center	marshall st, providence, ri 02909, usa	Broadway & Marshall Street, Providence, RI, USA	Ei9Ccm9hZHdheSAmIE1hcnNoYWxsIFN0cmVldCwgUHJvdmlkZW5jZSwgUkksIFVTQSJmImQKFAoSCR_bFmaeReSJEXeoTFxx3QIREhQKEgkf2xZmnkXkiRF3qExccd0CERoUChIJpbXlhnVF5IkRGsIzsdekb7MaFAoSCXdzf9mdReSJEal-nPEQ0Qe9IgoNChjtGBX3TWzV	41.819137	-71.43224409999999	41.819137	-71.43224409999999	22.12780034515682
133	2024-06-25	913640	15:32:00	Bicycle	NA	1	FALSE	FALSE	1	GALLATIN ST	EMERSON ST	2024-06-25	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Pavement Markings	3	1	Complains Of Pain	NA	41.79721	-71.41344	FALSE	FALSE	Gallatin Street and Emerson Street, Providence, RI, USA	FALSE	-71.415359	41.7966579	intersection	geometric_center	gallatin st & emerson st, providence, ri 02907, usa	NA	NA	NA	NA	41.7966579	-71.415359	170.7053200317984
134	2024-06-25	913649	20:07:00	Pedestrian	1	NA	FALSE	FALSE	1	Francis Street	Gaspee Street	2024-06-25	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.8289	-71.41531	FALSE	FALSE	Francis Street and Gaspee Street, Providence, RI, USA	FALSE	-71.413228	41.8298985	route	geometric_center	gaspee st, providence, ri 02903, usa	NA	NA	NA	NA	41.8298985	-71.413228	205.37608289704838
135	2024-06-27	913703	16:03:00	Bicycle	NA	1	FALSE	FALSE	1	BROAD ST.	CLAVERICK ST	2024-06-27	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.81938	-71.41493	FALSE	FALSE	Broad St. and Claverick Street, Providence, RI, USA	FALSE	-71.4149596	41.8193885	intersection	geometric_center	claverick st & broad st, providence, ri 02903, usa	NA	NA	NA	NA	41.8193885	-71.4149596	2.6316354355520937
136	2024-06-28	913723	07:11:00	Pedestrian	1	NA	FALSE	FALSE	1	MANTON AVE	FRUIT HILL AVE	2024-06-28	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	2	1	Complains Of Pain	NA	41.83388	-71.46783	FALSE	FALSE	Manton Ave and Fruit Hill Ave, Providence, RI, USA	FALSE	-71.4678252	41.8339416	intersection	geometric_center	manton ave & fruit hill ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8339416	-71.4678252	6.868828051427987
137	2024-06-30	913789	12:12:00	Bicycle	NA	1	FALSE	FALSE	1	POTTERS AVE	ELMWOOD AVE	2024-06-30	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Non-Incapacitating	NA	41.80151	-71.42635	FALSE	FALSE	Potters Ave and Elmwood Ave, Providence, RI, USA	FALSE	-71.4263443	41.8015284	intersection	geometric_center	potters ave & elmwood ave, providence, ri 02907, usa	NA	NA	NA	NA	41.8015284	-71.4263443	2.1021852674967354
138	2024-07-01	913826	13:27:00	Bicycle	NA	1	FALSE	FALSE	1	Violet Street	Orms Street	2024-07-01	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	1	Complains Of Pain	1	NA	NA	FALSE	FALSE	Violet Street and Orms Street, Providence, RI, USA	FALSE	-71.4262516	41.8331177	intersection	geometric_center	violet st & orms st, providence, ri 02908, usa	NA	NA	NA	NA	41.8331177	-71.4262516	NA
139	2024-07-02	913873	16:18:00	Pedestrian	1	NA	FALSE	FALSE	1	WAYLAND AVE	S ANGELL ST	2024-07-02	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	2	1	Complains Of Pain	NA	41.83003	-71.38795	FALSE	FALSE	Wayland Ave and S Angell Street, Providence, RI, USA	FALSE	-71.3879705	41.8300645	intersection	geometric_center	wayland ave & s angell st, providence, ri 02906, usa	NA	NA	NA	NA	41.8300645	-71.3879705	4.200121976379227
140	2024-07-02	913874	15:33:00	Bicycle	NA	NA	FALSE	FALSE	2	WESTMINSTER ST	CAHIR ST	2024-07-02	Two-Way, Divided, Positive Median Barrier	Dry	Daylight	Clear	Sideswipe, Same Direction	No	No Controls	3	0	No Injury	NA	41.81804	-71.42057	FALSE	FALSE	Westminster Street and Cahir Street, Providence, RI, USA	FALSE	-71.4201687	41.81822150000001	intersection	geometric_center	cahir st & westminster st, providence, ri 02903, usa	NA	NA	NA	NA	41.81822150000001	-71.4201687	38.94401027156711
141	2024-07-02	913882	21:41:00	Bicycle	NA	1	FALSE	FALSE	1	S WATER ST	DYER ST	2024-07-02	Two-Way, Divided, Positive Median Barrier	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	6	1	Complains Of Pain	NA	41.82414	-71.40809	FALSE	FALSE	S Water Street and Dyer Street, Providence, RI, USA	FALSE	-71.4082372	41.82411	intersection	geometric_center	s water st & dyer st, providence, ri 02903, usa	NA	NA	NA	NA	41.82411	-71.4082372	12.659379772967318
142	2024-07-04	913948	14:01:00	Other	NA	NA	TRUE	FALSE	2	MEMORIAL BLVD	FRANCIS ST	2024-07-05	Two-Way, Divided, Positive Median Barrier	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	0	No Injury	NA	41.82591	-71.41529	FALSE	FALSE	Memorial Blvd and Francis Street, Providence, RI, USA	FALSE	-71.4153238	41.825791099999996	intersection	geometric_center	memorial blvd & francis st, providence, ri 02903, usa	NA	NA	NA	NA	41.825791099999996	-71.4153238	13.529596625793408
