row_number	crash_date	crash_report_id	crash_time	collision_type	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	has_st_number	is_intersection_null	address_sent_to_geocoder	is_address_blank	lon_api_first_try	lat_api_first_try	type	loctype	address_returned_by_geocoder	address_returned_by_autocomplete	place_ids_autocompleted	lat_api_second_try	lon_api_second_try	lat_api_best	lon_api_best	distance_btwn_coords_meters
177	2023-10-06	901924	17:16:00	Other	NA	1	TRUE	FALSE	1	CUSHING ST	HOPE ST	2023-10-07	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	0	No Injury	NA	41.83018	-71.39871	FALSE	FALSE	Cushing Street and Hope Street, Providence, RI, USA	FALSE	-71.3987121	41.83019059999999	intersection	geometric_center	hope st & cushing st, providence, ri 02906, usa	NA	NA	NA	NA	41.83019059999999	-71.3987121	1.1927740833652622
178	2023-10-06	901880	20:46:00	Other	NA	NA	TRUE	FALSE	3	THAYER ST	BOWEN ST	2023-10-06	One-Way Trafficway	Dry	Daylight	Clear	Sideswipe, Same Direction	Yes, M/V and Driver Left Scene	No Controls	3	0	No Injury	NA	41.83049	-71.40096	FALSE	FALSE	Thayer Street and Bowen Street, Providence, RI, USA	FALSE	-71.4009914	41.8308225	intersection	geometric_center	thayer st & bowen st, providence, ri 02906, usa	NA	NA	NA	NA	41.8308225	-71.4009914	37.105252340034866
179	2023-10-07	901939	01:37:00	Pedestrian	1	NA	FALSE	FALSE	1	CHARLES ST	CORLISS ST	2023-10-07	One-Way Trafficway	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	0	No Injury	NA	41.83855	-71.41511	FALSE	FALSE	Charles Street and Corliss Street, Providence, RI, USA	FALSE	-71.4124894	41.8411709	route	geometric_center	corliss st, providence, ri 02904, usa	Charles Street & Corliss Street, Providence, RI, USA	EjRDaGFybGVzIFN0cmVldCAmIENvcmxpc3MgU3RyZWV0LCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJVVJ5mB1F5IkRpcYG1dpqiVsSFAoSCVVSeZgdReSJEaXGBtXaaolbGhQKEgl1C85s8UTkiRHLZMsuNVX9MhoUChIJMSS4NuJE5IkR9A92oVVA2AUiCg0J_O8YFYsDb9U	41.8380809	-71.41448849999999	41.8380809	-71.41448849999999	73.37443679631191
180	2023-10-09	901984	02:32:00	Pedestrian	2	NA	TRUE	FALSE	1	THAYER ST	BENEVOLENT ST	2023-10-09	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Rear End(Front-to-Rear)	Yes, M/V and Driver Left Scene	No Controls	2	2	Complains Of Pain	NA	41.82476	-71.40027	FALSE	FALSE	Thayer Street and Benevolent Street, Providence, RI, USA	FALSE	-71.40026399999999	41.8247985	intersection	geometric_center	thayer st & benevolent st, providence, ri 02912, usa	NA	NA	NA	NA	41.8247985	-71.40026399999999	4.314604696169869
181	2023-10-09	901997	16:27:00	Bicycle	NA	NA	FALSE	FALSE	1	VALLEY ST	RIVER AVE	2023-10-09	Two-Way , Not Divided	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	No Controls	3	1	Complains Of Pain	NA	41.8281	-71.43491	FALSE	FALSE	Valley Street and River Ave, Providence, RI, USA	FALSE	-71.435152	41.827984	intersection	geometric_center	valley st & river ave, providence, ri 02908, usa	NA	NA	NA	NA	41.827984	-71.435152	23.86850512688113
182	2023-10-09	902028	20:07:00	Pedestrian	1	NA	FALSE	FALSE	1	ALBRO ST	220 ATWELLS AVE	2023-10-10	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.82316	-71.42482	FALSE	FALSE	Albro Street and 220 Atwells Ave, Providence, RI, USA	FALSE	-71.42532130000001	41.8233219	subpremise	rooftop	220 atwells ave, providence, ri 02903, usa	NA	NA	NA	NA	41.8233219	-71.42532130000001	45.32321022435911
183	2023-10-11	902062	09:13:00	Bicycle	NA	1	FALSE	FALSE	1	CHARLES ST	CORLISS ST	2023-10-11	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Fatal	NA	41.83837	-71.4149	FALSE	FALSE	Charles Street and Corliss Street, Providence, RI, USA	FALSE	-71.4124894	41.8411709	route	geometric_center	corliss st, providence, ri 02904, usa	Charles Street & Corliss Street, Providence, RI, USA	EjRDaGFybGVzIFN0cmVldCAmIENvcmxpc3MgU3RyZWV0LCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJVVJ5mB1F5IkRpcYG1dpqiVsSFAoSCVVSeZgdReSJEaXGBtXaaolbGhQKEgl1C85s8UTkiRHLZMsuNVX9MhoUChIJMSS4NuJE5IkR9A92oVVA2AUiCg0J_O8YFYsDb9U	41.8380809	-71.41448849999999	41.8380809	-71.41448849999999	46.90902185740354
184	2023-10-12	902091	07:43:00	Pedestrian	1	NA	FALSE	FALSE	1	PINE ST	SOMERSET ST	2023-10-12	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.81246	-71.41959	FALSE	FALSE	Pine Street and Somerset Street, Providence, RI, USA	FALSE	-71.4189293	41.8120584	route	geometric_center	somerset st, providence, ri, usa	Pine Street & Somerset Street, Providence, RI, USA	EjJQaW5lIFN0cmVldCAmIFNvbWVyc2V0IFN0cmVldCwgUHJvdmlkZW5jZSwgUkksIFVTQSJmImQKFAoSCZHxvGpwReSJESfQjf6jZnwYEhQKEgmR8bxqcEXkiREn0I3-o2Z8GBoUChIJOZMJU2xF5IkRoCks8G_vwjwaFAoSCevDHxlwReSJEcOvKHyw6CVNIgoNLRLsGBX1Om7V	41.8124333	-71.4196235	41.8124333	-71.4196235	4.069364228782189
185	2023-10-14	902163	13:03:00	Bicycle	NA	NA	FALSE	FALSE	2	BROAD ST	ATLANTIC AVE	2023-10-14	Two-Way , Not Divided	Dry	Daylight	Cloudy	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	2	1	Incapacitating	NA	41.79957	-71.41636	FALSE	FALSE	Broad Street and Atlantic Ave, Providence, RI, USA	FALSE	-71.4161381	41.7994012	intersection	geometric_center	atlantic ave & broad st, providence, ri 02907, usa	NA	NA	NA	NA	41.7994012	-71.4161381	26.309585719216727
186	2023-10-18	902291	16:02:00	Other	NA	1	TRUE	FALSE	1	WATERMAN ST	BENEFIT ST	2023-10-18	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.82725	-71.40751	FALSE	FALSE	Waterman Street and Benefit Street, Providence, RI, USA	FALSE	-71.4074823	41.827215	intersection	geometric_center	benefit st & waterman st, providence, ri 02906, usa	NA	NA	NA	NA	41.827215	-71.4074823	4.523253597952533
187	2023-10-19	902333	18:16:00	Pedestrian	1	NA	FALSE	FALSE	1	COLE AVE	GORTON ST	2023-10-19	Two-Way , Not Divided	Dry	Dark - Not Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	0	No Injury	2	41.84415	-71.3892	FALSE	FALSE	Cole Ave and Gorton Street, Providence, RI, USA	FALSE	-71.3892063	41.8441513	intersection	geometric_center	cole ave & gorton st, providence, ri 02906, usa	NA	NA	NA	NA	41.8441513	-71.3892063	0.5421236891194936
188	2023-10-22	904392	10:53:00	Bicycle	1	NA	FALSE	FALSE	1	PUBLIC ST	ELMWOOD AVE	2023-10-22	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	4	1	Complains Of Pain	NA	41.80222	-71.42547	FALSE	FALSE	Public Street and Elmwood Ave, Providence, RI, USA	FALSE	-71.4229658	41.7920613	route	geometric_center	elmwood ave, providence, ri, usa	NA	NA	NA	NA	41.7920613	-71.4229658	1149.798954388185
189	2023-10-23	904424	15:10:00	Bicycle	NA	1	FALSE	FALSE	1	BOSWORTH ST	MANTON AVE	2023-10-23	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Complains Of Pain	NA	41.82216	-71.44947	FALSE	FALSE	Bosworth Street and Manton Ave, Providence, RI, USA	FALSE	-71.4494519	41.8221731	intersection	geometric_center	bosworth st & manton ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8221731	-71.4494519	2.093126764455858
190	2023-10-24	904458	16:03:00	Pedestrian	1	NA	FALSE	FALSE	1	MAGNOLIA ST.	BANCROFT ST	2023-10-24	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Complains Of Pain	NA	41.81255	-71.4475	FALSE	FALSE	Magnolia St. and Bancroft Street, Providence, RI, USA	FALSE	-71.447502	41.812553	route	geometric_center	bancroft st, providence, ri 02909, usa	Magnolia St & Bancroft Street, Providence, RI, USA	EjJNYWdub2xpYSBTdCAmIEJhbmNyb2Z0IFN0cmVldCwgUHJvdmlkZW5jZSwgUkksIFVTQSJmImQKFAoSCasok56OReSJEQeURDRvuFrbEhQKEgmrKJOejkXkiREHlEQ0b7ha2xoUChIJjxbPV45F5IkRloarTIopnaMaFAoSCTuMy5iOReSJESK-ijvDDlD8IgoN2hbsGBX0-WnV	41.812553	-71.447502	41.812553	-71.447502	0.3729131003252346
191	2023-10-25	904481	21:58:00	Pedestrian	1	NA	FALSE	TRUE	1	OXFORD ST	HARRIET ST	2023-10-25	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	0	Unknown	NA	41.80175	-71.4124	FALSE	FALSE	Oxford Street and Harriet Street, Providence, RI, USA	FALSE	-71.4124065	41.8017529	intersection	geometric_center	oxford st & harriet st, providence, ri 02905, usa	NA	NA	NA	NA	41.8017529	-71.4124065	0.6286200673573473
192	2023-10-26	904494	17:21:00	Bicycle	NA	1	FALSE	FALSE	1	ADELAIDE AVE	ELMWOOD AVE	2023-10-26	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.79634	-71.42352	FALSE	FALSE	Adelaide Ave and Elmwood Ave, Providence, RI, USA	FALSE	-71.42499500000001	41.79588700000001	intersection	geometric_center	adelaide ave & elmwood ave, providence, ri 02907, usa	NA	NA	NA	NA	41.79588700000001	-71.42499500000001	132.39184753132815
193	2023-10-26	904483	08:07:00	Pedestrian	1	NA	TRUE	FALSE	1	STATE ST	ORMS ST EXIT 23	2023-10-26	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.83472	-71.41432	FALSE	FALSE	State Street and Orms St Exit 23, Providence, RI, USA	FALSE	-71.4191013	41.8342191	route	geometric_center	orms st, providence, ri, usa	State Street & Orms St, Providence, RI, USA	EitTdGF0ZSBTdHJlZXQgJiBPcm1zIFN0LCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJgXSfcBxF5IkRpQWViS383hMSFAoSCYF0n3AcReSJEaUFlYkt_N4TGhQKEgm94rfqG0XkiRE8RkwHh4qxWBoUChIJJ2knvwRF5IkRzK6GSUqZqcEiCg2Zeu8YFSEJb9U	41.8347673	-71.4143455	41.8347673	-71.4143455	5.674307766882982
194	2023-10-26	904490	17:11:00	Bicycle	NA	1	FALSE	FALSE	1	Broadway	ATWELLS AVE	2023-10-26	Two-Way , Not Divided	Wet	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.8224	-71.41845	FALSE	FALSE	Broadway and Atwells Ave, Providence, RI, USA	FALSE	-71.4363598	41.8244829	route	geometric_center	atwells ave, providence, ri, usa	Broadway & Atwells Ave, Providence, RI, USA	EitCcm9hZHdheSAmIEF0d2VsbHMgQXZlLCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJTTRHew1F5IkRZCoShZCvLQ0SFAoSCU00R3sNReSJEWQqEoWQry0NGhQKEgmlteWGdUXkiREawjOx16RvsxoUChIJ7W1EBqJF5IkRRornUFgoCTQiCg3OmO0YFQVnbtU	41.8224334	-71.41849549999999	41.8224334	-71.41849549999999	5.2982281133989035
195	2023-10-28	904561	16:55:00	Pedestrian	1	NA	TRUE	FALSE	1	WATERMAN ST	PROSPECT ST	2023-10-28	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Opposite Direction	No	Traffic Control Signal	3	1	Non-Incapacitating	NA	41.82691	-71.40472	FALSE	FALSE	Waterman Street and Prospect Street, Providence, RI, USA	FALSE	-71.40471029999999	41.8269107	intersection	geometric_center	waterman st & prospect st, providence, ri 02906, usa	NA	NA	NA	NA	41.8269107	-71.40471029999999	0.8083905950673639
196	2023-10-29	904627	13:24:00	Bicycle	NA	1	FALSE	FALSE	1	BOWEN ST	THAYER ST	2023-10-31	One-Way Trafficway	Wet	Daylight	Rain	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Stop Signs	4	0	No Injury	NA	41.83084	-71.401	FALSE	FALSE	Bowen Street and Thayer Street, Providence, RI, USA	FALSE	-71.4009914	41.8308225	intersection	geometric_center	thayer st & bowen st, providence, ri 02906, usa	NA	NA	NA	NA	41.8308225	-71.4009914	2.0745860871844757
197	2023-10-30	904602	09:33:00	Pedestrian	2	NA	FALSE	FALSE	1	SMITHFIELD AVE	SILVER SPRING ST	2023-10-30	Two-Way , Not Divided	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	4	2	Incapacitating	NA	41.85653	-71.41046	FALSE	FALSE	Smithfield Ave and Silver Spring Street, Providence, RI, USA	FALSE	-71.41078019999999	41.8566389	intersection	geometric_center	silver spring st & smithfield ave, providence, ri 02904, usa	NA	NA	NA	NA	41.8566389	-71.41078019999999	29.18544432536088
198	2023-10-30	904611	17:18:00	Pedestrian	1	NA	FALSE	FALSE	1	Smith St.	CHALKSTONE AVE	2023-10-30	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.83524	-71.42572	FALSE	FALSE	Smith St. and Chalkstone Ave, Providence, RI, USA	FALSE	-71.4256425	41.83522139999999	intersection	geometric_center	chalkstone ave & smith st, providence, ri 02908, usa	NA	NA	NA	NA	41.83522139999999	-71.4256425	6.753130375094496
199	2023-10-31	904622	06:07:00	Bicycle	NA	1	FALSE	FALSE	1	VALLEY ST	RIVER AVE	2023-10-31	Two-Way , Not Divided	Dry	Dusk	Clear	Angle (Front - to - Side) Same Direction	No	No Controls	3	1	Non-Incapacitating	NA	41.82796	-71.43516	FALSE	FALSE	Valley Street and River Ave, Providence, RI, USA	FALSE	-71.435152	41.827984	intersection	geometric_center	valley st & river ave, providence, ri 02908, usa	NA	NA	NA	NA	41.827984	-71.435152	2.75284785123436
200	2023-11-03	904718	12:57:00	Pedestrian	1	NA	TRUE	FALSE	1	BROAD ST	CAHIR ST	2023-11-03	Two-Way, Not Divided With a Continuous Left Turn Lane	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	Yes, M/V and Driver Left Scene	Traffic Control Signal	2	1	Complains Of Pain	NA	41.81692	-71.41795	FALSE	FALSE	Broad Street and Cahir Street, Providence, RI, USA	FALSE	-71.41789229999999	41.8169459	intersection	geometric_center	broad st & cahir st, providence, ri 02903, usa	NA	NA	NA	NA	41.8169459	-71.41789229999999	5.588231094641271
201	2023-11-03	904753	21:33:00	Pedestrian	1	NA	FALSE	FALSE	1	BROOK ST	WATERMAN ST	2023-11-04	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	2	41.82695	-71.39925	FALSE	FALSE	Brook Street and Waterman Street, Providence, RI, USA	FALSE	-71.3993204	41.8274038	intersection	geometric_center	brook st & waterman st, providence, ri 02906, usa	NA	NA	NA	NA	41.8274038	-71.3993204	50.853201310484295
202	2023-11-05	904784	17:57:00	Pedestrian	1	NA	FALSE	FALSE	1	UNION AVE	WHITEHALL ST	2023-11-05	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	2	NA	NA	FALSE	FALSE	Union Ave and Whitehall Street, Providence, RI, USA	FALSE	-71.4439058	41.8078048	intersection	geometric_center	union ave & whitehall st, providence, ri 02909, usa	NA	NA	NA	NA	41.8078048	-71.4439058	NA
203	2023-11-06	904807	22:32:00	Other	NA	NA	TRUE	FALSE	2	NARRAGANSETT BLVD	NARRAGANSETT BLVD	2023-11-07	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	3	0	Unknown	NA	41.78621	-71.39507	FALSE	FALSE	Narragansett Blvd and Narragansett Blvd, Providence, RI, USA	FALSE	-71.39433629999999	41.78398749999999	intersection	geometric_center	narragansett st & narragansett blvd, cranston, ri 02905, usa	NA	NA	NA	NA	41.78398749999999	-71.39433629999999	254.7929267604715
204	2023-11-06	904804	18:32:00	Pedestrian	1	NA	FALSE	FALSE	1	176 Thayer St	MANNING WALK	2023-11-06	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.82616	-71.40043	TRUE	FALSE	176 Thayer Street, Providence, RI, USA	FALSE	-71.4008527	41.8262222	street_address	range_interpolated	176 thayer st, providence, ri 02912, usa	NA	NA	NA	NA	41.8262222	-71.4008527	35.74095723107139
205	2023-11-08	904840	08:50:00	Pedestrian	1	NA	TRUE	FALSE	1	SMITH ST	CHALKSTONE AVE	2023-11-08	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.83524	-71.42573	FALSE	FALSE	Smith Street and Chalkstone Ave, Providence, RI, USA	FALSE	-71.4256425	41.83522139999999	intersection	geometric_center	chalkstone ave & smith st, providence, ri 02908, usa	NA	NA	NA	NA	41.83522139999999	-71.4256425	7.54687305306121
206	2023-11-09	904895	16:52:00	Pedestrian	1	NA	FALSE	FALSE	1	CRANSTON ST	BENEDICT ST	2023-11-09	Two-Way , Not Divided	Dry	Dusk	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.80547	-71.43723	FALSE	FALSE	Cranston Street and Benedict Street, Providence, RI, USA	FALSE	-71.43728569999999	41.805444	intersection	geometric_center	cranston st & benedict st, providence, ri 02907, usa	NA	NA	NA	NA	41.805444	-71.43728569999999	5.453367876517312
207	2023-11-13	905008	20:02:00	Bicycle	NA	1	FALSE	FALSE	1	280 BROAD STREET	PEARL ST	2023-11-13	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Incapacitating	NA	41.81487	-71.42089	TRUE	FALSE	280 Broad Street, Providence, RI, USA	FALSE	-71.4202425	41.8149485	premise	rooftop	280 broad st, providence, ri 02907, usa	NA	NA	NA	NA	41.8149485	-71.4202425	54.42703257888981
208	2023-11-16	905068	12:27:00	Bicycle	1	NA	FALSE	FALSE	1	BROAD ST	MONTGOMERY AVE	2023-11-16	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Complains Of Pain	NA	41.78591	-71.40167	FALSE	FALSE	Broad Street and Montgomery Ave, Providence, RI, USA	FALSE	-71.4016671	41.7858952	intersection	geometric_center	montgomery ave & broad st, providence, ri 02905, usa	NA	NA	NA	NA	41.7858952	-71.4016671	1.6650202639840954
209	2023-11-20	906193	17:27:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	BROAD ST	2023-11-20	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Complains Of Pain	NA	41.80704	-71.42018	FALSE	FALSE	Broad Street and Broad Street, Providence, RI, USA	FALSE	-71.4101636	41.7945838	route	geometric_center	broad st, providence, ri, usa	NA	NA	NA	NA	41.7945838	-71.4101636	1616.6694052881605
210	2023-11-23	906279	17:01:00	Bicycle	NA	NA	FALSE	FALSE	2	South Water St	JAMES ST	2023-11-23	One-Way Trafficway	Dry	Dark - Lighted	Clear	Sideswipe, Same Direction	Yes, M/V and Driver Left Scene	No Controls	1	0	No Injury	NA	41.82053	-71.40425	FALSE	FALSE	South Water Street and James Street, Providence, RI, USA	FALSE	-71.40423899999999	41.8205526	intersection	geometric_center	s water st & james st, providence, ri 02903, usa	NA	NA	NA	NA	41.8205526	-71.40423899999999	2.6762112225818466
211	2023-11-24	906305	20:55:00	Bicycle	NA	1	FALSE	FALSE	1	Admiral Street	Berkshire Street	2023-11-24	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Complains Of Pain	NA	41.84418	-71.42372	FALSE	FALSE	Admiral Street and Berkshire Street, Providence, RI, USA	FALSE	-71.4236963	41.8441893	intersection	geometric_center	berkshire st & admiral st, providence, ri 02908, usa	NA	NA	NA	NA	41.8441893	-71.4236963	2.221402675983524
212	2023-11-24	906287	06:05:00	Pedestrian	1	NA	FALSE	FALSE	1	BROADWAY	SUTTON ST	2023-11-24	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Fatal	NA	41.82021	-71.42762	FALSE	FALSE	Broadway and Sutton Street, Providence, RI, USA	FALSE	-71.4285391	41.8223667	route	geometric_center	sutton st, providence, ri 02903, usa	NA	NA	NA	NA	41.8223667	-71.4285391	251.89947331006758
213	2023-11-25	906318	15:03:00	Bicycle	NA	1	FALSE	FALSE	1	PLAINFIELD ST	PLAINFIELD ST	2023-11-25	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.81501	-71.44633	FALSE	FALSE	Plainfield Street and Plainfield Street, Providence, RI, USA	FALSE	-71.4643452	41.8067161	route	geometric_center	plainfield st, rhode island, usa	NA	NA	NA	NA	41.8067161	-71.4643452	1756.9087218339425
214	2023-11-30	906463	16:23:00	Other	NA	NA	TRUE	FALSE	1	ALBRO ST	ATWELLS AVE	2023-11-30	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Non-Incapacitating	NA	41.82344	-71.42479	FALSE	FALSE	Albro Street and Atwells Ave, Providence, RI, USA	FALSE	-71.42520859999999	41.8234807	intersection	geometric_center	atwells ave & albro st, providence, ri 02903, usa	NA	NA	NA	NA	41.8234807	-71.42520859999999	35.019542664550805
215	2023-11-30	906459	17:33:00	Pedestrian	1	NA	FALSE	FALSE	1	DOUGLAS AVENUE	RIVER AVE	2023-11-30	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	0	No Injury	NA	41.85288	-71.43734	FALSE	FALSE	Douglas Avenue and River Ave, Providence, RI, USA	FALSE	-71.4371491	41.8527663	intersection	geometric_center	river ave & douglas ave, providence, ri 02904, usa	NA	NA	NA	NA	41.8527663	-71.4371491	20.26712606986837
216	2023-11-30	906467	17:31:00	Bicycle	NA	1	FALSE	FALSE	1	ANGELL ST	BROOK ST	2023-11-30	One-Way Trafficway	Dry	Dark - Unknown Lighting	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Unknown	1	1	Non-Incapacitating	NA	41.82821	-71.39947	FALSE	FALSE	Angell Street and Brook Street, Providence, RI, USA	FALSE	-71.3994627	41.8282166	intersection	geometric_center	brook st & angell st, providence, ri 02906, usa	NA	NA	NA	NA	41.8282166	-71.3994627	0.952084379606149
217	2023-12-01	906506	19:06:00	Bicycle	NA	1	FALSE	FALSE	1	Potters Ave.	CHAMBERS ST	2023-12-01	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Rear End(Front-to-Rear)	No	No Controls	2	1	Complains Of Pain	NA	41.80334	-71.43299	FALSE	FALSE	Potters Ave. and Chambers Street, Providence, RI, USA	FALSE	-71.4332325	41.80342479999999	intersection	geometric_center	potters ave & chambers st, providence, ri 02907, usa	NA	NA	NA	NA	41.80342479999999	-71.4332325	22.22720205642355
218	2023-12-01	906486	08:43:00	Pedestrian	1	NA	FALSE	FALSE	1	350 Plainfield Street	WEBSTER AVE	2023-12-01	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	3	1	Complains Of Pain	NA	41.81366	-71.45067	TRUE	FALSE	350 Plainfield Street, Providence, RI, USA	FALSE	-71.4496877	41.8136128	street_address	rooftop	350 plainfield st, providence, ri 02909, usa	NA	NA	NA	NA	41.8136128	-71.4496877	81.66900312473558
219	2023-12-01	906500	16:38:00	Pedestrian	1	NA	FALSE	FALSE	1	WASHINGTON ST	SERVICE ROAD 8	2023-12-01	Two-Way , Not Divided	Wet	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.82021	-71.41885	FALSE	FALSE	Washington Street and Service Road 8, Providence, RI, USA	FALSE	-71.391257	41.7939064	street_address	range_interpolated	8 service rd, providence, ri 02905, usa	NA	NA	NA	NA	41.7939064	-71.391257	3716.9838235708858
220	2023-12-01	906499	16:14:00	Bicycle	NA	NA	FALSE	FALSE	1	Hartford Ave.	HARTFORD AVE	2023-12-01	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.81761	-71.45341	FALSE	FALSE	Hartford Ave. and Hartford Ave, Providence, RI, USA	FALSE	-71.4587339	41.8185901	route	geometric_center	hartford ave, providence, ri, usa	Hartford Ave Service Rd & Hartford Ave, Johnston, Providence, RI, USA	EkVIYXJ0Zm9yZCBBdmUgU2VydmljZSBSZCAmIEhhcnRmb3JkIEF2ZSwgSm9obnN0b24sIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgmP4Jty0EfkiRFZT82Cwq1hZxIUChIJj-CbctBH5IkRWU_NgsKtYWcaFAoSCUk2WRTQR-SJEffJJKBODzFaGhQKEgkvAx61JEbkiRGCwC0vu7gN1iIKDdap7hgVnoNc1Q	41.829423	-71.5357282	41.829423	-71.5357282	6954.215363564757
221	2023-12-03	906558	18:25:00	Pedestrian	1	NA	FALSE	FALSE	1	MEMORIAL BLVD	EXCHANGE ST	2023-12-03	Two-Way, Divided, Positive Median Barrier	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.8269	-71.41213	FALSE	FALSE	Memorial Blvd and Exchange Street, Providence, RI, USA	FALSE	-71.4121426	41.8269244	intersection	geometric_center	memorial blvd & exchange st, providence, ri 02903, usa	NA	NA	NA	NA	41.8269244	-71.4121426	2.910348600120567
