row_number	crash_report_id	street_or_highway	nearest_intersection	traffic_control	type	type_of_roadway	address_sent_to_geocoder	lat_raw	lon_raw	lat_api_best	lon_api_best	distance_btwn_coords_meters	best_coords	reason_for_qa
275	926153	SPICER ST	BERNARD ST	No Controls	intersection	Two-Way, Not Divided With a Continuous Left Turn Lane	Spicer Street and Bernard Street, Providence, RI, USA	41.79118	-71.40602	41.7905368	-71.407823	165.8924970557664	Not yet determined	distance greater than 100m
281	926233	Aldrich St	BROAD ST	No Controls	intersection	Two-Way , Not Divided	Aldrich Street and Broad Street, Providence, RI, USA	41.79417	-71.40789	41.7936398	-71.4089517	106.055342695045	Not yet determined	distance greater than 100m
297	926566	BROAD ST	BROAD ST	No Controls	route	Two-Way , Not Divided	Broad Street and Broad Street, Providence, RI, USA	41.81369	-71.42159	41.8004646	-71.4174197	1512.3647889324918	Raw	distance greater than 100m
298	926567	BROAD ST	BROAD ST	No Controls	route	Two-Way , Not Divided	Broad Street and Broad Street, Providence, RI, USA	41.81418	-71.42128	41.8004646	-71.4174197	1560.0298220484915	Raw	distance greater than 100m
335	927281	COLLEGE ST	COLLEGE ST	Traffic Control Signal	route	One-Way Trafficway	College Street and College Street, Providence, RI, USA	41.82564	-71.40784	41.8260224	-71.4067047	103.3499289377161	Raw	distance greater than 100m
361	927904	S MAIN ST	NA	Unknown	route	One-Way Trafficway	S Main Street, Providence, RI, USA	41.81905	-71.40097	41.8208121	-71.4037011	299.68707176165583	Not yet determined	distance greater than 100m
363	927834	BROAD ST	BROAD ST	No Controls	route	Unknown	Broad Street and Broad Street, Providence, RI, USA	41.80966	-71.42098	41.8004646	-71.4174197	1065.4072712082257	Raw	distance greater than 100m
367	927921	CHARLES ST	CHARLES ST	Pavement Markings	route	Two-Way , Not Divided	Charles Street and Charles Street, Providence, RI, USA	41.85623	-71.42092	41.8473644	-71.4195067	993.847434583256	Raw	distance greater than 100m
382	928230	Washington St	SERVICE ROAD 8	Traffic Control Signal	route	Two-Way , Not Divided	Washington Street and Service Road 8, Providence, RI, USA	41.82027	-71.41875	41.8158996	-71.440833	1895.559703860532	Not yet determined	distance greater than 100m
388	928286	SYRACUSE ST	BODELL AVE	No Controls	route	Two-Way , Not Divided	Syracuse Street and Bodell Ave, Providence, RI, USA	41.81745	-71.45384	41.8166912	-71.4527837	121.71648603598584	Not yet determined	distance greater than 100m
397	928451	LENNON ST	MOUNT PLEASANT AVE	Stop Signs	intersection	Two-Way, Not Divided With a Continuous Left Turn Lane	Lennon Street and Mount Pleasant Ave, Providence, RI, USA	41.8451	-71.45024	41.84341999999999	-71.4531322	304.1406026390636	Not yet determined	distance greater than 100m
402	928546	Plainfield Street	PLAINFIELD ST	No Controls	route	Two-Way , Not Divided	Plainfield Street and Plainfield Street, Providence, RI, USA	41.8134	-71.45396	41.8067204	-71.4643595	1139.0581332430324	Not yet determined	distance greater than 100m
411	928675	UNION AVE	EXIT	Pavement Markings	locality	One-Way Trafficway	Union Ave and Exit, Providence, RI, USA	41.8088	-71.44019	41.8244836	-71.4127462	2869.185240865458	Not yet determined	distance greater than 100m
412	928688	LOWELL AVE	NYE ST	No Controls	intersection	Two-Way , Not Divided	Lowell Ave and Nye Street, Providence, RI, USA	41.81823	-71.4608	41.8170548	-71.4603837	135.30488926937127	Not yet determined	distance greater than 100m
417	928763	BROAD STREET	PORTLAND STREET	No Controls	intersection	Two-Way, Divided, Unprotected (painted>4feet) Medium	Broad Street and Portland Street, Providence, RI, USA	41.82172	-71.4208	41.8141492	-71.4212807	843.720638338127	Not yet determined	distance greater than 100m
418	928779	COLLEGE ST	COLLEGE ST	No Controls	route	Two-Way , Not Divided	College Street and College Street, Providence, RI, USA	41.82552	-71.40821	41.8260224	-71.4067047	136.82099243103983	Raw	distance greater than 100m
431	928943	BRANCH AVE	BRANCH AVE EXIT 24	Traffic Control Signal	route	Two-Way, Divided, Positive Median Barrier	Branch Ave and Branch Ave Exit 24, Providence, RI, USA	41.84629	-71.41157	41.8512794	-71.4222562	1045.8079741750755	Not yet determined	distance greater than 100m
442	929148	RANDALL ST	CHARLES ST	No Controls	intersection	Two-Way , Not Divided	Randall Street and Charles Street, Providence, RI, USA	41.83702	-71.41107	41.83607170000001	-71.41225969999999	144.49915199728963	Not yet determined	distance greater than 100m
478	929918	Vermont Ave	VIRGINIA AVE	No Controls	intersection	Two-Way , Not Divided	Vermont Ave and Virginia Ave, Providence, RI, USA	41.78876	-71.39591	41.7882227	-71.3989962	263.0476950441572	Not yet determined	distance greater than 100m
485	929991	CANAL ST	WASHINGTON ST	No Controls	route	Two-Way , Not Divided	Canal Street and Washington Street, Providence, RI, USA	41.8267	-71.40953	40.7194023	-74.0018897	249452.75492661633	Not yet determined	distance greater than 100m
492	930116	S MAIN ST	S MAIN ST	No Controls	intersection	One-Way Trafficway	S Main Street and S Main Street, Providence, RI, USA	41.82368	-71.40634	41.7386025	-71.54917019999999	15174.641682969896	Raw	distance greater than 100m
535	932291	broad st	BROAD ST	Pavement Markings	route	Two-Way , Not Divided	Broad Street and Broad Street, Providence, RI, USA	41.79756	-71.41388	41.8004646	-71.4174197	436.84890785498914	Not yet determined	distance greater than 100m
2	920108	325 washington st	NA	No Controls	premise	Two-Way , Not Divided	325 Washington Street, Providence, RI, USA	NA	NA	41.81973139999999	-71.4203833	NA	NA	raw coords null but geocoded coords found
10	920223	EMPIRE ST	NA	Unknown	route	Two-Way, Divided, Unprotected (painted>4feet) Medium	Empire Street, Providence, RI, USA	NA	NA	41.8213721	-71.4157481	NA	NA	raw coords null but geocoded coords found
28	920839	1 PROVIDENCE PLACE	FRANCIS ST	No Controls	premise	One-Way Trafficway	1 Providence Place, Providence, RI, USA	NA	NA	41.8278238	-71.4162068	NA	NA	raw coords null but geocoded coords found
34	920931	Washington St	Mathewson St	Traffic Control Signal	intersection	Two-Way , Not Divided	Washington Street and Mathewson Street, Providence, RI, USA	NA	NA	41.823059	-71.4147776	NA	NA	raw coords null but geocoded coords found
56	921641	VANDEWATER STREET	BRANCH AVENUE	No Controls	intersection	Two-Way , Not Divided	Vandewater Street and Branch Avenue, Providence, RI, USA	NA	NA	41.8536916	-71.42882759999999	NA	NA	raw coords null but geocoded coords found
81	922289	787 Admiral St.	NA	No Controls	premise	Two-Way , Not Divided	787 Admiral St., Providence, RI, USA	NA	NA	41.8508558	-71.44268389999999	NA	NA	raw coords null but geocoded coords found
87	922424	3 RICOM WAY	NA	No Controls	street_address	Two-Way , Not Divided	3 Ricom Way, Providence, RI, USA	NA	NA	41.8110116	-71.4420505	NA	NA	raw coords null but geocoded coords found
92	922514	997 BRANCH AVE	NA	No Controls	premise	Two-Way , Not Divided	997 Branch Ave, Providence, RI, USA	NA	NA	41.8555383	-71.4390896	NA	NA	raw coords null but geocoded coords found
111	923135	EDDY ST	NA	Unknown	route	Unknown	Eddy Street, Providence, RI, USA	NA	NA	41.8059525	-71.4072241	NA	NA	raw coords null but geocoded coords found
161	924219	WASHINGTON ST	EMPIRE ST	Unknown	intersection	Unknown	Washington Street and Empire Street, Providence, RI, USA	NA	NA	41.8218699	-71.4164272	NA	NA	raw coords null but geocoded coords found
176	924571	33 King St.	NA	No Controls	street_address	One-Way Trafficway	33 King St., Providence, RI, USA	NA	NA	41.823581	-71.4527248	NA	NA	raw coords null but geocoded coords found
187	924813	100 MANTON AVE	NA	No Controls	street_address	Two-Way , Not Divided	100 Manton Ave, Providence, RI, USA	NA	NA	41.8179117	-71.4463316	NA	NA	raw coords null but geocoded coords found
204	925139	PINE ST	NA	Unknown	route	Unknown	Pine Street, Providence, RI, USA	NA	NA	41.8173996	-71.4148938	NA	NA	raw coords null but geocoded coords found
264	926058	PINE ST	NA	Unknown	route	Unknown	Pine Street, Providence, RI, USA	NA	NA	41.8173996	-71.4148938	NA	NA	raw coords null but geocoded coords found
267	926083	SUMMIT AVE	NA	Unknown	route	Unknown	Summit Ave, Providence, RI, USA	NA	NA	41.850554	-71.3982359	NA	NA	raw coords null but geocoded coords found
274	926134	CHARLES ST	NA	Unknown	route	Unknown	Charles Street, Providence, RI, USA	NA	NA	41.8473644	-71.4195067	NA	NA	raw coords null but geocoded coords found
280	926304	ATWELLS AVE	NA	Unknown	route	Two-Way , Not Divided	Atwells Ave, Providence, RI, USA	NA	NA	41.8244805	-71.4363593	NA	NA	raw coords null but geocoded coords found
304	926745	UNION AVE	NA	Unknown	route	Two-Way , Not Divided	Union Ave, Providence, RI, USA	NA	NA	41.8064873	-71.4488897	NA	NA	raw coords null but geocoded coords found
319	926969	North Main Street	Chace Avenue	No Controls	intersection	Unknown	North Main Street and Chace Avenue, Providence, RI, USA	NA	NA	41.8556964	-71.3999039	NA	NA	raw coords null but geocoded coords found
356	927726	Broad St	Lockwood st	No Controls	intersection	Two-Way , Not Divided	Broad Street and Lockwood Street, Providence, RI, USA	NA	NA	41.8153888	-71.4206052	NA	NA	raw coords null but geocoded coords found
386	928274	Bath Street	Jewett Street	Stop Signs	intersection	Two-Way , Not Divided	Bath Street and Jewett Street, Providence, RI, USA	NA	NA	41.8326352	-71.4250862	NA	NA	raw coords null but geocoded coords found
393	928347	75 EAGLE ST	NA	No Controls	premise	Unknown	75 Eagle Street, Providence, RI, USA	NA	NA	41.82549059999999	-71.4358142	NA	NA	raw coords null but geocoded coords found
395	928409	NA	NA	Unknown	locality	Unknown	NA, Providence, RI, USA	NA	NA	41.8244836	-71.4127462	NA	NA	raw coords null but geocoded coords found
401	928519	HARLAM STREET	BARROWS STREET	Stop Signs	intersection	Two-Way , Not Divided	Harlam Street and Barrows Street, Providence, RI, USA	NA	NA	41.8121831	-71.4570629	NA	NA	raw coords null but geocoded coords found
416	929771	BROAD ST	NA	Unknown	route	Two-Way , Not Divided	Broad Street, Providence, RI, USA	NA	NA	41.8004646	-71.4174197	NA	NA	raw coords null but geocoded coords found
426	928907	114 GEORGE ST	THAYER ST	No Controls	premise	Two-Way , Not Divided	114 George Street, Providence, RI, USA	NA	NA	41.8257025	-71.4012707	NA	NA	raw coords null but geocoded coords found
438	929066	850 MANTON AVE	NA	No Controls	premise	Unknown	850 Manton Ave, Providence, RI, USA	NA	NA	41.8326397	-71.4666696	NA	NA	raw coords null but geocoded coords found
446	929255	CORLISS ST	NA	Unknown	route	Unknown	Corliss Street, Providence, RI, USA	NA	NA	41.8406375	-71.4128294	NA	NA	raw coords null but geocoded coords found
454	929426	740 PLAINFIELD ST	NA	No Controls	street_address	Two-Way , Not Divided	740 Plainfield Street, Providence, RI, USA	NA	NA	41.80983639999999	-71.46010369999999	NA	NA	raw coords null but geocoded coords found
456	929530	Medway	Wayland	Stop Signs	intersection	Two-Way , Not Divided	Medway and Wayland, Providence, RI, USA	NA	NA	41.8293413	-71.3881767	NA	NA	raw coords null but geocoded coords found
481	929939	Broad st	Cahir St	Stop Signs	intersection	Two-Way , Not Divided	Broad Street and Cahir Street, Providence, RI, USA	NA	NA	41.8169555	-71.4178933	NA	NA	raw coords null but geocoded coords found
495	930164	College Rd	NA	No Controls	route	Two-Way , Not Divided	College Rd, Providence, RI, USA	NA	NA	41.8438416	-71.4410431	NA	NA	raw coords null but geocoded coords found
513	930623	ELMWOOD AVE	POTTERS AVE	Traffic Control Signal	intersection	Two-Way , Not Divided	Elmwood Ave and Potters Ave, Providence, RI, USA	NA	NA	41.8015181	-71.4263526	NA	NA	raw coords null but geocoded coords found
532	932273	9 DABOLL ST	NA	No Controls	premise	Unknown	9 Daboll Street, Providence, RI, USA	NA	NA	41.8044066	-71.42017129999999	NA	NA	raw coords null but geocoded coords found
