row_number	crash_report_id	street_or_highway	nearest_intersection	traffic_control	type	type_of_roadway	address_sent_to_geocoder	lat_raw	lon_raw	lat_api_best	lon_api_best	distance_btwn_coords_meters	best_coords	reason_for_qa
3719	28335	BROADWAY	SERVICE ROAD 8	Traffic Control Signal	street_address	Two-Way , Not Divided	Broadway and Service Road 8, Providence, RI, USA	41.82212	-71.41976	41.7939064	-71.391257	3931.618819	Not yet determined	distance greater than 100m
3717	28440	PARK ST	PROMENADE ST	No Controls	route	Two-Way , Not Divided	Park Street and Promenade Street, Providence, RI, USA	41.83395	-71.41587	41.827854	-71.4176635	694.7182737	Not yet determined	distance greater than 100m
3703	29564	699 HARTFORD AVE	KILLINGLY ST	No Controls	premise	Two-Way, Divided, Unprotected (painted>4feet) Medium	699 Hartford Ave, Providence, RI, USA	41.82	-71.46879	41.8210549	-71.4683392	123.2422083	Not yet determined	distance greater than 100m
3658	33296	Hartford Ave	RT 6 West On ramp	Traffic Control Signal	street_address	Two-Way, Divided, Unprotected (painted>4feet) Medium	Hartford Ave and Rt 6 West On Ramp, Providence, RI, USA	41.81703	-71.44756	41.8165429	-71.4441051	291.7170364	Not yet determined	distance greater than 100m
3655	33672	PRUDENCE AVE	ETHAN ST	No Controls	intersection	Two-Way , Not Divided	Prudence Ave and Ethan Street, Providence, RI, USA	41.80555	-71.45786	41.8065018	-71.460092	213.372891	Not yet determined	distance greater than 100m
3647	34098	ALLENS AVE	ALLENS AVE EXIT	No Controls	route	Two-Way , Not Divided	Allens Ave and Allens Ave Exit, Providence, RI, USA	41.80141	-71.4007	41.8030664	-71.4014192	193.8076419	Not yet determined	distance greater than 100m
3644	34393	STATE HWY 10 N EXIT	PONTIAC AVE	No Controls	route	Two-Way , Not Divided	State Hwy 10 N Exit and Pontiac Ave, Providence, RI, USA	41.78753	-71.43245	41.7801818	-71.4335887	823.4406841	Not yet determined	distance greater than 100m
3616	37205	HARTFORD AVE	PRIVATE PROPERTY	No Controls	route	Two-Way , Not Divided	Hartford Ave and Private Property, Providence, RI, USA	41.82	-71.46876	41.8259948	-71.5081715	3336.840781	Not yet determined	distance greater than 100m
3617	37211	434 MOUNT PLEASANT AVE	NA	No Controls	premise	Two-Way , Not Divided	434 Mount Pleasant Ave, Providence, RI, USA	41.83958	-71.45195	41.8388953	-71.4527604	101.6210193	Not yet determined	distance greater than 100m
3612	38735	850 MANTON AVE	NA	No Controls	premise	Two-Way , Not Divided	850 Manton Ave, Providence, RI, USA	41.83371	-71.46772	41.8329814	-71.4659043	171.0512948	Not yet determined	distance greater than 100m
3610	39201	BONANZA WAY	BONANZA WAY	No Controls	route	One-Way Trafficway	Bonanza Way and Bonanza Way, Providence, RI, USA	41.8545	-71.40568	41.8535725	-71.4065993	128.337529	Raw	distance greater than 100m
3607	39060	Hawkins Street	Russo Street	No Controls	route	One-Way Trafficway	Hawkins Street and Russo Street, Providence, RI, USA	41.85119	-71.42069	41.853925	-71.4212689	308.2195298	Not yet determined	distance greater than 100m
3601	39997	S MAIN ST	PACKET ST	No Controls	locality	One-Way Trafficway	S Main Street and Packet Street, Providence, RI, USA	41.82394	-71.40661	41.8239891	-71.4128343	516.3655318	Not yet determined	distance greater than 100m
3589	41337	507 Public st.	NA	No Controls	street_address	Two-Way , Not Divided	507 Public St., Providence, RI, USA	41.82357	-71.47113	41.8049047	-71.4184731	4837.752009	Not yet determined	distance greater than 100m
3587	41713	ATLANTIC AVE	BROAD ST	No Controls	intersection	Two-Way , Not Divided	Atlantic Ave and Broad Street, Providence, RI, USA	41.79901	-71.41739	41.7994012	-71.4161381	112.6493781	Not yet determined	distance greater than 100m
3579	42161	12 harvard ave	NA	No Controls	street_address	Two-Way , Not Divided	12 Harvard Ave, Providence, RI, USA	41.80044	-71.40304	41.8085174	-71.4183719	1557.920353	Not yet determined	distance greater than 100m
3578	46119	HARRIS AVE	EXIT 22C	No Controls	locality	Two-Way , Not Divided	Harris Ave and Exit 22c, Providence, RI, USA	41.82705	-71.42369	41.8239891	-71.4128343	962.8212665	Not yet determined	distance greater than 100m
3573	42517	PLAINFIELD ST	ROUTE 6 WEST EXIT	No Controls	street_address	Two-Way , Not Divided	Plainfield Street and Route 6 West Exit, Providence, RI, USA	41.81461	-71.44678	41.8166485	-71.4439495	326.5610907	Not yet determined	distance greater than 100m
3561	43672	ALLENS AVE	ALLENS AVE EXIT	No Controls	route	Two-Way , Not Divided	Allens Ave and Allens Ave Exit, Providence, RI, USA	41.8003	-71.4002	41.8030664	-71.4014192	324.1480655	Not yet determined	distance greater than 100m
3558	44212	BROAD ST	CHESTNUT ST	No Controls	intersection	Two-Way, Divided, Positive Median Barrier	Broad Street and Chestnut Street, Providence, RI, USA	41.82	-71.41435	41.8928375	-71.3876733	8404.504447	Not yet determined	distance greater than 100m
3547	45382	Memorial Blvd	Steeple Street	Traffic Control Signal	route	Two-Way , Not Divided	Memorial Blvd and Steeple Street, Providence, RI, USA	41.82669	-71.41075	41.8273889	-71.409299	143.3178527	Not yet determined	distance greater than 100m
3542	46067	N MAIN ST	CHURCH ST	Stop Signs	intersection	Two-Way , Not Divided	N Main Street and Church Street, Providence, RI, USA	41.83082	-71.41039	41.8755687	-71.3912211	5228.829315	Not yet determined	distance greater than 100m
3536	46390	MILL ST	CANAL ST	No Controls	route	One-Way Trafficway	Mill Street and Canal Street, Providence, RI, USA	41.83244	-71.41099	41.8300387	-71.4110637	267.3813835	Not yet determined	distance greater than 100m
3535	46691	BLACKSTONE BLVD	BUTLER DR	Stop Signs	route	One-Way Trafficway	Blackstone Blvd and Butler Dr, Providence, RI, USA	41.84616	-71.38677	41.8450883	-71.3870926	122.2637853	Not yet determined	distance greater than 100m
3532	47229	ORMS ST	ORMS ST EXIT 23	No Controls	route	Two-Way , Not Divided	Orms Street and Orms St Exit 23, Providence, RI, USA	41.83481	-71.41387	41.8342191	-71.4191013	438.8485721	Not yet determined	distance greater than 100m
3528	48829	Prairie	Lockwood St.	No Controls	route	Two-Way , Not Divided	Prairie and Lockwood St., Providence, RI, USA	41.81763	-71.40458	41.812546	-71.415165	1044.764469	Not yet determined	distance greater than 100m
3517	49980	EXCHANGE TER	EXCHANGE ST	No Controls	intersection	One-Way Trafficway	Exchange Ter and Exchange Street, Providence, RI, USA	41.82591	-71.41219	41.8250247	-71.4148047	238.2367531	Not yet determined	distance greater than 100m
3515	50592	REGENT AVE	RIVER AVE	Stop Signs	intersection	Two-Way , Not Divided	Regent Ave and River Ave, Providence, RI, USA	41.83133	-71.43462	41.8304056	-71.4369363	217.9502205	Not yet determined	distance greater than 100m
3500	53467	CHALKSTONE AVENUE	FERN STREET	No Controls	intersection	Two-Way , Not Divided	Chalkstone Avenue and Fern Street, Providence, RI, USA	41.82422	-71.43364	41.8328452	-71.4378466	1021.590966	Not yet determined	distance greater than 100m
3497	53699	BROAD ST	LOCKWOOD ST	No Controls	route	One-Way Trafficway	Broad Street and Lockwood Street, Providence, RI, USA	41.81539	-71.4206	41.8129685	-71.4159924	467.7627428	Not yet determined	distance greater than 100m
3493	55504	Whelan Road	BODELL AVE	No Controls	intersection	Two-Way , Not Divided	Whelan Road and Bodell Ave, Providence, RI, USA	41.81886	-71.45257	41.818283	-71.454308	157.8474249	Not yet determined	distance greater than 100m
3491	56483	593 public	NA	No Controls	premise	Two-Way , Not Divided	593 Public, Providence, RI, USA	41.82577	-71.41527	41.8037545	-71.421701	2508.163216	Not yet determined	distance greater than 100m
3487	57888	BROADWAY	GREENMAN LN	Traffic Control Signal	doctor	One-Way Trafficway	Broadway and Greenman Ln, Providence, RI, USA	41.82232	-71.41867	41.8109879	-71.4119953	1377.677046	Not yet determined	distance greater than 100m
3482	60564	N MAIN ST	BENEFIT ST	No Controls	route	Two-Way , Not Divided	N Main Street and Benefit Street, Providence, RI, USA	41.83392	-71.41027	41.8260134	-71.4068354	925.1172161	Not yet determined	distance greater than 100m
3483	60663	1880 Westminster Street	Broadway/Valley Street	Traffic Control Signal	premise	One-Way Trafficway	1880 Westminster Street, Providence, RI, USA	41.82004	-71.43725	41.8161611	-71.4414929	557.0943463	Not yet determined	distance greater than 100m
3470	64073	MEMORIAL BLVD	STEEPLE ST	Traffic Control Signal	route	Two-Way, Divided, Positive Median Barrier	Memorial Blvd and Steeple Street, Providence, RI, USA	41.82677	-71.41063	41.8273889	-71.409299	130.1401791	Not yet determined	distance greater than 100m
3458	66338	BRANCH AVE	On Ramp	No Controls	route	Two-Way, Divided, Unprotected (painted>4feet) Medium	Branch Ave and On Ramp, Providence, RI, USA	41.85301	-71.42634	41.8515249	-71.4228521	333.1271821	Not yet determined	distance greater than 100m
3455	66957	BUTLER DR	RAY DR	No Controls	route	One-Way Trafficway	Butler Dr and Ray Dr, Providence, RI, USA	41.84294	-71.38179	41.8458361	-71.3830178	338.0888621	Not yet determined	distance greater than 100m
3449	68794	ADMIRAL ST	EXIT	Traffic Control Signal	route	Two-Way , Not Divided	Admiral Street and Exit, Providence, RI, USA	41.84068	-71.41897	41.8466202	-71.4318612	1257.042004	Not yet determined	distance greater than 100m
3447	68829	VALLEY ST	DEAN ST	Traffic Control Signal	route	Two-Way, Divided, Positive Median Barrier	Valley Street and Dean Street, Providence, RI, USA	41.83139	-71.42848	41.8234078	-71.4242155	956.3985976	Not yet determined	distance greater than 100m
3441	69589	DEAN ST	UNNAMED_42	No Controls	locality	Two-Way, Not Divided With a Continuous Left Turn Lane	Dean Street and Unnamed_42, Providence, RI, USA	41.83007	-71.42745	41.8239891	-71.4128343	1388.562658	Not yet determined	distance greater than 100m
3431	72003	SABIN ST	MATHEWSON ST	No Controls	route	Unknown	Sabin Street and Mathewson Street, Providence, RI, USA	41.82394	-71.41634	41.8226533	-71.4142678	223.7547425	Not yet determined	distance greater than 100m
3430	72030	WASHINGTON ST	SERVICE ROAD 8	Traffic Control Signal	street_address	One-Way Trafficway	Washington Street and Service Road 8, Providence, RI, USA	41.82021	-71.41885	41.7939064	-71.391257	3716.983824	Not yet determined	distance greater than 100m
3424	72888	100 GASPEE ST	FRANCIS ST	No Controls	premise	Two-Way , Not Divided	100 Gaspee Street, Providence, RI, USA	41.82944	-71.41377	41.8305102	-71.4131918	128.4254866	Not yet determined	distance greater than 100m
3421	73024	324 HOPE ST	ONLEY ST	No Controls	premise	Two-Way, Divided, Unprotected (painted>4feet) Medium	324 Hope Street, Providence, RI, USA	41.83576	-71.41603	41.8346647	-71.4027585	1107.47577	Not yet determined	distance greater than 100m
3418	74171	CHARLES ST	CHARLES ST EXIT	Traffic Control Signal	locality	Two-Way, Divided, Unprotected (painted>4feet) Medium	Charles Street and Charles St Exit, Providence, RI, USA	41.8422	-71.41799	41.8239891	-71.4128343	2071.840048	Not yet determined	distance greater than 100m
3410	76193	WEYBOSSET ST	RICHMOND ST	Person	intersection	One-Way Trafficway	Weybosset Street and Richmond Street, Providence, RI, USA	41.82307	-71.41098	41.8211606	-71.4128684	264.0459806	Not yet determined	distance greater than 100m
3401	78303	MONTROSE ST	RIDGELAND ST	No Controls	locality	Two-Way , Not Divided	Montrose Street and Ridgeland Street, Providence, RI, USA	41.82574	-71.44947	41.8239891	-71.4128343	3045.314346	Not yet determined	distance greater than 100m
3391	79408	KIMBALL AVENUE	CHALKSTONE AVENUE	Stop Signs	route	Two-Way , Not Divided	Kimball Avenue and Chalkstone Avenue, Providence, RI, USA	41.82462	-71.41556	41.8328997	-71.4479243	2838.393383	Not yet determined	distance greater than 100m
3383	80760	280 Broad St.	NA	No Controls	premise	Two-Way, Divided, Unprotected (painted>4feet) Medium	280 Broad St., Providence, RI, USA	41.82503	-71.4148	41.8149485	-71.4202425	1209.688347	Not yet determined	distance greater than 100m
3375	82508	STATE STREET	EXIT 23	No Controls	locality	One-Way Trafficway	State Street and Exit 23, Providence, RI, USA	41.83478	-71.41433	41.8239891	-71.4128343	1207.627301	Not yet determined	distance greater than 100m
3354	85977	SMITHFIELD AVE	SMITHFIELD AVE	No Controls	intersection	Two-Way , Not Divided	Smithfield Ave and Smithfield Ave, Providence, RI, USA	41.8588	-71.41098	41.8563993	-71.4524031	3444.828022	Raw	distance greater than 100m
3355	86099	ORMS ST EXIT 23	ORMS ST	Traffic Control Signal	street_address	One-Way Trafficway	Orms Street Exit 23 and Orms Street, Providence, RI, USA	41.8348	-71.41434	41.8349171	-71.4124815	154.6957727	Not yet determined	distance greater than 100m
3348	86802	WESTMINSTER ST	WESTMINSTER ST EXIT	No Controls	route	Two-Way , Not Divided	Westminster Street and Westminster St Exit, Providence, RI, USA	41.81576	-71.4387	41.8171825	-71.4257801	1083.528906	Not yet determined	distance greater than 100m
3339	87987	W EXCHANGE ST	W EXCHANGE ST EXIT 22A	No Controls	route	One-Way Trafficway	W Exchange Street and W Exchange St Exit 22a, Providence, RI, USA	41.82482	-71.41768	41.825222	-71.4202531	218.0885356	Not yet determined	distance greater than 100m
3328	88918	FARRAGUT AVE	MONTGOMERY AVE	No Controls	locality	Two-Way , Not Divided	Farragut Ave and Montgomery Ave, Providence, RI, USA	41.78652	-71.4053	41.8239891	-71.4128343	4217.635224	Not yet determined	distance greater than 100m
3327	88804	Broad	Malborough	No Controls	route	Two-Way , Not Divided	Broad and Malborough, Providence, RI, USA	41.83109	-71.4113	41.8057401	-71.4197858	2908.427445	Not yet determined	distance greater than 100m
3323	91655	270 broad	NA	No Controls	premise	Unknown	270 Broad, Providence, RI, USA	41.82447	-71.40851	41.8153081	-71.4199958	1395.75906	Not yet determined	distance greater than 100m
3319	93099	EXCHANGE TER	EXCHANGE ST	Stop Signs	intersection	One-Way Trafficway	Exchange Ter and Exchange Street, Providence, RI, USA	41.82611	-71.4116	41.8250247	-71.4148047	292.0046525	Not yet determined	distance greater than 100m
3311	94220	S MAIN ST	PACKET ST	No Controls	locality	One-Way Trafficway	S Main Street and Packet Street, Providence, RI, USA	41.82406	-71.406720000000007	41.8239891	-71.4128343	507.2724843	Not yet determined	distance greater than 100m
3308	94511	SERVICE ROAD 8	WASHINGTON ST	No Controls	street_address	One-Way Trafficway	Service Road 8 and Washington Street, Providence, RI, USA	41.82013	-71.41876	41.8244096	-71.4127487	689.6679282	Not yet determined	distance greater than 100m
3301	95118	RUGGLES ST	CHALKSTONE AVE	Stop Signs	intersection	Two-Way, Divided, Unprotected (painted>4feet) Medium	Ruggles Street and Chalkstone Ave, Providence, RI, USA	41.83616	-71.42824	41.834637	-71.4281355	169.7609845	Not yet determined	distance greater than 100m
3288	99781	ELMWOOD AVE	ELMWOOD AVE	No Controls	route	Two-Way , Not Divided	Elmwood Ave and Elmwood Ave, Providence, RI, USA	41.80812	-71.42473	41.7920613	-71.4229658	1793.631334	Raw	distance greater than 100m
3284	100379	WESTMINSTER ST EXIT	WESTMINSTER ST	Traffic Control Signal	route	One-Way Trafficway	Westminster Street Exit and Westminster Street, Providence, RI, USA	41.81576	-71.43865	41.8171825	-71.4257801	1079.425381	Not yet determined	distance greater than 100m
3282	100629	ELMWOOD AVE	Lenox Ave	No Controls	intersection	Two-Way, Divided, Unprotected (painted>4feet) Medium	Elmwood Ave and Lenox Ave, Providence, RI, USA	41.80357	-71.42571	41.7952146	-71.424723	933.718391	Not yet determined	distance greater than 100m
3281	100945	HUXLEY AVE	EATON ST	No Controls	intersection	Two-Way, Divided, Unprotected (painted>4feet) Medium	Huxley Ave and Eaton Street, Providence, RI, USA	41.84322	-71.43327	41.8415128	-71.433591	191.900065	Not yet determined	distance greater than 100m
3271	104381	1025 Chalkstone Avenue	Tiffany Street	No Controls	premise	Two-Way , Not Divided	1025 Chalkstone Avenue, Providence, RI, USA	41.81901	-71.41835	41.8325346	-71.4419493	2469.610652	Not yet determined	distance greater than 100m
3263	106320	SERVICE ROAD 8	BROADWAY	Traffic Control Signal	street_address	One-Way Trafficway	Service Road 8 and Broadway, Providence, RI, USA	41.82212	-71.41976	41.8225345	-71.418282	131.0054624	Not yet determined	distance greater than 100m
3261	106624	CHARLES ST	CHARLES ST	No Controls	route	Two-Way, Divided, Unprotected (painted>4feet) Medium	Charles Street and Charles Street, Providence, RI, USA	41.85344	-71.42047	41.8474982	-71.419539	665.9280196	Raw	distance greater than 100m
3258	106786	CANTON STREET	LINTON STREET	No Controls	intersection	Two-Way , Not Divided	Canton Street and Linton Street, Providence, RI, USA	41.82998	-71.41313	41.8316079	-71.442375	2432.518739	Not yet determined	distance greater than 100m
3257	107031	EXIT 21 (RT )	ATWELLS AVE	Traffic Control Signal	route	One-Way Trafficway	Exit 21 (Rt ) and Atwells Ave, Providence, RI, USA	41.82327	-71.42051	41.8244829	-71.4363598	1321.735859	Not yet determined	distance greater than 100m
3248	111363	WESTMINSTER ST EXIT	WESTMINSTER ST	Traffic Control Signal	route	One-Way Trafficway	Westminster Street Exit and Westminster Street, Providence, RI, USA	41.81575	-71.43866	41.8171825	-71.4257801	1080.409884	Not yet determined	distance greater than 100m
3246	112343	N MAIN ST	OLNEY ST	No Controls	route	One-Way Trafficway	N Main Street and Olney Street, Providence, RI, USA	41.83606	-71.4097	41.8350865	-71.409809	108.7459588	Not yet determined	distance greater than 100m
3245	113435	BROAD ST	SERVICE ROAD 8	Traffic Control Signal	street_address	One-Way Trafficway	Broad Street and Service Road 8, Providence, RI, USA	41.81796	-71.41629	41.7939064	-71.391257	3388.87462	Not yet determined	distance greater than 100m
3233	114979	Park Row	CANAL ST	Stop Signs	intersection	One-Way Trafficway	Park Row and Canal Street, Providence, RI, USA	41.82669	-71.40949	41.8284695	-71.4106907	221.7221062	Not yet determined	distance greater than 100m
3219	117961	US HWY 6 W EXIT	DEAN ST	No Controls	route	One-Way Trafficway	Us Hwy 6 W Exit and Dean Street, Providence, RI, USA	41.82657	-71.42605	41.8234078	-71.4242155	383.5003068	Not yet determined	distance greater than 100m
3206	121281	Adalaide	Niagra	Stop Signs	intersection	Two-Way , Not Divided	Adalaide and Niagra, Providence, RI, USA	41.79849	-71.42627	41.7979925	-71.4182864	664.8558903	Not yet determined	distance greater than 100m
3199	122281	WESTMINSTER ST	ROUTE 10	Traffic Control Signal	street_address	Two-Way , Not Divided	Westminster Street and Route 10, Providence, RI, USA	41.81592	-71.43943	41.8250252	-71.4089482	2724.326866	Not yet determined	distance greater than 100m
3190	124603	Reservoir Ave	STATE HWY 10 N	Traffic Control Signal	route	Two-Way, Not Divided With a Continuous Left Turn Lane	Reservoir Ave and State Hwy 10 N, Providence, RI, USA	41.78665	-71.43366	41.8003755	-71.440033	1616.875451	Not yet determined	distance greater than 100m
3187	124383	cadillac dr	NIAGARA ST	No Controls	intersection	Two-Way, Divided, Unprotected (painted>4feet) Medium	Cadillac Dr and Niagara Street, Providence, RI, USA	41.79939	-71.41614	41.794175	-71.4161553	580.5325331	Not yet determined	distance greater than 100m
3156	132047	FRANCIS ST	AMERICAN EXPRESS PLZ	No Controls	locality	Two-Way, Divided, Unprotected (painted>4feet) Medium	Francis Street and American Express Plz, Providence, RI, USA	41.82798	-71.41533	41.8239891	-71.4128343	490.1330045	Not yet determined	distance greater than 100m
3144	133049	DOUGLAS AVE	DOUGLAS AVE	No Controls	intersection	Two-Way , Not Divided	Douglas Ave and Douglas Ave, Providence, RI, USA	41.84663	-71.42969	41.8715442	-71.4649957	4032.407052	Raw	distance greater than 100m
3137	134209	Chalkstone Avenue	Fallon Street	No Controls	intersection	Two-Way , Not Divided	Chalkstone Avenue and Fallon Street, Providence, RI, USA	41.81512	-71.43972	41.832336	-71.443344	1939.912358	Not yet determined	distance greater than 100m
3132	134819	F C GREENE MEMORIAL BLVD	F C GREENE MEMORIAL BLVD	No Controls	intersection	Two-Way , Not Divided	F C Greene Memorial Blvd and F C Greene Memorial Blvd, Providence, RI, USA	41.77944	-71.41418	41.7885473	-71.4142058	1013.82226	Raw	distance greater than 100m
3128	135039	HUNTINGTON AVENUE	PLYMOUTH AVENUE	Stop Signs	intersection	Two-Way , Not Divided	Huntington Avenue and Plymouth Avenue, Providence, RI, USA	41.83763	-71.43363	41.801147	-71.432198	4063.006176	Not yet determined	distance greater than 100m
3121	135826	MEMORIAL BLVD	STEEPLE ST	Traffic Control Signal	route	One-Way Trafficway	Memorial Blvd and Steeple Street, Providence, RI, USA	41.82677	-71.41063	41.8273889	-71.409299	130.1401791	Not yet determined	distance greater than 100m
3122	135827	Eddy St.	NA	No Controls	route	Two-Way , Not Divided	Eddy St., Providence, RI, USA	41.83148	-71.41133	41.8059506	-71.4072274	2862.228573	Not yet determined	distance greater than 100m
3114	136616	MOUNT PLEASANT AVENUE	CHALKSTONE AVENUE	Traffic Control Signal	intersection	Two-Way , Not Divided	Mount Pleasant Avenue and Chalkstone Avenue, Providence, RI, USA	41.81499	-71.37472	41.83271	-71.4497544	6529.57245	Not yet determined	distance greater than 100m
3113	137554	PLAINFIELD ST	DUXBURY ST	Stop Signs	intersection	Two-Way, Divided, Positive Median Barrier	Plainfield Street and Duxbury Street, Providence, RI, USA	41.81067	-71.46221	41.8121529	-71.461586	173.0044211	Not yet determined	distance greater than 100m
3111	137173	KINSLEY AVE	PARK ST	No Controls	route	One-Way Trafficway	Kinsley Ave and Park Street, Providence, RI, USA	41.82754	-71.41768	41.8282653	-71.4294878	982.7776249	Not yet determined	distance greater than 100m
3107	137573	DORRANCE STREET	WEYBOSSET STREET	Traffic Control Signal	intersection	Two-Way , Not Divided	Dorrance Street and Weybosset Street, Providence, RI, USA	41.82241	-71.41013	41.8230796	-71.4109933	103.368509	Not yet determined	distance greater than 100m
3100	138388	NORTH MAIN STREET	5TH STREET	Stop Signs	route	Two-Way , Not Divided	North Main Street and 5th Street, Providence, RI, USA	41.8338	-71.41646	41.8523836	-71.4015871	2408.504807	Not yet determined	distance greater than 100m
3101	138398	622 ELMWOOD AVE	ELMWOOD AVE	No Controls	premise	Two-Way, Divided, Positive Median Barrier	622 Elmwood Ave, Providence, RI, USA	41.81023	-71.42382	41.7951421	-71.4243352	1680.121377	Not yet determined	distance greater than 100m
3096	139202	Morning Star Row	NA	No Controls	route	Two-Way , Not Divided	Morning Star Row, Providence, RI, USA	41.82998	-71.41106	41.8117092	-71.4203048	2173.690333	Not yet determined	distance greater than 100m
3094	139498	649 NORTH MAIN STREET	DOYLE AVENUE	No Controls	premise	Two-Way , Not Divided	649 North Main Street, Providence, RI, USA	41.83618	-71.41545	41.8381141	-71.4088231	590.2869809	Not yet determined	distance greater than 100m
3092	139794	MANTON AVENUE	PELHAM STREET	No Controls	intersection	Two-Way , Not Divided	Manton Avenue and Pelham Street, Providence, RI, USA	41.83201	-71.41745	41.8209354	-71.4477932	2802.719151	Not yet determined	distance greater than 100m
3082	141145	Broad Street	Public ST	Traffic Control Signal	route	Two-Way , Not Divided	Broad Street and Public Street, Providence, RI, USA	41.80632	-71.41148	41.804449	-71.4193596	686.2134448	Not yet determined	distance greater than 100m
3081	141356	15 Whelan Rd	BODELL AVE	No Controls	premise	Two-Way , Not Divided	15 Whelan Rd, Providence, RI, USA	41.81828	-71.45431	41.8190681	-71.4531502	130.2107074	Not yet determined	distance greater than 100m
3078	142147	BLACKSTONE BLVD	BUTLER DR	No Controls	route	Two-Way, Divided, Positive Median Barrier	Blackstone Blvd and Butler Dr, Providence, RI, USA	41.8463	-71.38677	41.8450883	-71.3870926	137.5131481	Not yet determined	distance greater than 100m
3072	143693	BERGEN STREET	ANDEM STREET	No Controls	intersection	Two-Way , Not Divided	Bergen Street and Andem Street, Providence, RI, USA	41.81534	-71.44597	41.83078	-71.439842	1792.374246	Not yet determined	distance greater than 100m
3068	144438	COLLEGE STREET	MEMORIAL BLVD	Traffic Control Signal	route	Two-Way , Not Divided	College Street and Memorial Blvd, Providence, RI, USA	41.82955	-71.41802	41.8253077	-71.4088081	898.2859637	Not yet determined	distance greater than 100m
3064	145141	1000 Elmwood Avenue	NA	No Controls	street_address	One-Way Trafficway	1000 Elmwood Avenue, Providence, RI, USA	41.78544	-71.41674	41.7792003	-71.4202862	754.4010285	Not yet determined	distance greater than 100m
3057	146141	BROADWAY	DEPASQUALE AVENUE	Traffic Control Signal	route	Two-Way , Not Divided	Broadway and Depasquale Avenue, Providence, RI, USA	41.83578	-71.4154	41.8224893	-71.4262101	1730.027428	Not yet determined	distance greater than 100m
3045	148519	Atlantic ave	NIAGARA ST	No Controls	intersection	Two-Way , Not Divided	Atlantic Ave and Niagara Street, Providence, RI, USA	41.79939	-71.41615	41.7986319	-71.4186449	223.5833621	Not yet determined	distance greater than 100m
3043	148592	HUXLEY AVE	EATON ST	No Controls	intersection	Two-Way , Not Divided	Huxley Ave and Eaton Street, Providence, RI, USA	41.84348	-71.43322	41.8415128	-71.433591	221.1385214	Not yet determined	distance greater than 100m
3041	148968	UNION AVE EXIT	UNION AVE	Traffic Control Signal	route	One-Way Trafficway	Union Ave Exit and Union Ave, Providence, RI, USA	41.80886	-71.43993	41.8068304	-71.4475494	671.3837434	Not yet determined	distance greater than 100m
3039	149086	400 WEST FOUNTAIN STREET	NA	No Controls	premise	Two-Way , Not Divided	400 West Fountain Street, Providence, RI, USA	41.82602	-71.41884	41.8185595	-71.4231577	904.4470631	Not yet determined	distance greater than 100m
