row_number	crash_report_id	street_or_highway	nearest_intersection	traffic_control	type	type_of_roadway	address_sent_to_geocoder	lat_raw	lon_raw	lat_api_best	lon_api_best	distance_btwn_coords_meters	best_coords	reason_for_qa
2769	193267	EXCHANGE TER	EXCHANGE ST	No Controls	intersection	One-Way Trafficway	Exchange Ter and Exchange Street, Providence, RI, USA	41.82568	-71.41281	41.8250247	-71.4148047	180.8330331	Not yet determined	distance greater than 100m
2764	193895	BROAD ST	BROAD ST	Yield Signs	route	Two-Way, Divided, Unprotected (painted>4feet) Medium	Broad Street and Broad Street, Providence, RI, USA	41.81357	-71.42167	41.7945838	-71.4101636	2319.199761	Raw	distance greater than 100m
2760	194775	321 HARBORSIDE BLVD.	NA	No Controls	premise	Two-Way , Not Divided	321 Harborside Blvd., Providence, RI, USA	41.83504	-71.41592	41.7861645	-71.391657	5801.297814	Not yet determined	distance greater than 100m
2758	195093	LENOX AVE	EMERSON ST	Traffic Control Signal	intersection	Two-Way , Not Divided	Lenox Ave and Emerson Street, Providence, RI, USA	41.79828	-71.41478	41.7979139	-71.4160635	114.0459965	Not yet determined	distance greater than 100m
2755	196273	EXIT 25	I 95	No Controls	street_address	One-Way Trafficway	Exit 25 and I 95, Providence, RI, USA	41.85322	-71.40834	43.4075026	-70.5624753	186373.1636	Not yet determined	distance greater than 100m
2750	195560	CHARLES ST	CHARLES ST	Traffic Control Signal	route	Two-Way , Not Divided	Charles Street and Charles Street, Providence, RI, USA	41.83585	-71.41178	41.8474982	-71.419539	1447.553285	Raw	distance greater than 100m
2751	195562	325 PUBLIC ST	NA	No Controls	premise	Two-Way , Not Divided	325 Public Street, Providence, RI, USA	41.80542	-71.41536	41.8071025	-71.4105943	437.5595706	Not yet determined	distance greater than 100m
2748	195659	LAUREL HILL AVENUE	STERLING AVENUE	Stop Signs	intersection	Two-Way , Not Divided	Laurel Hill Avenue and Sterling Avenue, Providence, RI, USA	41.83201	-71.41745	41.8095959	-71.4532996	3882.090044	Not yet determined	distance greater than 100m
2746	195894	WESTMINISTER STREET	NA	No Controls	route	Two-Way , Not Divided	Westminister Street, Providence, RI, USA	41.82527	-71.41912	41.8171825	-71.4257801	1056.31581	Not yet determined	distance greater than 100m
2747	195900	BROAD STREET	DAVE GAVITT WAY	Traffic Control Signal	route	Two-Way , Not Divided	Broad Street and Dave Gavitt Way, Providence, RI, USA	41.82955	-71.41802	41.8179551	-71.4162673	1298.90162	Not yet determined	distance greater than 100m
2743	196174	BRANCH AVENUE	NORTH MAIN STREET	No Controls	locality	Two-Way , Not Divided	Branch Avenue and North Main Street, Providence, RI, USA	41.82602	-71.41884	41.8420469	-71.4079105	2001.200282	Not yet determined	distance greater than 100m
2739	196850	BLACKSTONE BLVD	BUTLER DR	No Controls	route	Two-Way, Divided, Unprotected (painted>4feet) Medium	Blackstone Blvd and Butler Dr, Providence, RI, USA	41.84616	-71.38677	41.8450883	-71.3870926	122.2637853	Not yet determined	distance greater than 100m
2735	197120	MESSER ST	NA	No Controls	route	Two-Way , Not Divided	Messer Street, Providence, RI, USA	41.8109	-71.4354	41.8124849	-71.4359273	181.7738884	Not yet determined	distance greater than 100m
2734	197272	ACADEMY AVENUE	WHITFORD AVENUE	Stop Signs	intersection	Two-Way , Not Divided	Academy Avenue and Whitford Avenue, Providence, RI, USA	41.82351	-71.43477	41.8389717	-71.4448616	1913.935252	Not yet determined	distance greater than 100m
2731	197348	530 NORTH MAIN STREET	NA	No Controls	street_address	Two-Way , Not Divided	530 North Main Street, Providence, RI, USA	41.83294	-71.41683	41.8363567	-71.4100844	676.527143	Not yet determined	distance greater than 100m
2732	197390	BROOK STREET	TRANSIT STREET	Stop Signs	intersection	Two-Way , Not Divided	Brook Street and Transit Street, Providence, RI, USA	41.83286	-71.41687	41.820544	-71.3983698	2057.844192	Not yet determined	distance greater than 100m
2728	198226	FISK ST	BERNARD ST	No Controls	intersection	Unknown	Fisk Street and Bernard Street, Providence, RI, USA	41.7906	-71.40594	41.79003	-71.4075022	144.3536369	Not yet determined	distance greater than 100m
2720	197951	BROAD ST	BROAD ST	No Controls	route	Two-Way , Not Divided	Broad Street and Broad Street, Providence, RI, USA	41.80956	-71.42095	41.7945838	-71.4101636	1892.235222	Raw	distance greater than 100m
2707	199987	COLLYER ST	COLLYER ST	No Controls	route	Unknown	Collyer Street and Collyer Street, Providence, RI, USA	41.85541	-71.40307	41.8544712	-71.4035181	110.9147772	Raw	distance greater than 100m
2702	200422	MATHEWSON ST	MATHEWSON ST	No Controls	route	One-Way Trafficway	Mathewson Street and Mathewson Street, Providence, RI, USA	41.82396	-71.41628	41.8226533	-71.4142678	221.410199	Raw	distance greater than 100m
2699	201209	PARKING LOT	SILVER SPRING ST	No Controls	route	Two-Way , Not Divided	Parking Lot and Silver Spring Street, Providence, RI, USA	41.85631	-71.41089	41.8503204	-71.4133985	698.4487534	Not yet determined	distance greater than 100m
2697	201271	HOPE STREET	CYPRESS STREET	No Controls	intersection	Two-Way , Not Divided	Hope Street and Cypress Street, Providence, RI, USA	41.83139	-71.4177	41.8410395	-71.3989614	1889.253348	Not yet determined	distance greater than 100m
2692	202021	315 BROAD STREET	NA	No Controls	premise	Two-Way, Divided, Positive Median Barrier	315 Broad Street, Providence, RI, USA	41.83349	-71.41682	41.8145174	-71.4217316	2150.962033	Not yet determined	distance greater than 100m
2689	202380	BROAD STREET	BROAD ST	No Controls	route	Two-Way , Not Divided	Broad Street and Broad Street, Providence, RI, USA	41.81428	-71.42123	41.7945838	-71.4101636	2377.105198	Not yet determined	distance greater than 100m
2682	203405	BORDEN ST	EDDY ST	Traffic Control Signal	intersection	One-Way Trafficway	Borden Street and Eddy Street, Providence, RI, USA	41.81342	-71.40833	41.8121992	-71.4070223	173.8981013	Not yet determined	distance greater than 100m
2681	203712	Leah Street	Roanoke Street	No Controls	intersection	Two-Way , Not Divided	Leah Street and Roanoke Street, Providence, RI, USA	41.81948	-71.43758	41.8310779	-71.4515781	1736.440469	Not yet determined	distance greater than 100m
2673	205541	BROAD ST	BROAD ST	No Controls	route	Two-Way, Not Divided With a Continuous Left Turn Lane	Broad Street and Broad Street, Providence, RI, USA	41.8139	-71.42144	41.7945838	-71.4101636	2345.044518	Raw	distance greater than 100m
2674	205727	251 SMITH STREET	NA	No Controls	premise	Two-Way , Not Divided	251 Smith Street, Providence, RI, USA	41.83488	-71.41671	41.8333085	-71.4200567	328.1081756	Not yet determined	distance greater than 100m
2675	205728	BROWN STREET	BENEVOLENT STREET	Stop Signs	intersection	Two-Way , Not Divided	Brown Street and Benevolent Street, Providence, RI, USA	41.83616	-71.41597	41.8246153	-71.4026893	1692.663662	Not yet determined	distance greater than 100m
2670	206345	Broadway	SUTTON ST	No Controls	route	Two-Way , Not Divided	Broadway and Sutton Street, Providence, RI, USA	41.82025	-71.42744	41.8223473	-71.4285283	250.3188969	Not yet determined	distance greater than 100m
2667	206589	MEMORIAL BLVD	COLLEGE STREET	No Controls	intersection	Two-Way , Not Divided	Memorial Blvd and College Street, Providence, RI, USA	41.83572	-71.41603	41.8253077	-71.4088081	1304.73464	Not yet determined	distance greater than 100m
2656	208942	Service Road 8 / EXIT (RT)	ATWELLS AVE	Traffic Control Signal	route	One-Way Trafficway	Service Road 8 / Exit (Rt) and Atwells Ave, Providence, RI, USA	41.82312	-71.41948	41.8244829	-71.4363598	1408.462041	Not yet determined	distance greater than 100m
2650	211425	DORRANCE STREET	WESTMINISTER STREET	Traffic Control Signal	intersection	Two-Way , Not Divided	Dorrance Street and Westminister Street, Providence, RI, USA	41.8347	-71.41607	41.8236083	-71.4116693	1287.550597	Not yet determined	distance greater than 100m
2643	212386	WASHINGTON PLACE	CANAL STREET	No Controls	intersection	One-Way Trafficway	Washington Place and Canal Street, Providence, RI, USA	41.8371	-71.41609	41.8266915	-71.4095172	1280.520854	Not yet determined	distance greater than 100m
2635	216626	ACADEMY AVENUE	BELOMNT STREET	No Controls	intersection	Two-Way , Not Divided	Academy Avenue and Belomnt Street, Providence, RI, USA	41.82545	-71.42914	41.8322837	-71.4445179	1485.191535	Not yet determined	distance greater than 100m
2633	217573	601 NORTH MAIN STREET	NA	No Controls	subpremise	Two-Way , Not Divided	601 North Main Street, Providence, RI, USA	41.83588	-71.416	41.8372393	-71.4083214	654.582358	Not yet determined	distance greater than 100m
2627	219699	601 North Main St	N MAIN ST	No Controls	subpremise	Two-Way , Not Divided	601 North Main Street, Providence, RI, USA	41.83644	-71.40964	41.8372393	-71.4083214	140.9863994	Not yet determined	distance greater than 100m
2623	222876	BROAD STREET	MONTGOMERY AVENUE	Traffic Control Signal	administrative_area_level_1	Two-Way , Not Divided	Broad Street and Montgomery Avenue, Providence, RI, USA	41.8347	-71.41607	41.7858952	-71.4016671	5562.806538	Not yet determined	distance greater than 100m
2619	224913	CANAL STREET	SMITH STREET	Traffic Control Signal	route	Two-Way , Not Divided	Canal Street and Smith Street, Providence, RI, USA	41.83741	-71.41499	41.8314185	-71.4113298	732.811103	Not yet determined	distance greater than 100m
2620	224931	100 BROAD STREET	NA	No Controls	street_address	Two-Way , Not Divided	100 Broad Street, Providence, RI, USA	41.83052	-71.4179	41.818123	-71.4150911	1399.560864	Not yet determined	distance greater than 100m
2621	224933	FRANCIS STREET	MEMORIAL BLVD.	Traffic Control Signal	route	Two-Way , Not Divided	Francis Street and Memorial Blvd., Providence, RI, USA	41.82804	-71.41829	41.8258972	-71.4153893	338.8145321	Not yet determined	distance greater than 100m
2611	225796	HARTFORD AVE	HARTFORD AVE	No Controls	route	Two-Way, Divided, Positive Median Barrier	Hartford Ave and Hartford Ave, Providence, RI, USA	41.81765	-71.4538	41.829423	-71.5357282	6921.602525	Raw	distance greater than 100m
2608	226095	ELMWOOD AVENUE	POTTERS AVENUE	Traffic Control Signal	intersection	Two-Way , Not Divided	Elmwood Avenue and Potters Avenue, Providence, RI, USA	41.83618	-71.41545	41.8015172	-71.4263655	3963.482707	Not yet determined	distance greater than 100m
2603	227103	11 SOUTH ANGELL STREET	ANGELL STREET	Traffic Control Signal	subpremise	One-Way Trafficway	11 South Angell Street, Providence, RI, USA	41.83578	-71.4154	41.8297034	-71.3876097	2402.233889	Not yet determined	distance greater than 100m
2601	227839	221 MOUNT PLEASANT AVENUE	221 MOUNT PLEASANT AVENUE	No Controls	street_address	Two-Way , Not Divided	221 Mount Pleasant Avenue, Providence, RI, USA	41.82485	-71.43178	41.8321039	-71.4494172	1671.046794	Raw	distance greater than 100m
2599	228428	WOODARD ROAD	BRANCH AVENUE	Stop Signs	intersection	Two-Way , Not Divided	Woodard Road and Branch Avenue, Providence, RI, USA	41.83349	-71.41682	41.8534892	-71.4280628	2413.651442	Not yet determined	distance greater than 100m
2598	228898	780 CHALSTONE AVENUE	NA	Stop Signs	street_address	Two-Way , Not Divided	780 Chalstone Avenue, Providence, RI, USA	41.83605	-71.41542	41.8338414	-71.4327558	1458.71271	Not yet determined	distance greater than 100m
2595	229714	PLAINFIELD STREET	SERVICE ROAD 1	Traffic Control Signal	route	Two-Way , Not Divided	Plainfield Street and Service Road 1, Providence, RI, USA	41.83583	-71.41601	41.8199608	-71.4200451	1797.980768	Not yet determined	distance greater than 100m
2596	229731	BRANCH AVENUE	WEST RIVER STREET	Traffic Control Signal	intersection	Two-Way , Not Divided	Branch Avenue and West River Street, Providence, RI, USA	41.83612	-71.42897	41.8468987	-71.4126689	1807.569625	Not yet determined	distance greater than 100m
2592	230204	HARTFORD AVENUE	KILLINGLY STREET	Traffic Control Signal	intersection	Two-Way , Not Divided	Hartford Avenue and Killingly Street, Providence, RI, USA	41.83571	-71.41579	41.8200273	-71.4689352	4741.485032	Not yet determined	distance greater than 100m
2593	230225	HUNTINGTON AVENUE	NA	No Controls	route	Two-Way , Not Divided	Huntington Avenue, Providence, RI, USA	41.83569	-71.4158	41.8025522	-71.4361117	4055.535143	Not yet determined	distance greater than 100m
2583	231977	Fountain St	Sabin St	No Controls	route	One-Way Trafficway	Fountain Street and Sabin Street, Providence, RI, USA	41.82503	-71.4148	41.8239955	-71.4163184	170.6668741	Not yet determined	distance greater than 100m
2584	232707	Roger Williams Avenue	Elmwood Avenue	Traffic Control Signal	intersection	Two-Way , Not Divided	Roger Williams Avenue and Elmwood Avenue, Providence, RI, USA	41.80247	-71.40375	41.7885278	-71.4209033	2106.042465	Not yet determined	distance greater than 100m
2579	233382	186 FOUNTAIN STREET	EMPIRE STREET	Traffic Control Signal	subpremise	One-Way Trafficway	186 Fountain Street, Providence, RI, USA	41.8358	-71.41573	41.8223797	-71.4166423	1495.856315	Not yet determined	distance greater than 100m
2572	234184	WASHINGTON STREET	EXCHANGE STREET	Traffic Control Signal	route	One-Way Trafficway	Washington Street and Exchange Street, Providence, RI, USA	41.83601	-71.41599	41.8257255	-71.4110379	1216.321452	Not yet determined	distance greater than 100m
2574	234525	N MAIN ST	N MAIN ST	No Controls	route	Two-Way, Divided, Positive Median Barrier	N Main Street and N Main Street, Providence, RI, USA	41.83645	-71.40964	41.8256787	-71.4078251	1208.468526	Raw	distance greater than 100m
2571	234336	RT. 146 NORTH ON RAMP	BRANCH AVENUE	No Controls	route	One-Way Trafficway	Rt. 146 North On Ramp and Branch Avenue, Providence, RI, USA	41.83618	-71.41545	41.8515249	-71.4228521	1815.134436	Not yet determined	distance greater than 100m
2567	236139	240 Atwells Ave	NA	No Controls	street_address	Two-Way , Not Divided	240 Atwells Ave, Providence, RI, USA	41.82353	-71.42608	41.8233587	-71.4246809	117.6193139	Not yet determined	distance greater than 100m
2563	237184	1 RANDALL ST	CHARLES ST	No Controls	intersection	Two-Way , Not Divided	1 Randall Street, Providence, RI, USA	41.83713	-71.41092	41.837966	-71.4096299	141.806924	Not yet determined	distance greater than 100m
2560	237504	432 BRANCH AVENUE	NA	No Controls	street_address	Two-Way , Not Divided	432 Branch Avenue, Providence, RI, USA	41.82678	-71.41882	41.8499436	-71.4196422	2579.461648	Not yet determined	distance greater than 100m
2544	239514	WESTMINSTER ST	CRANSTON ST	No Controls	intersection	Two-Way, Divided, Positive Median Barrier	Westminster Street and Cranston Street, Providence, RI, USA	41.81792	-71.42082	41.817219	-71.4223096	146.1573849	Not yet determined	distance greater than 100m
2540	240180	541 Smith St	Fredeick St	No Controls	premise	Two-Way , Not Divided	541 Smith Street, Providence, RI, USA	41.83613	-71.42872	41.8371192	-71.4292587	118.8361056	Not yet determined	distance greater than 100m
2532	241527	N MAIN ST	OLNEY ST	Stop Signs	route	One-Way Trafficway	N Main Street and Olney Street, Providence, RI, USA	41.83639	-71.40965	41.8350865	-71.409809	145.7029726	Not yet determined	distance greater than 100m
2530	241995	CRANSTON STREET	DEXTER STREET	Traffic Control Signal	intersection	Two-Way , Not Divided	Cranston Street and Dexter Street, Providence, RI, USA	41.83208	-71.41765	41.8126029	-71.429588	2383.649403	Not yet determined	distance greater than 100m
2519	244545	148 DOVER STREET	NA	No Controls	premise	Two-Way , Not Divided	148 Dover Street, Providence, RI, USA	41.83691	-71.41438	41.8293753	-71.45056	3115.894725	Not yet determined	distance greater than 100m
2518	244818	BROAD ST	POTTERS AVE	Traffic Control Signal	route	Two-Way , Not Divided	Broad Street and Potters Ave, Providence, RI, USA	41.7977	-71.41426	41.802993	-71.4189101	704.3331564	Not yet determined	distance greater than 100m
2513	246104	1955 WESTMINISTER STREET	NA	No Controls	premise	Two-Way , Not Divided	1955 Westminister Street, Providence, RI, USA	41.82955	-71.41802	41.8170578	-71.4427841	2480.744912	Not yet determined	distance greater than 100m
2512	246030	Benefit Street	N MAIN ST	Other	establishment	One-Way Trafficway	Benefit Street and N Main Street, Providence, RI, USA	41.83471	-71.40983	41.8264716	-71.3702575	3408.105564	Not yet determined	distance greater than 100m
2511	248384	S MAIN ST	S MAIN ST	No Controls	route	One-Way Trafficway	S Main Street and S Main Street, Providence, RI, USA	41.8237	-71.40636	41.7041527	-71.5243372	16524.59416	Raw	distance greater than 100m
2503	247437	GILMORE STREET	LESTER STREET	Stop Signs	intersection	Two-Way , Not Divided	Gilmore Street and Lester Street, Providence, RI, USA	41.83886	-71.41697	41.813146	-71.4272253	2986.205472	Not yet determined	distance greater than 100m
2500	249074	MARINO PARK	HARTFORD AVE	No Controls	route	Two-Way , Not Divided	Marino Park and Hartford Ave, Providence, RI, USA	41.81724	-71.44963	41.8185901	-71.4587339	770.0930891	Not yet determined	distance greater than 100m
2494	249615	ELMWOOD AVENUE	EARL STREET	Stop Signs	intersection	Two-Way , Not Divided	Elmwood Avenue and Earl Street, Providence, RI, USA	41.83616	-71.41597	41.7981132	-71.4262189	4319.859063	Not yet determined	distance greater than 100m
2490	249914	65 GILLEN ST	NA	No Controls	premise	Unknown	65 Gillen Street, Providence, RI, USA	41.85282	-71.41938	41.8532591	-71.4178535	135.6837391	Not yet determined	distance greater than 100m
2487	250012	80 WASHINGTON STREET	I 95 S	No Controls	street_address	Two-Way , Not Divided	80 Washington Street, Providence, RI, USA	41.83618	-71.41545	41.823351099999996	-71.4138689	1434.115881	Not yet determined	distance greater than 100m
2479	250607	BROAD STREET	PUBLIC STREET	Traffic Control Signal	route	Two-Way , Not Divided	Broad Street and Public Street, Providence, RI, USA	41.83349	-71.41682	41.804449	-71.4193596	3239.687529	Not yet determined	distance greater than 100m
2477	250925	420 Charles St	LOMBARDI ST	Pavement Markings	street_address	Two-Way , Not Divided	420 Charles Street, Providence, RI, USA	41.84674	-71.41931	41.8443389	-71.4188117	270.4645697	Not yet determined	distance greater than 100m
2469	252120	SERVICE ROAD 3	WESTMINSTER ST	No Controls	street_address	Two-Way , Not Divided	Service Road 3 and Westminster Street, Providence, RI, USA	41.81632	-71.44059	41.8252921	-71.4089265	2810.246105	Not yet determined	distance greater than 100m
2466	252502	BURNETT STREET	BUCKLIN STREET	Stop Signs	intersection	Two-Way , Not Divided	Burnett Street and Bucklin Street, Providence, RI, USA	41.83201	-71.41745	41.8029383	-71.4276784	3345.651801	Not yet determined	distance greater than 100m
2461	252985	N MAIN ST	N MAIN ST	No Controls	route	One-Way Trafficway	N Main Street and N Main Street, Providence, RI, USA	41.84488	-71.40615	41.8256787	-71.4078251	2141.98942	Raw	distance greater than 100m
2457	253196	141 WEYBOSSET STREET	DORRANCE STREET	No Controls	street_address	Two-Way , Not Divided	141 Weybosset Street, Providence, RI, USA	41.83349	-71.41682	41.8228207	-71.4115579	1265.368011	Not yet determined	distance greater than 100m
2458	253214	6TH AVENUE	COLLEGE ROAD	No Controls	route	Two-Way , Not Divided	6th Avenue and College Road, Providence, RI, USA	41.83578	-71.4154	41.8407916	-71.4670156	4317.012335	Not yet determined	distance greater than 100m
2455	253441	Broadway	GREENMAN LN	Traffic Control Signal	doctor	One-Way Trafficway	Broadway and Greenman Ln, Providence, RI, USA	41.82232	-71.41867	41.8109879	-71.4119953	1377.677046	Not yet determined	distance greater than 100m
2449	253872	SOUTH WATER ST	BRIDGE ST	Traffic Control Signal	route	One-Way Trafficway	South Water Street and Bridge Street, Providence, RI, USA	41.81833	-71.40139	41.8202174	-71.4039536	298.9585099	Not yet determined	distance greater than 100m
2448	254109	CLADRASH'S AVE	MAPLE AVE	No Controls	route	Two-Way , Not Divided	Cladrash's Ave and Maple Ave, Providence, RI, USA	41.78423	-71.4109	41.7823496	-71.4144565	361.8976657	Not yet determined	distance greater than 100m
2445	254213	HOPE STREET	ONLEY STREET	Traffic Control Signal	intersection	Two-Way , Not Divided	Hope Street and Onley Street, Providence, RI, USA	41.8331	-71.41676	41.8357179	-71.4015677	1293.33168	Not yet determined	distance greater than 100m
2439	254979	BROAD STREET	SERVICE ROAD 7	Traffic Control Signal	route	Two-Way , Not Divided	Broad Street and Service Road 7, Providence, RI, USA	41.82933	-71.41804	41.8173732	-71.4169529	1334.076423	Not yet determined	distance greater than 100m
2429	255809	BROADWAY	SUTTON ST	No Controls	route	Two-Way, Divided, Unprotected (painted>4feet) Medium	Broadway and Sutton Street, Providence, RI, USA	41.82019	-71.42767	41.8223473	-71.4285283	250.4829388	Not yet determined	distance greater than 100m
2426	255852	DOUGLAS AVE	DOUGLAS AVE	Stop Signs	intersection	Two-Way , Not Divided	Douglas Ave and Douglas Ave, Providence, RI, USA	41.84762	-71.43084	41.8715442	-71.4649957	3887.406634	Raw	distance greater than 100m
2417	258452	FRANCIS STREET	FINANCE WAY	No Controls	route	Two-Way , Not Divided	Francis Street and Finance Way, Providence, RI, USA	41.82955	-71.41802	41.8274547	-71.4154023	318.6729838	Not yet determined	distance greater than 100m
2415	258945	STEEPLE STREET	MEMORIAL BLVD.	Traffic Control Signal	route	Two-Way , Not Divided	Steeple Street and Memorial Blvd., Providence, RI, USA	41.8317	-71.41732	41.8263996	-71.4134258	672.670048	Not yet determined	distance greater than 100m
2412	259757	HARTFORD AVE	HARTFORD AVE	No Controls	route	Two-Way, Divided, Unprotected (painted>4feet) Medium	Hartford Ave and Hartford Ave, Providence, RI, USA	41.81755	-71.45283	41.829423	-71.5357282	7002.728155	Raw	distance greater than 100m
2411	259622	CHALKSTONE AVENUE	HOME AVENUE	No Controls	intersection	Two-Way , Not Divided	Chalkstone Avenue and Home Avenue, Providence, RI, USA	41.81513	-71.41188	41.8325367	-71.4451081	3369.372431	Not yet determined	distance greater than 100m
2404	260619	CHALKSTONE AVENUE	CANTON STREET	No Controls	intersection	Two-Way , Not Divided	Chalkstone Avenue and Canton Street, Providence, RI, USA	41.82937	-71.41803	41.8323096	-71.4425118	2056.866176	Not yet determined	distance greater than 100m
2381	265560	DOUGLAS AVE	DOUGLAS AVE	No Controls	intersection	Two-Way , Not Divided	Douglas Ave and Douglas Ave, Providence, RI, USA	41.84762	-71.43084	41.8715442	-71.4649957	3887.406634	Raw	distance greater than 100m
2382	265641	Francis St	AMERICAN EXPRESS PLZ	Traffic Control Signal	locality	Two-Way , Not Divided	Francis Street and American Express Plz, Providence, RI, USA	41.82753	-71.41539	41.8239891	-71.4128343	447.5665304	Not yet determined	distance greater than 100m
2377	266142	100 FRANCIS STREET	NA	No Controls	street_address	Two-Way , Not Divided	100 Francis Street, Providence, RI, USA	41.82955	-71.41802	41.8260966	-71.415882	423.3662187	Not yet determined	distance greater than 100m
2374	266950	ROCHAMBEAU AVENUE	HOPE STREET	Traffic Control Signal	intersection	Two-Way , Not Divided	Rochambeau Avenue and Hope Street, Providence, RI, USA	41.83349	-71.41682	41.8469319	-71.3960532	2281.506217	Not yet determined	distance greater than 100m
2371	267258	206 Elmwood Avenue	PLENTY STREET	Traffic Control Signal	premise	Two-Way , Not Divided	206 Elmwood Avenue, Providence, RI, USA	41.80723	-71.42485	41.8076933	-71.4237245	106.6844858	Not yet determined	distance greater than 100m
2367	269721	North Main street	N MAIN ST	Traffic Control Signal	intersection	Two-Way, Divided, Positive Median Barrier	North Main Street and N Main Street, Providence, RI, USA	41.84199	-71.40798	41.9595187	-71.700964	27576.44497	Not yet determined	distance greater than 100m
2364	270880	WATERMAN AVENUE	IVES STREET	Stop Signs	intersection	Two-Way , Not Divided	Waterman Avenue and Ives Street, Providence, RI, USA	41.83285	-71.41687	41.8277996	-71.3929088	2065.489368	Not yet determined	distance greater than 100m
2356	273321	N MAIN ST	N MAIN ST	No Controls	route	Two-Way, Divided, Positive Median Barrier	N Main Street and N Main Street, Providence, RI, USA	41.85566	-71.39994	41.8256787	-71.4078251	3400.964696	Raw	distance greater than 100m
2351	276724	CHARLES ST	CHARLES ST	No Controls	route	Two-Way , Not Divided	Charles Street and Charles Street, Providence, RI, USA	41.85359	-71.42049	41.8474982	-71.419539	682.7056664	Raw	distance greater than 100m
2349	277949	RESERVOIR AVE	RESERVOIR AVE EXIT	No Controls	intersection	Two-Way , Not Divided	Reservoir Ave and Reservoir Ave Exit, Providence, RI, USA	41.78642	-71.43404	41.943128	-71.4908711	18069.68104	Not yet determined	distance greater than 100m
2346	279552	Pine St	CHESTNUT ST	Flashing Traffic Control Signal	route	One-Way Trafficway	Pine Street and Chestnut Street, Providence, RI, USA	41.81944	-71.41294	41.818517	-71.4108086	204.5088035	Not yet determined	distance greater than 100m
2348	279029	SMITH ST	SMITH ST	No Controls	route	Two-Way , Not Divided	Smith Street and Smith Street, Providence, RI, USA	41.83266	-71.4192	41.8418141	-71.4433053	2243.965549	Raw	distance greater than 100m
2342	279448	DEAN STREET	WASHINGTON STREET	Stop Signs	route	Two-Way , Not Divided	Dean Street and Washington Street, Providence, RI, USA	41.83438	-71.41621	41.8190896	-71.4207432	1743.161896	Not yet determined	distance greater than 100m
2341	281069	POINT ST	PLAIN ST	Stop Signs	route	One-Way Trafficway	Point Street and Plain Street, Providence, RI, USA	41.81489	-71.41371	41.8098238	-71.411061900000007	605.2539145	Not yet determined	distance greater than 100m
2336	282968	BENEFIT STREET	POWER STREET	Stop Signs	intersection	Two-Way , Not Divided	Benefit Street and Power Street, Providence, RI, USA	41.83651	-71.4149	41.8228439	-71.4039218	1773.015317	Not yet determined	distance greater than 100m
2334	283806	575 WICKENDEN STREET	NA	No Controls	street_address	Two-Way , Not Divided	575 Wickenden Street, Providence, RI, USA	41.83618	-71.41545	41.8199003	-71.3915472	2686.16078	Not yet determined	distance greater than 100m
2332	284120	201 SMITH STREET	FRAN CONWAY PLACE	No Controls	premise	Two-Way , Not Divided	201 Smith Street, Providence, RI, USA	41.83476	-71.41637	41.8325036	-71.4182709	296.5643059	Not yet determined	distance greater than 100m
2327	285327	DAVE GAVIT WAY	BASSETT ST	Stop Signs	route	One-Way Trafficway	Dave Gavit Way and Bassett Street, Providence, RI, USA	41.81603	-71.41286	41.817488	-71.4115736	194.249361	Not yet determined	distance greater than 100m
2324	285780	Westminster Street	MANTON AVE	No Controls	route	Two-Way , Not Divided	Westminster Street and Manton Ave, Providence, RI, USA	41.81676	-71.44314	41.8257711	-71.4570108	1526.546065	Not yet determined	distance greater than 100m
2325	285817	BROAD ST	EDDY ST	No Controls	route	Two-Way , Not Divided	Broad Street and Eddy Street, Providence, RI, USA	41.78674	-71.40225	41.8059506	-71.4072274	2178.044203	Not yet determined	distance greater than 100m
2319	286083	WASHINGTON STREET	MATHEWSON STREET	No Controls	intersection	Two-Way , Not Divided	Washington Street and Mathewson Street, Providence, RI, USA	41.83713	-71.41435	41.8230454	-71.4147864	1568.308299	Not yet determined	distance greater than 100m
2318	286428	15 CAROLINA AVENUE	NA	No Controls	street_address	Two-Way , Not Divided	15 Carolina Avenue, Providence, RI, USA	41.83203	-71.41752	41.7921903	-71.3936625	4856.63759	Not yet determined	distance greater than 100m
2313	288925	ASHBURTON ST	NA	No Controls	route	One-Way Trafficway	Ashburton Street, Providence, RI, USA	41.83657	-71.41397	41.8380845	-71.4157779	225.6249581	Not yet determined	distance greater than 100m
2306	289467	BROADWAY	GREENMAN LN	Traffic Control Signal	doctor	Two-Way , Not Divided	Broadway and Greenman Ln, Providence, RI, USA	41.82232	-71.41867	41.8109879	-71.4119953	1377.677046	Not yet determined	distance greater than 100m
2305	289689	WASHINGTON ST	SERVICE ROAD 8	No Controls	street_address	Two-Way , Not Divided	Washington Street and Service Road 8, Providence, RI, USA	41.82031	-71.41868	41.7939064	-71.391257	3717.106482	Not yet determined	distance greater than 100m
2301	290037	ONTARIO ST	NIAGARA ST	No Controls	intersection	Two-Way , Not Divided	Ontario Street and Niagara Street, Providence, RI, USA	41.80041	-71.41774	41.7998959	-71.419342	144.7380779	Not yet determined	distance greater than 100m
2298	290118	279 D CHAD BROWN STREET	NA	No Controls	premise	Two-Way , Not Divided	279 D Chad Brown Street, Providence, RI, USA	41.83618	-71.41545	41.8406767	-71.4224919	769.1944423	Not yet determined	distance greater than 100m
